seed,budget_kimg,nfe,metric,contrast,value,lower_is_better,status
5,512,2,kid50k_full,C-A,0.0028148335985986074,True,PASS
5,512,2,kid50k_full,B-D,0.0006350984859859873,True,PASS
5,512,2,kid50k_full,D-A,0.002133399667167168,True,PASS
5,512,2,kid50k_full,B-C,-4.6335445445452005e-05,True,PASS
5,512,2,kid50k_full,interaction_B-C-D+A,-0.00217973511261262,True,PASS
5,640,1,fid50k_full,B-A,-0.9809637932254862,True,PASS
5,640,1,fid50k_full,C-A,-1.3998848780688107,True,PASS
5,640,1,fid50k_full,B-D,-0.8139062419771168,True,PASS
5,640,1,fid50k_full,D-A,-0.1670575512483694,True,PASS
5,640,1,fid50k_full,B-C,0.41892108484332446,True,PASS
5,640,1,fid50k_full,interaction_B-C-D+A,0.5859786360916939,True,PASS
5,640,1,kid50k_full,B-A,-0.0006861827427427037,True,PASS
5,640,1,kid50k_full,C-A,-0.0009837530455455408,True,PASS
5,640,1,kid50k_full,B-D,-0.00068024339339338,True,PASS
5,640,1,kid50k_full,D-A,-5.939349349323719e-06,True,PASS
5,640,1,kid50k_full,B-C,0.0002975703028028371,True,PASS
5,640,1,kid50k_full,interaction_B-C-D+A,0.0003035096521521608,True,PASS
5,640,2,fid50k_full,B-A,-0.047339154416136786,True,PASS
5,640,2,fid50k_full,C-A,-0.09740230161554653,True,PASS
5,640,2,fid50k_full,B-D,-0.15224892332354134,True,PASS
5,640,2,fid50k_full,D-A,0.10490976890740455,True,PASS
5,640,2,fid50k_full,B-C,0.05006314719940974,True,PASS
5,640,2,fid50k_full,interaction_B-C-D+A,-0.054846621707994814,True,PASS
5,640,2,kid50k_full,B-A,-0.0004205232057057221,True,PASS
5,640,2,kid50k_full,C-A,-0.00042753400900901427,True,PASS
5,640,2,kid50k_full,B-D,-0.0004003244044044139,True,PASS
5,640,2,kid50k_full,D-A,-2.019880130130821e-05,True,PASS
5,640,2,kid50k_full,B-C,7.01080330329216e-06,True,PASS
5,640,2,kid50k_full,interaction_B-C-D+A,2.7209604604600587e-05,True,PASS
5,768,1,fid50k_full,B-A,-0.9723219154783873,True,PASS
5,768,1,fid50k_full,C-A,-1.2750965208102851,True,PASS
5,768,1,fid50k_full,B-D,-0.2766052153022258,True,PASS
5,768,1,fid50k_full,D-A,-0.6957167001761615,True,PASS
5,768,1,fid50k_full,B-C,0.3027746053318978,True,PASS
5,768,1,fid50k_full,interaction_B-C-D+A,0.9984913055080593,True,PASS
5,768,1,kid50k_full,B-A,-0.0006730988688688384,True,PASS
5,768,1,kid50k_full,C-A,-0.0009215563538538165,True,PASS
5,768,1,kid50k_full,B-D,-9.846203703701636e-05,True,PASS
5,768,1,kid50k_full,D-A,-0.0005746368318318221,True,PASS
5,768,1,kid50k_full,B-C,0.00024845748498497806,True,PASS
5,768,1,kid50k_full,interaction_B-C-D+A,0.0008230943168168001,True,PASS
5,768,2,fid50k_full,B-A,-0.04725468851554382,True,PASS
5,768,2,fid50k_full,C-A,-0.0766828121449179,True,PASS
5,768,2,fid50k_full,B-D,-0.021390417124802052,True,PASS
5,768,2,fid50k_full,D-A,-0.025864271390741767,True,PASS
5,768,2,fid50k_full,B-C,0.02942812362937408,True,PASS
5,768,2,fid50k_full,interaction_B-C-D+A,0.05529239502011585,True,PASS
5,768,2,kid50k_full,B-A,-0.0002504859459458795,True,PASS
5,768,2,kid50k_full,C-A,-0.0003056551601601223,True,PASS
5,768,2,kid50k_full,B-D,-2.687908158157835e-05,True,PASS
5,768,2,kid50k_full,D-A,-0.00022360686436430116,True,PASS
5,768,2,kid50k_full,B-C,5.516921421424279e-05,True,PASS
5,768,2,kid50k_full,interaction_B-C-D+A,0.00027877607857854396,True,PASS
5,896,1,fid50k_full,B-A,-0.6770794005674485,True,PASS
5,896,1,fid50k_full,C-A,-0.9381264288619029,True,PASS
5,896,1,fid50k_full,B-D,0.07711060655704749,True,PASS
5,896,1,fid50k_full,D-A,-0.754190007124496,True,PASS
5,896,1,fid50k_full,B-C,0.26104702829445436,True,PASS
5,896,1,fid50k_full,interaction_B-C-D+A,1.0152370354189504,True,PASS
5,896,1,kid50k_full,B-A,-0.00036279872122121134,True,PASS
5,896,1,kid50k_full,C-A,-0.0006257609909909936,True,PASS
5,896,1,kid50k_full,B-D,0.00024371424674674447,True,PASS
5,896,1,kid50k_full,D-A,-0.0006065129679679558,True,PASS
5,896,1,kid50k_full,B-C,0.0002629622697697823,True,PASS
5,896,1,kid50k_full,interaction_B-C-D+A,0.0008694752377377381,True,PASS
5,896,2,fid50k_full,B-A,-0.04257165289751219,True,PASS
5,896,2,fid50k_full,C-A,-0.08113852890428719,True,PASS
5,896,2,fid50k_full,B-D,0.04737639903387025,True,PASS
5,896,2,fid50k_full,D-A,-0.08994805193138244,True,PASS
5,896,2,fid50k_full,B-C,0.038566876006775,True,PASS
5,896,2,fid50k_full,interaction_B-C-D+A,0.12851492793815744,True,PASS
5,896,2,kid50k_full,B-A,-8.58661061060638e-05,True,PASS
5,896,2,kid50k_full,C-A,-0.00015801819069066357,True,PASS
5,896,2,kid50k_full,B-D,7.616076576577135e-05,True,PASS
5,896,2,kid50k_full,D-A,-0.00016202687187183516,True,PASS
5,896,2,kid50k_full,B-C,7.215208458459976e-05,True,PASS
5,896,2,kid50k_full,interaction_B-C-D+A,0.00023417895645643492,True,PASS
5,1024,1,fid50k_full,B-A,-0.5962392648092587,True,PASS
5,1024,1,fid50k_full,C-A,-0.7368790328507062,True,PASS
5,1024,1,fid50k_full,B-D,-0.010474200493338692,True,PASS
5,1024,1,fid50k_full,D-A,-0.58576506431592,True,PASS
5,1024,1,fid50k_full,B-C,0.1406397680414475,True,PASS
5,1024,1,fid50k_full,interaction_B-C-D+A,0.7264048323573675,True,PASS
5,1024,1,kid50k_full,B-A,-0.0003010330380380224,True,PASS
5,1024,1,kid50k_full,C-A,-0.0004439174324324547,True,PASS
5,1024,1,kid50k_full,B-D,0.00015710590340340357,True,PASS
5,1024,1,kid50k_full,D-A,-0.000458138941441426,True,PASS
5,1024,1,kid50k_full,B-C,0.00014288439439443228,True,PASS
5,1024,1,kid50k_full,interaction_B-C-D+A,0.0006010233358358583,True,PASS
5,1024,2,fid50k_full,B-A,-0.10115148424221188,True,PASS
5,1024,2,fid50k_full,C-A,-0.10924032332415168,True,PASS
5,1024,2,fid50k_full,B-D,0.004860486201374581,True,PASS
5,1024,2,fid50k_full,D-A,-0.10601197044358646,True,PASS
5,1024,2,fid50k_full,B-C,0.008088839081939803,True,PASS
5,1024,2,fid50k_full,interaction_B-C-D+A,0.11410080952552626,True,PASS
5,1024,2,kid50k_full,B-A,-9.264481981980668e-05,True,PASS
5,1024,2,kid50k_full,C-A,-0.00012346411911908493,True,PASS
5,1024,2,kid50k_full,B-D,4.555834334335951e-05,True,PASS
5,1024,2,kid50k_full,D-A,-0.00013820316316316618,True,PASS
5,1024,2,kid50k_full,B-C,3.081929929927825e-05,True,PASS
5,1024,2,kid50k_full,interaction_B-C-D+A,0.00016902246246244443,True,PASS
