layer,update_reference_l2,update_probe_l2,update_cosine,s_K_star_layer,c_K_star_layer,R_opt_layer,layer_residual_with_global_c_star,support_atol,support_coordinate_count,coordinate_count,support_coordinate_coverage,support_energy_coverage,h_update_weighted_mean,h_update_weighted_std,h_update_p05,h_update_p50,h_update_p95,h_moment_coordinate_count,h_moment_weighted_mean,h_moment_weighted_std,h_moment_p50,h_update_minus_moment_weighted_rmse,h_update_minus_moment_eps_weighted_rmse,off_support_candidate_energy_exact,predicted_reference_l2,predicted_probe_l2,s_K_star_predicted_layer,c_K_star_predicted_layer,R_pred_layer,predicted_layer_residual_with_global_c_star,predicted_off_support_candidate_energy_exact
model.dec.16x16_block0.affine,0.08747874556015967,0.08741595186911279,0.8859447075024242,0.8853087617319253,0.886581110093233,0.4634579577134233,0.46656090446234566,0.0,131328,131328,1.0,1.0,0.8853087617319253,0.4634579577134233,-0.9979945015475293,1.0,1.000122639195487,131328,0.8857233517623307,0.4642134682239078,0.999999996577036,0.03832044469985477,4.8923288808238696e-05,0.0,0.08747888646578028,0.0874160685504589,0.8853088423411112,0.8865816801360047,0.46345720915410077,0.4665604059730996,0.0
model.dec.16x16_block0.conv0,0.26401108543423635,0.264006136362206,0.8815740456288459,0.8815575199081748,0.8815905716593088,0.47203691386277846,0.47426340775046927,0.0,1179896,1179904,0.9999932197873725,1.0,0.8815575199081748,0.47202973253944963,-0.9991418413632462,1.0,1.0001226091221187,1179882,0.8815748751821517,0.4720442133553869,0.9999999964324363,0.00569762989838243,5.3265940528970026e-05,1.4366978649978304e-07,0.26401196819152406,0.264007215113329,0.8815587503857535,0.8815904931196853,0.4720361886620604,0.47426238474696797,1.436739255779098e-07
model.dec.16x16_block0.conv1,0.18670016069444278,0.18669595680155823,0.8709437254308012,0.8709241145524999,0.8709633367506867,0.49137170611357023,0.49264071642924445,0.0,590079,590080,0.9999983053145336,1.0,0.8709241145524999,0.4913699817875378,-0.9995095635115253,1.0,1.000122624156959,590074,0.8709388440199968,0.49139142231293864,0.9999999960684947,0.005449899449021628,6.194851162786358e-05,1.795817227973e-08,0.18670183951687283,0.18669780610496597,0.870927219051667,0.8709648504114981,0.49136806224599694,0.49263678294213914,1.7956605685051998e-08
model.dec.16x16_block0.norm0,0.007779062196086409,0.0077790839917750605,0.9082083829756429,0.9082109276303386,0.9082058383280769,0.4185194315930318,0.4247389086614644,0.0,1024,1024,1.0,1.0,0.9082109276303386,0.41851943159303184,0.9999467514204939,1.0,1.0,1024,0.9082134382800855,0.4185072856948837,0.9999999960320918,0.0001166828745968166,1.9644501011683065e-05,0.0,0.007779347213736535,0.007779369944674676,0.9082179859088677,0.9082126783796356,0.41850440140976247,0.42472530879227166,0.0
model.dec.16x16_block0.norm1,0.005500963332215244,0.005500950827002269,0.9062578820434624,0.9062558218683364,0.9062599422232717,0.42272430587922877,0.4285605264713998,0.0,512,512,1.0,1.0,0.9062558218683364,0.4227243058792287,0.9998896788428536,1.0,1.0,512,0.9062580973139458,0.4227248070277552,0.9999999998685742,4.4755503874540075e-05,1.8302097184917468e-05,0.0,0.0055008546385396685,0.005500839223758269,0.9062502062494285,0.9062552853538444,0.4227350933818292,0.4285707041881327,0.0
model.dec.16x16_block0.skip,0.08809678265081537,0.08809671488660527,0.8805330160569661,0.8805323387493221,0.8805336933651311,0.4739844533457796,0.47609299992318443,0.0,131324,131328,0.9999695419103314,1.0,0.8805323387493221,0.4739523230904294,-0.9999387048331239,1.0,1.000001915470296,131321,0.8805553365113604,0.4739433503913935,0.9999999964483127,0.001238577809397985,1.2156033631269776e-05,7.186668816430088e-08,0.08809694093101912,0.08809688600482948,0.8805327377600646,0.8805338357403771,0.47398401954528296,0.4760925638303629,7.18663655004346e-08
model.dec.16x16_block1.affine,0.08752745408768874,0.08751226102667843,0.8828616129569115,0.8827083653788902,0.8830148871403452,0.4695517125727165,0.4720018876807623,0.0,131328,131328,1.0,1.0,0.8827083653788902,0.4695517125727165,-0.99851934059376,1.0,1.0001839362354383,131328,0.8829008017061553,0.4695595535598451,0.9999999965016648,0.035618120624504146,4.437644209781737e-05,0.0,0.08752759687396497,0.08751239378379505,0.8827086348666314,0.8830153586134127,0.46955096258244594,0.4720012951737072,0.0
model.dec.16x16_block1.conv0,0.26400815043845727,0.2640044404381726,0.8726964912372688,0.8726842275847052,0.8727087550621708,0.48825621749987747,0.48965760235902417,0.0,1179890,1179904,0.9999881346279019,0.9999999999999998,0.8726842275847053,0.48824408493545923,-0.9995095635115253,1.0,1.000122616639078,1179878,0.8726905186296765,0.48827375383642463,0.9999999962549795,0.005731395666793551,5.441665793404566e-05,2.510577563067107e-07,0.2640091346890281,0.26400561018091534,0.8726854449484683,0.8727087460249837,0.4882554807251268,0.4896565674034168,2.5105970876886136e-07
model.dec.16x16_block1.conv1,0.1866888190495798,0.18668285943331528,0.8549699773126852,0.8549426843392314,0.8549972711574333,0.5186609316877904,0.5190333688574896,0.0,590074,590080,0.9999898318872017,1.0,0.8549426843392313,0.5186511510820789,-0.9997545409916544,1.0,1.0002184238192682,590071,0.854962478043114,0.518689850567744,0.9999999955766581,0.0069196512078711836,6.709376443166021e-05,1.0750428894990664e-07,0.1866909627104691,0.18668514385904886,0.8549469307817599,0.8550002278635768,0.5186553863551934,0.5190275660685744,1.0750342156582325e-07
model.dec.16x16_block1.norm0,0.007779222749792447,0.007779149205040907,0.9004092277256492,0.9004007152591642,0.9004177402726119,0.43503981893085614,0.4398195640373219,0.0,1024,1024,1.0,1.0,0.9004007152591642,0.43503981893085614,0.9997548418730081,1.0,1.0,1024,0.9003896269804083,0.4350844990949844,0.9999999988134803,0.00032296050241114053,1.9243172914147443e-05,0.0,0.0077793781574669475,0.0077793041051752755,0.9004034255776222,0.9004205677933129,0.4350340598139135,0.4398143893741799,0.0
