seed,AA,A_startup_down5,A_delayed_down6_10,L,M,T
50,2.409684319311822,2.223487188509786,2.3756560385838936,-0.034028280727928184,-0.18619713080203582,0.15216885007410763
51,2.122820836372153,2.017941086830488,2.0554743868329597,-0.06734644953919311,-0.10487974954166468,0.03753330000247157
52,2.122007906790937,2.0183909691567155,2.0870900520173934,-0.03491785477354359,-0.10361693763422153,0.06869908286067794
53,2.3229067874591958,2.0952932784615874,2.3195257601279957,-0.0033810273312000483,-0.22761350899760835,0.2242324816664083
54,2.007717229319107,1.971746639352786,1.9812343123416525,-0.026482916977454307,-0.03597058996632074,0.009487672988866436
55,2.3243679525731804,2.2755276421117756,2.3269721938145644,0.002604241241384031,-0.0488403104614048,0.05144455170278883
56,2.3649618440164737,2.2125676058090966,2.339795776203071,-0.02516606781340247,-0.15239423820737708,0.1272281703939746
57,2.3276966360140046,2.163999798812672,2.3459730116699364,0.018276375655931876,-0.16369683720133255,0.18197321285726442
