seed,arm,nfe,mid_t,fid50k_full,kid50k_full,status,checkpoint_sha256,receipt_sha256,generated_feature_sha256,generated_samples_sha256,artifacts_tree_sha256,process_log_sha256,completed_at_utc
10,C,1,,312.0697789924469,0.3227972109059059,PASS,3d7354fd5fb097a5045d56ce5360828fa56ba35b55292e90ab5f622c1f9249b7,7cb379ca45a2e166caeaf55a4a560a061417328bc26e7cfd497c1616d586d499,6c7602ea3b7606343f54bef64a478e23c06fc84a021ec1c4b13e5ca9eec0303e,1daa205f4837d7f8b07cdf29a0bc42174acd301ea89e7bac241889c1fbfb322c,fc349bf86cc29e87de4cfb8e7c54cded65c2d0401c98244dd53e7e54d559e814,4f1fd9a29480fc1b7ff361b4cbe1136f25383311d2c6846ce68ef2e2587b439d,2026-08-21T20:28:33Z
10,D,1,,271.29682898509157,0.2823181106206206,PASS,00e9c08abdfea686e6decbb0a6f1fd3b226fa799af5ec336f3ddaa10da80c71b,4ad355baccb6dec7bb1c64e1c03f24ef8dba659b09b5b2ab7ed96829536640dd,19cc5c92a2c9c186d83e39ee1f5581c769d992ab5be72833b4fef7692c6e9440,f6aee659709a514e2d6e98e3ba3b7ffb44862d34df0b58fac9ab71b22a95737c,6c2a9e54a03f5464e53579de72af134da62e296b520d2e892cf77457946f7bf3,d8437ca271b463e51d8f33a62ff9bfe79d8b77006966ab572bcb10d07580bb09,2026-08-21T20:31:41Z
11,A,1,,324.09276042275894,0.33770247441441437,PASS,3d325816de7baa8c5abc9dcc57ac9ba4dfc69d303a458d263fb86a2ace4e43e0,73ef7a616db47c8c83622c7ca021d69e89362655063c3b4a80066c5c288b29c5,55b5beb5789ab9b36165763f8725fa4bbf61a64b35527779ddd60b2f55cd2fab,808d6b24b3cff8cfcc0fef2174e8744296090864b7e5867d84758803529133a6,4b491229af2722ba7e51f46cfe2a75dfbe2bc148e6ac819fab6b86529327bc54,1ecb3dab451d8ad5b5c95fffc804feec3f5e100c3cb8c5ae0a7715aa58c7d945,2026-08-21T20:34:48Z
11,B,1,,309.35303221596297,0.3216558745145146,PASS,0d10fab84ca78f8d5aa4f0f870b278f2f50b897e7c4825b0643f489aca475f4f,a5e07d8651fe473f0b69b4be69da1aef7220e0116ecac42e6a78d45056687d5f,a0102bc3f4e0bea6204fa4789735d96c521ed5ec562d08bdb2fbb5eb689e54a1,f342d1d30fc30245e2ece6fe8119d258d3fec3710db30d55ccad9d86d600c220,87ac75747a86647e287e9b7e06a73a002b3f3f64cc81dd1b332584a3fff61b6f,aed2540ff49799267a98108fccddb331a5be4fa6d8848f4dd5dc734621f0a3aa,2026-08-21T20:37:54Z
11,C,1,,312.5829576313481,0.31887516230980983,PASS,00be77eb3c76951404b3955085dbc7936932d67ccca2d7279b70f2ca11b56ab0,9b6f29c00ad9fc7e3f770f8cdd9c64f0fdbf6bafc4c840354488927b51d3dc83,6d07e22a74fae2296ab413890c42ed26dab4edd364d7c87d8a3d4c928a23147b,2505b3757358a530de5ce82a9cdc029599347c17bcb7da79585c8b5224cb3bc1,9ffb71a65446ac2ff55c3041851cb8c7349bc85d40df0cfe2bf293302191d2d3,8818be8b19f917b0ea4f0fb77df871f73e324ed4bae57b20fe89becd9d24ab4c,2026-08-21T20:41:02Z
11,D,1,,316.50443130915596,0.32492661148898894,PASS,9394f8aba70e4d4815cd0fd6442d03f0268c5f6b72ff1c92514505ddaaebb4e4,f85ed6a606c64f036f814bcf176ae7e14c2437202aa814b9bd02c6d871e8a750,1e4a1ca64c9e1481f94baf54db3520ec6b5bf49c24be56810f1dbc581a04ca15,5abab6c588091d947f28403d090eed25325ba0edec9449393a40846281aa6d8d,34280f5603eabb0ac1f7b7a109d1c0e13c58a07dc0c5bfd63a6623adc497d93a,435d54f270ac3e334f002a66533b1aebb624068194f078bbbdcb705984d2041f,2026-08-21T20:44:09Z
12,A,1,,301.4300962139322,0.3188115354229229,PASS,70f7990396d1d153617ccb8ad467ea220d432dad8af4d1aa60775eaca5285af2,5d400de38bd3144bc4c3132cb502a74a1afb0a2aa5cd2a6102343dff8210225d,9cfe2725280b021dcaf9e1bd0ce6bac3038dab805ce02346b31375407ed89069,0278823b67392c073dc7a86091e439cccc8b3fe84a478e07942cdf54856aad0a,b738b7f176511d3b874f2351fd6d24d93ce77bb021158e94020b6d2e8422b39a,805c31e41b7d09ee8c95b75e786eb710aed487299c753118ccbfd0dd395f0e3c,2026-08-21T20:47:16Z
12,B,1,,300.0518246119658,0.30173309686686695,PASS,c3ec287104493ec5a5eed2ede98d073857afae45ee97a5abc3a6d6ac2d1a3ee0,396686badd924c61d8731a2a5201d4274842de9a42af39c8d702df569bea7d47,4968cc161314b260128c824bc4aea41ed4720c88f4941b81688c0497375af197,0ad0202b1818c02cab30f257be5a4b36af9778c04d3c86372b30d043315b4b36,d592cc6a0ae927541b5109659173a35d6c6e102f8da773fad01269483bb3e3b9,455a96989c726988ebc78ea59870d51d119a989421f63790befe150cbb71c228,2026-08-21T20:50:22Z
12,C,1,,305.2663165777866,0.3159099769419419,PASS,a25534d9b2ec3cbc5a360935ea4ce2ab2e57147ce2d2d05056d1822a99421ed7,334b000dec03ceafbc4ed457da723d7b84cf0044611400181d5378a092dc4a21,ca8a74670cc636fba4969f9b92fa02aab087d09d623b0dbd86fcad971ecfec7a,e243e30018f85b53b34c2c797cf61afbc1cbb706d301111a5633fecab22d88dc,1ac1a709fa064509d57411e8de83349a88b4a42ecc3a526a566382b6e0f2b03d,2fcc8721c8cf3933ad638c06ff974e10a0cdc52c9dbe53ba31b0a3f0aafc40fd,2026-08-21T20:53:29Z
12,D,1,,301.7948244735157,0.3073180750075075,PASS,afd9bb17ed8df77935ed5b4d27e093103640ea2f4d3c38e20dcac9f3f46226c1,dcd00713d9d84a4d81a8ce52473dbfdbcd16d5966c381d7111e98fc8015ba15e,f5217d1f37d29fa15b010f0f882d82d6b75e854bce0fd25bd09f4e14f22028c1,638dc4a21729117bc63cf3757134a3a94b0733ec98716e1e52c1f47d5ca604af,dfcb1912142ab2ecfa7dc5fa3f4aeb47d10878d8fb7cb59aa8b04815fca73489,6f435990de4a4f7c5a9992c58e8fb521e13e4a8ca7d29a91800700f46cb79b1c,2026-08-21T20:56:36Z
13,A,1,,242.1123507636571,0.2598961177777778,PASS,1b780c1515f4e3f54343015e953349a7f5fa84e9418d6dab736fe20259039952,fe3c99a6721603d7568a339d3eaa6da957be0084e102e73b2bc518773b5e315f,6c879f403225db46563940b1269be0512b41d4adc5f7977e2daeaf821c924141,26279f96290cca2ef73f28efe995a2134584c0f414ee9c90060e0982a2859d09,8dd38b3adea8a8d13dfd1f0196a114e7f42659cdd21f0b311a1a8bab8d36c458,ff8b868c236f043f72d39f6a908ffae19478a97c8837383e02e9267816fa8f20,2026-08-21T20:59:43Z
13,B,1,,322.90729109274935,0.3376706937012011,PASS,1cdaa920871a78589fd11671667b0ed3679f514c2dfc87ec7aa3c04829c779ee,daee75a314e5b89ab7cb1b0115e5dd3a87042ca47ab61d6c1b129d3ad27afef3,1cd61551abe5d9c44488a16b6372a057b602e401ebab385fd4bbe5387fb8142e,5713c675f0e4f054736fe152401521df998f6d6e2d5d6670d77492934c886082,0915a4d6bfefd04d352f2468daed0c74629308234bd0ab75e7150bc086bf314e,3df6cc8877504ffaa420d2fd3a23a44c2bce845e3101fb95b0a459e52197cb47,2026-08-21T21:02:51Z
13,C,1,,304.6440195546141,0.3268719436661663,PASS,3433105e8e95fc1e8a1c2dd1bd746c4125bdaa92d4d0b181a3a1b98eb7724a01,f28cee061269e1a75b34a665f3ffd13d6a92f0efe3146ab679d24c61d25077d3,f7845bc360382194c6b975a60c5313a7d21e80fca09b1a91294ccae4e0a2eb7f,23dc72700a32afe32913e5218b0ee939ab03b44eca2e6b5b02164e3a17e10aab,b5eccfed81eadf7058b012a41bdcbc888453fc84ecb29d55b9c4f144254047f9,1f37e1e40e4f6802d33c127210bb829760812d7bf12a1417153cb35e0d2a0880,2026-08-21T21:05:58Z
13,D,1,,322.50857283068507,0.34234191377377354,PASS,8dc5f2f960c7d4cc0b46b5e14a55560ea0775f0a39ce8420dfbb8915e4c1b117,2ffc658fe4bb4b74a4b7cb68adb79673c7983dcbdf9f7f91a49663f6e416bb67,a5120db676a2ca755064e144e3ed7d7040e9a2cfeb78f797adb3246669e97adf,8d5ae351bf57d6c0bd30d0ac6ec8f58950b554a9766e0ebd828ed152ee9a224c,d97d9b330e91e4bab842721bc0f4bffa80ca5b5061a9e2015a9bf4a16bfa0741,898d94592eaab338cf0800532d19c7f285fda9350dcc85eda662ce861059f516,2026-08-21T21:09:05Z
8,A,2,0.821,333.1596861013949,0.3785434092492492,PASS,cb56b46a408efd8d0e75f096db589aedfa94ec618b2b9ebb593e239c48c05439,956fddafe0dffd76e86d681d3fd8f73e3e8987fa29cd499adddae8aa05250bda,2408515cbd42f68726fc4f91cca8e2f0d670ac559c9358a2e2a2cdb24ad8c675,09d23fe9b7cc1a550b771512df4dc8f047b78853fc517f6073d52d8751064e5a,3a084d0c20bc975d16b1a16fc11677b25f9fc82b5df44da22d0d5da8855fbb9c,3e122deebfca9acb8e51692c114b9fdff4e6677a652d3ac85c7eeceacf8c80a2,2026-08-21T21:13:17Z
8,B,2,0.821,318.260073380482,0.3498037737912913,PASS,acbac322ff47951f0b66c2732976956f40d719068741f690cf16c7a34238e9bc,b44466206c23383d521b15a73db0f0e11b56f668d88b85e2deeff5856f333572,27fdbf352bf85516c034931d29dcbda3d0743ec8c48bfcf4512cb07120f6430d,0406805c242facdc35eba908b5ac71d3270e0fb072b792a43e78a34222f0d81d,1af721fa53213681e6a7b64e3d6353e075521e042d488589cad30094b8590d82,942c5430a7a504dbbdf5a168354c7127f74a3417ec7b6ecff4e279f313f9d17e,2026-08-21T21:17:30Z
8,C,2,0.821,335.1153898972576,0.3831242271721721,PASS,17ca0a56fcd00cd8464985473c4b94182906c0668716e17877cabc02c0382423,9a2c0fcced9f84d4d741e3109e236598f6e83f3c5e1ce827673969f5ec2ff391,6dc7bb09e5fc0fab6f7666f205cd8dd4c2dfb4b7faf54239d207f4ad597bc294,857f59498e2afbce9644a933a8895ae962bfde98b87c62cfed02c11431f6429f,dec09dec0ce4d03e37988583159de542d1c221ca3312e6ea7fb40a6da9f911c1,27e8e0f978ff89970bb504e44d32d311ad89626478a82da5fff9ecdada473208,2026-08-21T21:21:42Z
8,D,2,0.821,318.96844709270863,0.35213411665165173,PASS,4479fccb08383281e4485095d1cb0e693606a9b21b44851bd6a936ca24402f78,a0d3b1b72367ae95faa22c25ad659d8244a81aced1f4c4c1032a131487d80f38,fcfc0f4a172e0f3e255500ad834cc22ba55676deaf1d5b777f67f65d63792d0e,62098cd8326369961ef8bac20e11d8b9bb6ebf66ae95e35ddb3c5bdf56ad56f8,325e6396d1a139b0f61d46e313dd5af118437fc987b5f32d3309a02e2f1ee9c2,7369c8f13bee0af4f374dcee1865cacfb6b8bbe4b9069165f2014cc092fd5d5f,2026-08-21T21:25:59Z
9,A,2,0.821,302.89334640347266,0.3256019807757757,PASS,cbf4d9a9f17933d3dad9dadd8be792b04cd95e7a52ae5ec7e05c771e51f2383a,3359591216e58771d8d5197f4d5285b3ccec73c695629c02aa45d078890bdac8,b785882f24fceaae41f246311a157fdb861881279e0fedb1351a54da62eab479,cde481f4e47f876baad220763ecab9206cbcdbe38e3e137eb6f48b325621269c,e05c2543a785834695e6fdbe8206685a64631eedf4fd199485b58e2cadbd7540,4cd251bd4da3b3b793311fe57fde38c67f9a7d01a8d4d39d8e1868adacf96fe7,2026-08-21T21:30:15Z
9,B,2,0.821,289.1839462378101,0.30972146908908893,PASS,c4ddf91e3fd451ad17e0231d9dbb4bf3e5a3aa00d7be7ccc4bdf7dee6a72dc13,699c715776b45e066585781f9e2ce878c2d33113f930814f9d1b882589955dab,e25e2ff1a6f914b0f2dedd9c668664b9de45fc75c3dc44e7d3821ffab1b52d4a,eecdfe6c062678393d323772f0dc8bda66ebcd184389f66749cf7a2808e891f2,9ec2e626fa2c0e667590ee0ddc42ef2d3587d264842264380a38470c3498e0d2,079d9b0cbf479210bb6b0cb4fe6cece20d08b4674dc8d270fa9a6dd096ebdcc1,2026-08-21T21:34:28Z
9,C,2,0.821,318.92923690791724,0.3476843585985985,PASS,5214f98f694c9e289d3b4941d6b0b21274b6609db98e34f6ecbb24e1a94738e5,61fd58105b7b9a9f9753fe536a9802a15fde671fa013e06e87d20370b277246d,96016806d3cceda21663ce5d6f8cf9560e1151be53c07f7ff6fd267d57caf1eb,b733271e78b1187120584fe7fb36c15af728419391db5501e3a1dc154ff7ac0a,e0e6a2297497092b7fe9944545d62cbcd5b9838dc9e3c2f53fcffcac54a19ffe,f217062ae211ca1adedf9ba7e2c856fa21c34b140fd1588e82c5aa4add282f69,2026-08-21T21:38:40Z
9,D,2,0.821,278.0156192598617,0.2959266503003003,PASS,dccd46d70f2244426cdd5773af1526f0c5a75038efa5f81a46be37506f0b0df1,58ba1f83208a17ed733e7ec243342cba1a27f7083d0130721a8f154e7ae884c3,06c95d90b55f22c75cb64e12e7077e5e4dd2ff3ca1726b2b7039dcc7deb46fc0,6c546ddec3037f95157818b6b3770248ee12dfcc8074b1c421f97102a3ee5ec7,d02a83d5d755ef8fd5bc0053c27a0c1d19764b1981a08202452a5bc1d52c6135,086bf399cdf1c67ae45073646f568a4a0e481cea43ea8ddcdc4e7096691e02ba,2026-08-21T21:42:57Z
10,A,2,0.821,76.98794950353428,0.06420450294294297,PASS,57a74c1e937664d36f4a02e9b179210cb1ca30075017a47df18dcee3f68277df,465e24abc3f7a329473409a33a2689b1cbd4310bf6ca7141862b527f5290ee01,63fa222cdb4d6c816cd2040da64bd8affd88591100873a18451277a3b27c19df,6f7b8104811232d8acbe9f3e9b0f78d7316598fc7518af7439b0e9732103148b,fba84d2b7e403d80ada7a1874175ce8e4b851fc26e9e022b103bd1a13bd7eb9a,6f8719f3f4063f093e1a3684dcc1af88afbbf93f00cd6536919cb6527f71a9ed,2026-08-21T21:47:09Z
