seed,arm,budget_kimg,state_sha256,state_hash_verified,snapshot_sha256,snapshot_hash_verified,ema_canonical_sha256,rng_unchanged_during_export,receipt_status
5,A,256,784e917336376dd6ee95b469d366d362440defc313ae862eed2cdfc2f78055d6,True,61c786bf0058248b524cbcd351f3be7af9ed9dfac04e8bc6d03ef632d9805abc,True,60a891a0cce2fb90a0c31f271f01df9c5a8ff358bef0e2e10352ceb7c324376e,True,PASS
5,A,384,1ce8cac7967b89c816fb4b14bab5294785b7b5013ee8ab3f1625ad59845fdca9,True,582a9e37c86724e83aa4f8e6f783ad977331f63335912498e304433fd0b0fbbc,True,e5e66fe58f290c76df8e424eb20e13a8bfe9b1e09a05ea7add3a7dcb1ecf09ff,True,PASS
5,A,512,253475313a9d329642d5db73e5a767d6d3cf34a68115bac9c66bf58e4406c8c5,True,b627789b278c89fcb1825b171ba61cee73966405b95f2416c9c552841cf74b8b,True,826e7eaa6a118cc54941141fa8f0d7d93b412a21ab95e630681f65fa5e5885ad,True,PASS
5,A,640,1bfca6aca8c5c92c6ec841998c5bd70450babf7142d111e9e719920f93dbd61a,True,ac7a5028f5ef8038d3f530398fe2b386587762d80d830d28dfc3372bff48a32d,True,72bc8ed98277d2d88e27a76ac4fcd337ab05aa99231942c0964575ad16da287a,True,PASS
5,A,768,470538d42fd7cf8674894437f8910bd640990744743b1cb62af88fdfc7c7c5c6,True,4b8b68bdc241d0df1abb1ef464db5a407c014440f72fdaf897097e1bbd68a72d,True,2aec462fe95f5588b5098bfb907165a87ecd6572217fd26e17e8d525f8fb2d3b,True,PASS
5,A,896,1ee7ffde32247da68eb862a7c2482033f94e8169ef838f9b2ddbab32e2cb48f5,True,b63ad321bfaeeaeaa1cfb953d6a4a4ffbda5191dd027ccb758f885fa26dd3e23,True,1bfe9418efd9038b796ad4859f2391222ffec79d78542fd1019d31fc7aceb421,True,PASS
5,A,1024,fb9d76f2c8480279886abf26da136388b1b88d30f58ba01a2b6ee08c4d30d728,True,4bdcb8bf513101e3a14d10c0cd587a1c813d683cc5fd9df000ebdc62ed3d81f8,True,1faa458ef776d29e0cc175a1b7f7263bde5aa479139dd789d473f6174a5db520,True,PASS
5,Bmatch,256,4356ef0a567e23d1a92e2226414a40c647996603742179dd551482284dfd5c49,True,33157c7a3b87097f4f4001b019c208174607951fee489e0bdb824624ffdf58cc,True,da1a0d4afb816db69907a130bef5183e297a8752404782ae1eb7d3d8f1495bb0,True,PASS
5,Bmatch,384,a738b367343458a60ef40d8aa78f7f2c17cb82eccd3e1cf7e6898675d85d5f14,True,2febfd77bea92ea4725da863040c895c2d4a05160ac7ba47bd3bf195d50faa6c,True,da08a0e0466e4fe80fee90a0ff6b86db7cfcd9b987867d56612981dc0b2c7b1b,True,PASS
5,Bmatch,512,ea2a9c3aa01153bd36ae484f1f207f04347b439ab5a2e3e8043e97c76a151436,True,018146783b628ffa67bc2ba0223b167899a2d862b7de784e9ff252339a7588be,True,2c6fd1b2d62e2cfbccf07decffbcb6578474c63adc8f178b002b51e2ee9a853b,True,PASS
5,Bmatch,640,2fb5e707c6cae429e86268d0ac3948084253808dccf4b9f8a9e4510b3f89f0a6,True,3ee1b51b42921630736a47cd954280b820b39e742615b9e81145a716017d22d6,True,245a033a1e725b2deae20019ca4190de1aa58efb42c807db43d71cb65fab50a6,True,PASS
5,Bmatch,768,62b184382ae11e4a67fc54f744b2f3128e1504df397cd9c786d63e2022cb6f82,True,b2fc54cd035deed6a2f049012965c59956cd9d7968d268b2c12b9aac6ae9be83,True,652f3c123cc680619ca4bf4868dc5505a756a01c95baeda24f5d8901eb57de16,True,PASS
5,Bmatch,896,27bc408b45d2a0a111c886645b86fe867320b31b62c348fee8331466b24edfd5,True,8ebc8f22c5dc301a529c3bbecaf27df48634d895bb4f307476e506a27992de6d,True,fa6adac27b777fe0e63e95afec72d7e7ee34b2eed627d5a7c483ca5fcd541873,True,PASS
5,Bmatch,1024,fa2bdbc7121820f35cf13a9490e419472718b899c9144066febc2cfd622b6b42,True,b55ce8b78afc90098548c5bced2ab08d2bb40923c47c2a399734d2b2e0ad86df,True,276572c6810fe0d257483fd2a53f73fab8b323d9af2caf4652e1db9e3a873138,True,PASS
5,Bsame,256,fdd7f211a3be0d51ee2f5d109e87539908eca97849b1e3065d856acb9063648f,True,6b375319f3dc7ebbbbe897a14b82a0100bf62c78f7bb009240c7644e9d136597,True,b3913bae6d20b32d0995d51194b9ec6b7eadfeae9c47cf444019543af384b324,True,PASS
5,Bsame,384,d054b0d76de2cb0efc340471f47578eec91fdec5548b9919f127c0395be3c747,True,d15e74ecafe032a0e796e1e9e951b9437a8374d463ac271271fd968d9c86dbf7,True,9a2dd484af0a61e14edd64ef396f7bad538ab8ea664752f81e56f071e50d0989,True,PASS
5,Bsame,512,d58ba3f1050fc8fe1b7658a8fe235ee5a100f9f212f760ad16d218a9372eff2f,True,08b0650596ae201ef177325e1a79df2a5560f1ff578b25bc6e75772ee7c03639,True,140fd72db217dc8d7a0ddc50904fb2c6673628129e09ca485556344b7c900264,True,PASS
5,Bsame,640,196e7254b2ed16807f7b509d1bb8d79915f7e346e646cad5ddae4b1fb9200c49,True,de233c857e7729723ada50fd5cec5e89b072ecc5e2fc5ba5e06e9527e8f47f6d,True,877c755490e386c17648959acc04b7cb01134fcbeadee235ebb086752a11265e,True,PASS
5,Bsame,768,1b822f94731315db0af2b1a0ef980111af3998336bfa3edaa5fc1f3d57747ade,True,d1fafcb39dd7b57c41414835eeca67b57f73be504954d0b23133036a541f0083,True,f6eb877fb6f767b6062d50bf30dfe72d9b6bf2ea27bab51bee35449d82af06fd,True,PASS
5,Bsame,896,68756048010e8da04f69251ed4277c2211d654370cb093ce304a479c7a716dc5,True,228e690a02e82755f9d63fc41347c30e764c879c6dadf5efe631adabb59df471,True,f3816815e5b9ab31773d42520d516a9940e7cf00dd797e34c08fd33eb3f56f3d,True,PASS
5,Bsame,1024,52dcaad7e2cd8f13e9657225fe43402281f5917c3b24fb6db60f2e432f9a890d,True,cc4c2f6167a6075d50139aecabf606174fa18b2c924254e61f6deae957615d92,True,b39f62fbfd5c778f5d4edc80a399ec6fb1567298162855500d6e071937235b6a,True,PASS
5,Cmatch,256,4cb56b8ebc702c4cc7c56135ab20accfac72e5a4af4607e76e5e32bde4f8a95c,True,b31e77072d27c9ce5ee0af47f420458ea5ba1fcca91b22fbc95d3fe623619c00,True,6c7e6ee62a666a693c0beed1ea6ec7b80cd80c2417e7cd8c67671112f891adca,True,PASS
