eta_scale,setting,g,K,env,error
0.5,trace_matched,1.275,50,2,0.08121681540783757
0.5,trace_matched,1.3,50,1,0.0832231752003586
0.5,trace_matched,1.3,50,2,0.0834706149387223
0.5,trace_matched,1.325,50,1,0.08564255593647054
0.5,trace_matched,1.325,50,2,0.0858996043724381
0.5,trace_matched,1.35,50,1,0.08825679390196324
0.5,trace_matched,1.35,50,2,0.08852362181743596
0.5,trace_matched,1.375,50,1,0.09108889008993869
0.5,trace_matched,1.375,50,2,0.09136566671728308
0.5,trace_matched,1.4,50,1,0.09416566111221827
0.5,trace_matched,1.4,50,2,0.09445255389645084
0.5,trace_matched,1.425,50,1,0.09751856276924958
0.5,trace_matched,1.425,50,2,0.09781573707897182
0.5,trace_matched,1.45,50,1,0.10118473664595719
0.5,trace_matched,1.45,50,2,0.10149235541916155
0.5,trace_matched,0.5,200,1,0.05135289908937387
0.5,trace_matched,0.5,200,2,0.05150003787399222
0.5,trace_matched,0.525,200,1,0.05170859526581131
0.5,trace_matched,0.525,200,2,0.05187108853616442
0.5,trace_matched,0.55,200,1,0.052086846349491914
0.5,trace_matched,0.55,200,2,0.05226543758748628
0.5,trace_matched,0.575,200,1,0.052488522707180255
0.5,trace_matched,0.575,200,2,0.052683954810137164
0.5,trace_matched,0.6,200,1,0.05291456873689099
0.5,trace_matched,0.6,200,2,0.053127584006550155
0.5,trace_matched,0.625,200,1,0.05336600899277419
0.5,trace_matched,0.625,200,2,0.05359734912392407
0.5,trace_matched,0.65,200,1,0.05384395502250088
0.5,trace_matched,0.65,200,2,0.05409436109119164
0.5,trace_matched,0.675,200,1,0.054349613008706804
0.5,trace_matched,0.675,200,2,0.05461982545999568
0.5,trace_matched,0.7,200,1,0.0548842923202566
0.5,trace_matched,0.7,200,2,0.05517505095542949
0.5,trace_matched,0.725,200,1,0.05544941509580388
0.5,trace_matched,0.725,200,2,0.05576145905900868
0.5,trace_matched,0.75,200,1,0.05604652700179724
0.5,trace_matched,0.75,200,2,0.05638059476601618
0.5,trace_matched,0.775,200,1,0.0566773093303613
0.5,trace_matched,0.775,200,2,0.057034138682638874
0.5,trace_matched,0.8,200,1,0.057343592630098444
0.5,trace_matched,0.8,200,2,0.05772392065592941
0.5,trace_matched,0.825,200,1,0.058047372095727835
0.5,trace_matched,0.825,200,2,0.05845193516249651
0.5,trace_matched,0.85,200,1,0.05879082498174601
0.5,trace_matched,0.85,200,2,0.05922035872109025
0.5,trace_matched,0.875,200,1,0.05957633035239889
0.5,trace_matched,0.875,200,2,0.060031569641353984
0.5,trace_matched,0.9,200,1,0.0604064915369193
0.5,trace_matched,0.9,200,2,0.06088817047767346
0.5,trace_matched,0.925,200,1,0.06128416172747906
0.5,trace_matched,0.925,200,2,0.061793013625544534
0.5,trace_matched,0.95,200,1,0.06221247324042395
0.5,trace_matched,0.95,200,2,0.0627492305809967
0.5,trace_matched,0.975,200,1,0.06319487106261096
0.5,trace_matched,0.975,200,2,0.06376026548485161
0.5,trace_matched,1.0,200,1,0.06423515142864218
0.5,trace_matched,1.0,200,2,0.06482991369756559
0.5,trace_matched,1.025,200,1,0.06533750632723413
0.5,trace_matched,1.025,200,2,0.0659623663028386
0.5,trace_matched,1.05,200,1,0.06650657502335615
0.5,trace_matched,1.05,200,2,0.06716226162655595
0.5,trace_matched,1.075,200,1,0.06774750391679334
0.5,trace_matched,1.075,200,2,0.06843474509163541
0.5,trace_matched,1.1,200,1,0.06906601635006933
0.5,trace_matched,1.1,200,2,0.06978553902161581
0.5,trace_matched,1.125,200,1,0.0704684943457322
0.5,trace_matched,1.125,200,2,0.07122102437286583
0.5,trace_matched,1.15,200,1,0.0719620747168206
0.5,trace_matched,1.15,200,2,0.07274833683907911
0.5,trace_matched,1.175,200,1,0.07355476258399062
0.5,trace_matched,1.175,200,2,0.0743754803613463
0.5,trace_matched,1.2,200,1,0.0752555660875433
0.5,trace_matched,1.2,200,2,0.07611146183181021
0.5,trace_matched,1.225,200,1,0.0770746570552396
0.5,trace_matched,1.225,200,2,0.07796645175149161
0.5,trace_matched,1.25,200,1,0.07902356364988083
0.5,trace_matched,1.25,200,2,0.07995197686589181
0.5,trace_matched,1.275,200,1,0.08111540267338932
0.5,trace_matched,1.275,200,2,0.08208115245462727
0.5,trace_matched,1.3,200,1,0.08336516138534406
0.5,trace_matched,1.3,200,2,0.08436896413243757
0.5,trace_matched,1.325,200,1,0.08579004159789044
0.5,trace_matched,1.325,200,2,0.08683261192269333
0.5,trace_matched,1.35,200,1,0.08840988271201163
0.5,trace_matched,1.35,200,2,0.0894919332673513
0.5,trace_matched,1.375,200,1,0.09124768565979134
0.5,trace_matched,1.375,200,2,0.0923699269366244
0.5,trace_matched,1.4,200,1,0.09433026699090596
0.5,trace_matched,1.4,200,2,0.09549340707477946
0.5,trace_matched,1.425,200,1,0.09768908244253253
0.5,trace_matched,1.425,200,2,0.0988938267188064
0.5,trace_matched,1.45,200,1,0.10136127353520061
0.5,trace_matched,1.45,200,2,0.10260832432915033
0.5,trace_matched,0.5,1000,1,0.05146499737686244
0.5,trace_matched,0.5,1000,2,0.05221262073726873
0.5,trace_matched,0.525,1000,1,0.05183216145297626
0.5,trace_matched,0.525,1000,2,0.052656455158816666
0.5,trace_matched,0.55,1000,1,0.05222243541825777
0.5,trace_matched,0.55,1000,2,0.05312709348794221
0.5,trace_matched,0.575,1000,1,0.05263668900803737
0.5,trace_matched,0.575,1000,2,0.05362539994772379
0.5,trace_matched,0.6,1000,1,0.05307586595985191
0.5,trace_matched,0.6,1000,2,0.05415231259958099
0.5,trace_matched,0.625,1000,1,0.05354099013837936
0.5,trace_matched,0.625,1000,2,0.05470884946823685
0.5,trace_matched,0.65,1000,1,0.05403317237287674
0.5,trace_matched,0.65,1000,2,0.05529611537915044
0.5,trace_matched,0.675,1000,1,0.054553618098677786
0.5,trace_matched,0.675,1000,2,0.05591530959997
0.5,trace_matched,0.7,1000,1,0.055103635908513325
0.5,trace_matched,0.7,1000,2,0.056567734391764345
0.5,trace_matched,0.725,1000,1,0.05568464713612958
0.5,trace_matched,0.725,1000,2,0.0572548045924985
0.5,trace_matched,0.75,1000,1,0.05629819661435486
0.5,trace_matched,0.75,1000,2,0.057978058374896876
0.5,trace_matched,0.775,1000,1,0.0569459647730433
0.5,trace_matched,0.775,1000,2,0.058739169344109894
0.5,trace_matched,0.8,1000,1,0.05762978126994143
0.5,trace_matched,0.8,1000,2,0.05953996016822028
0.5,trace_matched,0.825,1000,1,0.05835164038039405
0.5,trace_matched,0.825,1000,2,0.060382417967489936
0.5,trace_matched,0.85,1000,1,0.059113718411073976
0.5,trace_matched,0.85,1000,2,0.06126871172751582
0.5,trace_matched,0.875,1000,1,0.05991839345002516
0.5,trace_matched,0.875,1000,2,0.062201212048564526
0.5,trace_matched,0.9,1000,1,0.06076826782197366
0.5,trace_matched,0.9,1000,2,0.06318251360001884
0.5,trace_matched,0.925,1000,1,0.06166619368635505
0.5,trace_matched,0.925,1000,2,0.06421546071735157
0.5,trace_matched,0.95,1000,1,0.06261530229862705
0.5,trace_matched,0.95,1000,2,0.06530317666217492
0.5,trace_matched,0.975,1000,1,0.06361903755668609
0.5,trace_matched,0.975,1000,2,0.06644909716713095
0.5,trace_matched,1.0,1000,1,0.06468119457818301
0.5,trace_matched,1.0,1000,2,0.06765700901138098
0.5,trace_matched,1.025,1000,1,0.06580596420697651
0.5,trace_matched,1.025,1000,2,0.0689310945248775
0.5,trace_matched,1.05,1000,1,0.06699798453535662
0.5,trace_matched,1.05,1000,2,0.07027598310797556
0.5,trace_matched,1.075,1000,1,0.06826240076269628
0.5,trace_matched,1.075,1000,2,0.07169681108696657
0.5,trace_matched,1.1,1000,1,0.06960493500346321
0.5,trace_matched,1.1,1000,2,0.07319929151836346
0.5,trace_matched,1.125,1000,1,0.07103196802459907
0.5,trace_matched,1.125,1000,2,0.0747897959218213
0.5,trace_matched,1.15,1000,1,0.07255063535607756
0.5,trace_matched,1.15,1000,2,0.07647545038535197
0.5,trace_matched,1.175,1000,1,0.07416894080812973
0.5,trace_matched,1.175,1000,2,0.07826424907613197
0.5,trace_matched,1.2,1000,1,0.07589589118336744
0.5,trace_matched,1.2,1000,2,0.08016518894490535
0.5,trace_matched,1.225,1000,1,0.07774165694469903
0.5,trace_matched,1.225,1000,2,0.08218843038456503
0.5,trace_matched,1.25,1000,1,0.07971776486301256
0.5,trace_matched,1.25,1000,2,0.08434548986652887
0.5,trace_matched,1.275,1000,1,0.08183733032135956
0.5,trace_matched,1.275,1000,2,0.0866494722311569
0.5,trace_matched,1.3,1000,1,0.08411533913359655
0.5,trace_matched,1.3,1000,2,0.08911535248955053
0.5,trace_matched,1.325,1000,1,0.0865689916394036
0.5,trace_matched,1.325,1000,2,0.09176031989787195
0.5,trace_matched,1.35,1000,1,0.08921812574066365
0.5,trace_matched,1.35,1000,2,0.09460420096811001
0.5,trace_matched,1.375,1000,1,0.09208574084383979
0.5,trace_matched,1.375,1000,2,0.0976699833785871
0.5,trace_matched,1.4,1000,1,0.09519865194657852
0.5,trace_matched,1.4,1000,2,0.10098447002059036
0.5,trace_matched,1.425,1000,1,0.09858831320773505
0.5,trace_matched,1.425,1000,2,0.10457910251790194
0.5,trace_matched,1.45,1000,1,0.10229186454334206
0.5,trace_matched,1.45,1000,2,0.10849100775838519
0.5,realistic,0.5,50,1,0.0513317724611595
0.5,realistic,0.5,50,2,3366.7777881735637
0.5,realistic,0.525,50,1,0.0516853728932547
0.5,realistic,0.525,50,2,3075.357578700711
0.5,realistic,0.55,50,1,0.05206137677492457
0.5,realistic,0.55,50,2,2823.0363730267677
0.5,realistic,0.575,50,1,0.05246068965010442
0.5,realistic,0.575,50,2,2603.1868024124556
0.5,realistic,0.6,50,1,0.05288426474193232
0.5,realistic,0.6,50,2,2410.532223999157
0.5,realistic,0.625,50,1,0.053333128620017496
0.5,realistic,0.625,50,2,2240.830393933036
0.5,realistic,0.65,50,1,0.05380839326433472
0.5,realistic,0.65,50,2,2090.6398570026836
0.5,realistic,0.675,50,1,0.054311264960321175
0.5,realistic,0.675,50,2,1957.145558241363
0.5,realistic,0.7,50,1,0.05484305311911079
0.5,realistic,0.7,50,2,1838.0272129874693
0.5,realistic,0.725,50,1,0.05540517991253397
0.5,realistic,0.725,50,2,1731.3588861922558
0.5,realistic,0.75,50,1,0.055999191039856656
0.5,realistic,0.75,50,2,1635.5316114156358
0.5,realistic,0.775,50,1,0.05662676782697077
0.5,realistic,0.775,50,2,1549.1932066612892
0.5,realistic,0.8,50,1,0.05728974085736793
0.5,realistic,0.8,50,2,1471.2010599631194
0.5,realistic,0.825,50,1,0.057990105361797974
0.5,realistic,0.825,50,2,1400.5847924305222
0.5,realistic,0.85,50,1,0.05873003863193084
0.5,realistic,0.85,50,2,1336.5165128427182
0.5,realistic,0.875,50,1,0.05951191977032818
0.5,realistic,0.875,50,2,1278.286957412114
0.5,realistic,0.9,50,1,0.06033835214568044
0.5,realistic,0.9,50,2,1225.286229321348
0.5,realistic,0.925,50,1,0.06121218899075817
0.5,realistic,0.925,50,2,1176.9881615579109
0.5,realistic,0.95,50,1,0.06213656266364656
0.5,realistic,0.95,50,2,1132.937555443521
0.5,realistic,0.975,50,1,0.0631149181940819
0.5,realistic,0.975,50,2,1092.7397183904538
0.5,realistic,1.0,50,1,0.06415105186068495
0.5,realistic,1.0,50,2,1056.0518535186598
0.5,realistic,1.025,50,1,0.06524915569732946
0.5,realistic,1.025,50,2,1022.5759520214788
0.5,realistic,1.05,50,1,0.06641386901528
0.5,realistic,1.05,50,2,992.0529146122818
0.5,realistic,1.075,50,1,0.06765033826175414
0.5,realistic,1.075,50,2,964.2576868611507
0.5,realistic,1.1,50,1,0.06896428682784454
0.5,realistic,1.1,50,2,938.9952390292967
0.5,realistic,1.125,50,1,0.07036209678580405
0.5,realistic,1.125,50,2,916.0972573196788
0.5,realistic,1.15,50,1,0.07185090499951123
0.5,realistic,1.15,50,2,895.419442689688
0.5,realistic,1.175,50,1,0.07343871664159614
0.5,realistic,1.175,50,2,876.839337368845
0.5,realistic,1.2,50,1,0.07513453990546752
0.5,realistic,1.2,50,2,860.2546194534192
0.5,realistic,1.225,50,1,0.07694854667312659
0.5,realistic,1.225,50,2,845.5818236187762
0.5,realistic,1.25,50,1,0.07889226516274672
0.5,realistic,1.25,50,2,832.7554621454108
0.5,realistic,1.275,50,1,0.0809788122327533
0.5,realistic,1.275,50,2,821.7275360873593
0.5,realistic,1.3,50,1,0.0832231752003586
0.5,realistic,1.3,50,2,812.4674425329442
0.5,realistic,1.325,50,1,0.08564255593647054
0.5,realistic,1.325,50,2,804.9623016661834
0.5,realistic,1.35,50,1,0.08825679390196324
0.5,realistic,1.35,50,2,799.2177481374536
0.5,realistic,1.375,50,1,0.09108889008993869
0.5,realistic,1.375,50,2,795.2592569380326
0.5,realistic,1.4,50,1,0.09416566111221827
0.5,realistic,1.4,50,2,793.1341070904782
0.5,realistic,1.425,50,1,0.09751856276924958
0.5,realistic,1.425,50,2,792.9141306504733
0.5,realistic,1.45,50,1,0.10118473664595719
0.5,realistic,1.45,50,2,794.6994551193579
0.5,realistic,0.5,200,1,0.05135289908937387
0.5,realistic,0.5,200,2,3375.572293998369
0.5,realistic,0.525,200,1,0.05170859526581131
0.5,realistic,0.525,200,2,3084.1472223059395
0.5,realistic,0.55,200,1,0.052086846349491914
0.5,realistic,0.55,200,2,2831.8243721006784
0.5,realistic,0.575,200,1,0.052488522707180255
0.5,realistic,0.575,200,2,2611.9738472738154
0.5,realistic,0.6,200,1,0.05291456873689099
0.5,realistic,0.6,200,2,2419.318439136377
0.5,realistic,0.625,200,1,0.05336600899277419
0.5,realistic,0.625,200,2,2249.6157886880205
0.5,realistic,0.65,200,1,0.05384395502250088
0.5,realistic,0.65,200,2,2099.4244195137844
0.5,realistic,0.675,200,1,0.054349613008706804
0.5,realistic,0.675,200,2,1965.9292731334658
0.5,realistic,0.7,200,1,0.0548842923202566
0.5,realistic,0.7,200,2,1846.8100643673931
0.5,realistic,0.725,200,1,0.05544941509580388
0.5,realistic,0.725,200,2,1740.1408581025516
0.5,realistic,0.75,200,1,0.05604652700179724
0.5,realistic,0.75,200,2,1644.3126878958135
0.5,realistic,0.775,200,1,0.0566773093303613
0.5,realistic,0.775,200,2,1557.9733717551953
0.5,realistic,0.8,200,1,0.057343592630098444
0.5,realistic,0.8,200,2,1479.9802977197953
0.5,realistic,0.825,200,1,0.058047372095727835
0.5,realistic,0.825,200,2,1409.363086904371
0.5,realistic,0.85,200,1,0.05879082498174601
0.5,realistic,0.85,200,2,1345.2938480936068
0.5,realistic,0.875,200,1,0.05957633035239889
0.5,realistic,0.875,200,2,1287.0633175054709
0.5,realistic,0.9,200,1,0.0604064915369193
0.5,realistic,0.9,200,2,1234.0615983282592
0.5,realistic,0.925,200,1,0.06128416172747906
0.5,realistic,0.925,200,2,1185.762523555218
0.5,realistic,0.95,200,1,0.06221247324042395
0.5,realistic,0.95,200,2,1141.7108945139166
0.5,realistic,0.975,200,1,0.06319487106261096
0.5,realistic,0.975,200,2,1101.5120186225793
0.5,realistic,1.0,200,1,0.06423515142864218
0.5,realistic,1.0,200,2,1064.8230990072016
0.5,realistic,1.025,200,1,0.06533750632723413
0.5,realistic,1.025,200,2,1031.3461268672647
0.5,realistic,1.05,200,1,0.06650657502335615
0.5,realistic,1.05,200,2,1000.8220029223776
0.5,realistic,1.075,200,1,0.06774750391679334
0.5,realistic,1.075,200,2,973.0256727489569
0.5,realistic,1.1,200,1,0.06906601635006933
0.5,realistic,1.1,200,2,947.7621066146444
0.5,realistic,1.125,200,1,0.0704684943457322
0.5,realistic,1.125,200,2,924.8629907289268
0.5,realistic,1.15,200,1,0.0719620747168206
0.5,realistic,1.15,200,2,904.1840260558183
0.5,realistic,1.175,200,1,0.07355476258399062
0.5,realistic,1.175,200,2,885.6027548315587
0.5,realistic,1.2,200,1,0.0752555660875433
0.5,realistic,1.2,200,2,869.0168551592337
0.5,realistic,1.225,200,1,0.0770746570552396
0.5,realistic,1.225,200,2,854.3428617211198
0.5,realistic,1.25,200,1,0.07902356364988083
0.5,realistic,1.25,200,2,841.5152868047195
0.5,realistic,1.275,200,1,0.08111540267338932
0.5,realistic,1.275,200,2,830.4861314711732
0.5,realistic,1.3,200,1,0.08336516138534406
0.5,realistic,1.3,200,2,821.2247928160018
0.5,realistic,1.325,200,1,0.08579004159789044
0.5,realistic,1.325,200,2,813.7183910305198
0.5,realistic,1.35,200,1,0.08840988271201163
0.5,realistic,1.35,200,2,807.9725607724923
0.5,realistic,1.375,200,1,0.09124768565979134
0.5,realistic,1.375,200,2,804.012777040685
0.5,realistic,1.4,200,1,0.09433026699090596
0.5,realistic,1.4,200,2,801.8863188652359
0.5,realistic,1.425,200,1,0.09768908244253253
0.5,realistic,1.425,200,2,801.6650183095062
0.5,realistic,1.45,200,1,0.10136127353520061
0.5,realistic,1.45,200,2,803.4490028826073
0.5,realistic,0.5,1000,1,0.05146499737686244
0.5,realistic,0.5,1000,2,3422.3834558787667
0.5,realistic,0.525,1000,1,0.05183216145297626
0.5,realistic,0.525,1000,2,3130.9477082669887
0.5,realistic,0.55,1000,1,0.05222243541825777
0.5,realistic,0.55,1000,2,2878.6137738647994
0.5,realistic,0.575,1000,1,0.05263668900803737
0.5,realistic,0.575,1000,2,2658.7517568883595
0.5,realistic,0.6,1000,1,0.05307586595985191
0.5,realistic,0.6,1000,2,2466.084448985866
0.5,realistic,0.625,1000,1,0.05354099013837936
0.5,realistic,0.625,1000,2,2296.3694915063493
0.5,realistic,0.65,1000,1,0.05403317237287674
0.5,realistic,0.65,1000,2,2146.1654083964368
0.5,realistic,0.675,1000,1,0.054553618098677786
0.5,realistic,0.675,1000,2,2012.657141549681
0.5,realistic,0.7,1000,1,0.055103635908513325
0.5,realistic,0.7,1000,2,1893.5244061723288
0.5,realistic,0.725,1000,1,0.05568464713612958
0.5,realistic,0.725,1000,2,1786.8412675494044
0.5,realistic,0.75,1000,1,0.05629819661435486
0.5,realistic,0.75,1000,2,1690.9987596479555
0.5,realistic,0.775,1000,1,0.0569459647730433
0.5,realistic,0.775,1000,2,1604.6447008982525
0.5,realistic,0.8,1000,1,0.05762978126994143
0.5,realistic,0.8,1000,2,1526.6364797737233
0.5,realistic,0.825,1000,1,0.05835164038039405
0.5,realistic,0.825,1000,2,1456.003717835491
0.5,realistic,0.85,1000,1,0.059113718411073976
0.5,realistic,0.85,1000,2,1391.9185243266431
0.5,realistic,0.875,1000,1,0.05991839345002516
0.5,realistic,0.875,1000,2,1333.6716359355325
0.5,realistic,0.9,1000,1,0.06076826782197366
0.5,realistic,0.9,1000,2,1280.6531563328265
0.5,realistic,0.925,1000,1,0.06166619368635505
0.5,realistic,0.925,1000,2,1232.3369190060675
0.5,realistic,0.95,1000,1,0.06261530229862705
0.5,realistic,0.95,1000,2,1188.2677257890607
0.5,realistic,0.975,1000,1,0.06361903755668609
0.5,realistic,0.975,1000,2,1148.0508846181501
0.5,realistic,1.0,1000,1,0.06468119457818301
0.5,realistic,1.0,1000,2,1111.3435991492997
0.5,realistic,1.025,1000,1,0.06580596420697651
0.5,realistic,1.025,1000,2,1077.8478611238186
0.5,realistic,1.05,1000,1,0.06699798453535662
0.5,realistic,1.05,1000,2,1047.304571814927
0.5,realistic,1.075,1000,1,0.06826240076269628
0.5,realistic,1.075,1000,2,1019.4886773644388
0.5,realistic,1.1,1000,1,0.06960493500346321
0.5,realistic,1.1,1000,2,994.2051486171297
0.5,realistic,1.125,1000,1,0.07103196802459907
0.5,realistic,1.125,1000,2,971.28567237135
0.5,realistic,1.15,1000,1,0.07255063535607756
0.5,realistic,1.15,1000,2,950.5859501916391
0.5,realistic,1.175,1000,1,0.07416894080812973
0.5,realistic,1.175,1000,2,931.983524926417
0.5,realistic,1.2,1000,1,0.07589589118336744
0.5,realistic,1.2,1000,2,915.3760753025742
0.5,realistic,1.225,1000,1,0.07774165694469903
0.5,realistic,1.225,1000,2,900.6801366377579
0.5,realistic,1.25,1000,1,0.07971776486301256
0.5,realistic,1.25,1000,2,887.8302218663966
0.5,realistic,1.275,1000,1,0.08183733032135956
0.5,realistic,1.275,1000,2,876.7783327080734
0.5,realistic,1.3,1000,1,0.08411533913359655
0.5,realistic,1.3,1000,2,867.493866928221
0.5,realistic,1.325,1000,1,0.0865689916394036
0.5,realistic,1.325,1000,2,859.9639453995225
0.5,realistic,1.35,1000,1,0.08921812574066365
0.5,realistic,1.35,1000,2,854.1942034724883
0.5,realistic,1.375,1000,1,0.09208574084383979
0.5,realistic,1.375,1000,2,850.2101168500232
0.5,realistic,1.4,1000,1,0.09519865194657852
0.5,realistic,1.4,1000,2,848.0589652777053
0.5,realistic,1.425,1000,1,0.09858831320773505
0.5,realistic,1.425,1000,2,847.8125815456547
0.5,realistic,1.45,1000,1,0.10229186454334206
0.5,realistic,1.45,1000,2,849.5710939009703
1.0,trace_matched,0.5,50,1,0.10991336412676207
1.0,trace_matched,0.5,50,2,0.11005686428539901
1.0,trace_matched,0.525,50,1,0.11154968214246712
1.0,trace_matched,0.525,50,2,0.11170846179972926
1.0,trace_matched,0.55,50,1,0.11331860500779838
1.0,trace_matched,0.55,50,2,0.11349340151263769
1.0,trace_matched,0.575,50,1,0.1152304711455465
1.0,trace_matched,0.575,50,2,0.11542202074334161
1.0,trace_matched,0.6,50,1,0.11729696309823957
1.0,trace_matched,0.6,50,2,0.11750600084387128
1.0,trace_matched,0.625,50,1,0.11953131527519748
1.0,trace_matched,0.625,50,2,0.11975857493317721
1.0,trace_matched,0.65,50,1,0.12194856277867429
1.0,trace_matched,0.65,50,2,0.12219477670776438
1.0,trace_matched,0.675,50,1,0.12456584098741169
1.0,trace_matched,0.675,50,2,0.12483174000657325
1.0,trace_matched,0.7,50,1,0.12740274828479667
1.0,trace_matched,0.7,50,2,0.12768906151652837
1.0,trace_matched,0.725,50,1,0.13048178791034531
1.0,trace_matched,0.725,50,2,0.13078924259648056
1.0,trace_matched,0.75,50,1,0.1338289097188646
1.0,trace_matched,0.75,50,2,0.1341582310025988
1.0,trace_matched,0.775,50,1,0.13747417912556478
1.0,trace_matched,0.775,50,2,0.13782608979178354
1.0,trace_matched,0.8,50,1,0.1414526093834789
1.0,trace_matched,0.8,50,2,0.14182782954720477
1.0,trace_matched,0.825,50,1,0.1458052055871592
1.0,trace_matched,0.825,50,2,0.14620445231691823
1.0,trace_matched,0.85,50,1,0.15058028591821318
1.0,trace_matched,0.85,50,2,0.15100427277703674
1.0,trace_matched,0.875,50,1,0.15583516989895826
1.0,trace_matched,0.875,50,2,0.15628460638014127
1.0,trace_matched,0.9,50,1,0.16163835825825862
1.0,trace_matched,0.9,50,2,0.16211394908522608
1.0,trace_matched,0.925,50,1,0.16807237983641368
1.0,trace_matched,0.925,50,2,0.1685748240851112
1.0,trace_matched,0.95,50,1,0.17523755635113605
1.0,trace_matched,0.95,50,2,0.17576754633772454
1.0,trace_matched,0.975,50,1,0.18325704976382465
1.0,trace_matched,0.975,50,2,0.1838152696177196
1.0,trace_matched,1.0,50,1,0.1922837326108774
1.0,trace_matched,1.0,50,2,0.19287085641948704
1.0,trace_matched,1.025,50,1,0.20250969851792922
1.0,trace_matched,1.025,50,2,0.2031263878784992
1.0,trace_matched,1.05,50,1,0.21417967746078614
1.0,trace_matched,1.05,50,2,0.214826578195925
1.0,trace_matched,1.075,50,1,0.2276103634036338
1.0,trace_matched,1.075,50,2,0.22828810107193193
1.0,trace_matched,1.1,50,1,0.24321893516129206
1.0,trace_matched,1.1,50,2,0.24392810878992036
1.0,trace_matched,1.125,50,1,0.26156631114966805
1.0,trace_matched,1.125,50,2,0.262307484270425
1.0,trace_matched,1.15,50,1,0.28342485458700706
1.0,trace_matched,1.15,50,2,0.28419854205154416
1.0,trace_matched,1.175,50,1,0.3098883305818797
1.0,trace_matched,1.175,50,2,0.31069497852206945
1.0,trace_matched,1.2,50,1,0.3425584480307148
1.0,trace_matched,1.2,50,2,0.34339840218977136
1.0,trace_matched,1.225,50,1,0.3838783900560854
1.0,trace_matched,1.225,50,2,0.38475184332698814
1.0,trace_matched,1.25,50,1,0.4377688867140626
1.0,trace_matched,1.25,50,2,0.4386757870244255
1.0,trace_matched,1.275,50,1,0.5109440269858959
1.0,trace_matched,1.275,50,2,0.5118839031534956
1.0,trace_matched,1.3,50,1,0.6159379318849636
1.0,trace_matched,1.3,50,2,0.6169095307867276
1.0,trace_matched,1.325,50,1,0.7791555615060033
1.0,trace_matched,1.325,50,2,0.780155983349742
1.0,trace_matched,1.35,50,1,1.0673988345698175
1.0,trace_matched,1.35,50,2,1.0684210144948783
1.0,trace_matched,1.375,50,1,1.7129569164821303
1.0,trace_matched,1.375,50,2,1.7139793078770276
1.0,trace_matched,1.4,50,1,4.405512646386224
1.0,trace_matched,1.4,50,2,4.406408365398384
1.0,trace_matched,1.425,50,1,96.62901791640704
1.0,trace_matched,1.425,50,2,96.62420650218817
1.0,trace_matched,1.45,50,1,24016.625569462707
1.0,trace_matched,1.45,50,2,24015.129833723586
1.0,trace_matched,0.5,200,1,0.10999761093912888
1.0,trace_matched,0.5,200,2,0.11059193707195329
1.0,trace_matched,0.525,200,1,0.1116425573572805
1.0,trace_matched,0.525,200,2,0.11229824938454251
1.0,trace_matched,0.55,200,1,0.11342052814334967
1.0,trace_matched,0.55,200,2,0.11414055154244201
1.0,trace_matched,0.575,200,1,0.11534186152288846
1.0,trace_matched,0.575,200,2,0.11612917844468096
1.0,trace_matched,0.6,200,1,0.11741823983205872
1.0,trace_matched,0.6,200,2,0.11827580896593261
1.0,trace_matched,0.625,200,1,0.11966289726466454
1.0,trace_matched,0.625,200,2,0.1205936736906762
1.0,trace_matched,0.65,200,1,0.1220908686983005
1.0,trace_matched,0.65,200,2,0.123097803723914
1.0,trace_matched,0.675,200,1,0.12471928927791195
1.0,trace_matched,0.675,200,2,0.12580533025613794
1.0,trace_matched,0.7,200,1,0.12756775714395965
1.0,trace_matched,0.7,200,2,0.1287358472689657
1.0,trace_matched,0.725,200,1,0.13065877528391087
1.0,trace_matched,0.725,200,2,0.13191185335917177
1.0,trace_matched,0.75,200,1,0.13401829329140905
1.0,trace_matched,0.75,200,2,0.1353592934641704
1.0,trace_matched,0.775,200,1,0.13767637631139404
1.0,trace_matched,0.775,200,2,0.13910822776552131
1.0,trace_matched,0.8,200,1,0.14166803731752972
1.0,trace_matched,0.8,200,2,0.14319366391456176
1.0,trace_matched,0.825,200,1,0.14603428111590933
1.0,trace_matched,0.825,200,2,0.1476566009711192
1.0,trace_matched,0.85,200,1,0.15082342559059952
1.0,trace_matched,0.85,200,2,0.15254535056677945
1.0,trace_matched,0.875,200,1,0.1560927899573049
1.0,trace_matched,0.875,200,2,0.15791722505339764
1.0,trace_matched,0.9,200,1,0.16191087462921352
1.0,trace_matched,0.9,200,2,0.16384071723314414
1.0,trace_matched,0.925,200,1,0.16836020812189562
1.0,trace_matched,0.925,200,2,0.17039834708601984
1.0,trace_matched,0.95,200,1,0.1755411118192907
1.0,trace_matched,0.95,200,2,0.177690426301242
1.0,trace_matched,0.975,200,1,0.1835767473399914
1.0,trace_matched,0.975,200,2,0.18584010532896875
1.0,trace_matched,1.0,200,1,0.19261998686856632
1.0,trace_matched,1.0,200,2,0.19500024328341797
1.0,trace_matched,1.025,200,1,0.20286292366980888
1.0,trace_matched,1.025,200,2,0.2053629178643211
1.0,trace_matched,1.05,200,1,0.21455028734968212
1.0,trace_matched,1.05,200,2,0.21717283978164895
1.0,trace_matched,1.075,200,1,0.22799877149353873
1.0,trace_matched,1.075,200,2,0.23074667918902675
1.0,trace_matched,1.1,200,1,0.24362555452838672
