control,eta_scale,g,K,noise,error
fixed_lr,0.05,0.85,50,0.0,0.00010133479541048672
fixed_lr,0.05,0.85,50,0.01,0.00010191014027524561
fixed_lr,0.05,0.85,50,0.05,0.0001157184170294589
fixed_lr,0.05,0.85,200,0.0,9.877357749325386e-05
fixed_lr,0.05,0.85,200,0.01,0.0001007061287723667
fixed_lr,0.05,0.85,200,0.05,0.00014708735947107518
fixed_lr,0.05,0.85,1000,0.0,9.870721124956277e-05
fixed_lr,0.05,0.85,1000,0.01,0.00010785823653034687
fixed_lr,0.05,0.85,1000,0.05,0.0003274828432691655
fixed_lr,0.05,0.9,50,0.0,0.00010040345139938599
fixed_lr,0.05,0.9,50,0.01,0.00010096671703709754
fixed_lr,0.05,0.9,50,0.05,0.00011448509234217496
fixed_lr,0.05,0.9,200,0.0,9.87714164581389e-05
fixed_lr,0.05,0.9,200,0.01,0.00010069048667366492
fixed_lr,0.05,0.9,200,0.05,0.00014674817184628987
fixed_lr,0.05,0.9,1000,0.0,9.86970563543503e-05
fixed_lr,0.05,0.9,1000,0.01,0.0001078341605226009
fixed_lr,0.05,0.9,1000,0.05,0.0003271246605606169
fixed_lr,0.05,0.95,50,0.0,9.978349904956471e-05
fixed_lr,0.05,0.95,50,0.01,0.00010033617813213828
fixed_lr,0.05,0.95,50,0.05,0.00011360047611390488
fixed_lr,0.05,0.95,200,0.0,9.876916910170175e-05
fixed_lr,0.05,0.95,200,0.01,0.00010067682640439635
fixed_lr,0.05,0.95,200,0.05,0.00014646060166906733
fixed_lr,0.05,0.95,1000,0.0,9.868632902039834e-05
fixed_lr,0.05,0.95,1000,0.01,0.00010781155515527044
fixed_lr,0.05,0.95,1000,0.05,0.00032681698239220205
fixed_lr,0.05,1.0,50,0.0,9.938324847338354e-05
fixed_lr,0.05,1.0,50,0.01,9.992666033205509e-05
fixed_lr,0.05,1.0,50,0.05,0.00011296854494017264
fixed_lr,0.05,1.0,200,0.0,9.876681180397152e-05
fixed_lr,0.05,1.0,200,0.01,0.0001006647212414595
fixed_lr,0.05,1.0,200,0.05,0.0001462145477411709
fixed_lr,0.05,1.0,1000,0.0,9.867502943278583e-05
fixed_lr,0.05,1.0,1000,0.01,0.00010779001748071538
fixed_lr,0.05,1.0,1000,0.05,0.0003265497306310248
fixed_lr,0.05,1.05,50,0.0,9.91325899687053e-05
fixed_lr,0.05,1.05,50,0.01,9.966788713730575e-05
fixed_lr,0.05,1.05,50,0.05,0.00011251501918371674
fixed_lr,0.05,1.05,200,0.0,9.876434048158041e-05
fixed_lr,0.05,1.05,200,0.01,0.00010065385759652752
fixed_lr,0.05,1.05,200,0.05,0.00014600226835525832
fixed_lr,0.05,1.05,1000,0.0,9.866315778643346e-05
fixed_lr,0.05,1.05,1000,0.01,0.00010776923819386119
fixed_lr,0.05,1.05,1000,0.05,0.00032631516797212713
fixed_lr,0.05,1.1,50,0.0,9.898028467200093e-05
fixed_lr,0.05,1.1,50,0.01,9.950846559905238e-05
fixed_lr,0.05,1.1,50,0.05,0.00011218480784828686
fixed_lr,0.05,1.1,200,0.0,9.87617545143595e-05
fixed_lr,0.05,1.1,200,0.01,0.0001006439940313075
fixed_lr,0.05,1.1,200,0.05,0.00014581774243805875
fixed_lr,0.05,1.1,1000,0.0,9.86507142863378e-05
fixed_lr,0.05,1.1,1000,0.01,0.0001077489766827889
fixed_lr,0.05,1.1,1000,0.05,0.0003261072741976145
fixed_lr,0.05,1.15,50,0.0,9.889044347289102e-05
fixed_lr,0.05,1.15,50,0.01,9.941236845577082e-05
fixed_lr,0.05,1.15,50,0.05,0.00011193856804488488
fixed_lr,0.05,1.15,200,0.0,9.875905382535096e-05
fixed_lr,0.05,1.15,200,0.01,0.00010063494082987318
fixed_lr,0.05,1.15,200,0.05,0.00014565622893840594
fixed_lr,0.05,1.15,1000,0.0,9.863769914730399e-05
fixed_lr,0.05,1.15,1000,0.01,0.00010772904353303088
fixed_lr,0.05,1.15,1000,0.05,0.0003259213087904761
fixed_lr,0.05,1.2,50,0.0,9.883892936867102e-05
fixed_lr,0.05,1.2,50,0.01,9.935533753722902e-05
fixed_lr,0.05,1.2,50,0.05,0.00011174913358262064
fixed_lr,0.05,1.2,200,0.0,9.875623841326985e-05
fixed_lr,0.05,1.2,200,0.01,0.0001006265470106818
fixed_lr,0.05,1.2,200,0.05,0.00014551395334856738
fixed_lr,0.05,1.2,1000,0.0,9.862411259415742e-05
fixed_lr,0.05,1.2,1000,0.01,0.00010770928799431291
