layer,gap,mean_grad_l2,scalar_fit_to_g1,cosine_to_g1,direction_residual
model.dec.32x32_block2.conv0,1.3,0.782764197247626,0.7620502093939818,0.9999380188336876,0.011133664758732871
model.dec.32x32_block2.conv1,0.9,0.345487368580431,1.1129105099226342,0.9999899950412162,0.004473233446637686
model.dec.32x32_block2.conv1,1.0,0.31043278764396337,1.0,1.0,0.0
model.dec.32x32_block2.conv1,1.2,0.2577979511720236,0.8304293950378673,0.9999789015820194,0.006495874907796167
model.dec.32x32_block2.conv1,1.3,0.23753150201732465,0.7651279560578331,0.9999549629675527,0.009490628881193
model.dec.32x32_block2.norm0,0.9,6.002390818102919,1.1162852387212552,0.9999851103628865,0.005457018648096552
model.dec.32x32_block2.norm0,1.0,5.377031995476062,1.0,1.0,0.0
model.dec.32x32_block2.norm0,1.2,4.4431249976894245,0.8262752068637588,0.9999512115201565,0.009877984580438497
model.dec.32x32_block2.norm0,1.3,4.083480525673388,0.7593453542666444,0.9998882668442602,0.014948372057891561
model.dec.32x32_block2.norm1,0.9,2.324394750983763,1.1138181945123347,0.9999936789506524,0.00355556728803339
model.dec.32x32_block2.norm1,1.0,2.086857684514237,1.0,1.0,0.0
model.dec.32x32_block2.norm1,1.2,1.7305767163433863,0.8292578864888897,0.9999806287235374,0.006224321463323261
model.dec.32x32_block2.norm1,1.3,1.593453748937083,0.7635326071502501,0.9999561579189604,0.009363879535253071
model.dec.32x32_block2.skip,0.9,12.737292395266884,1.1131007462720912,0.9999921191171622,0.0039701012036451174
model.dec.32x32_block2.skip,1.0,11.442982189003324,1.0,1.0,0.0
model.dec.32x32_block2.skip,1.2,9.495857934983034,0.8298244531666731,0.99997983358653,0.006350781074471244
model.dec.32x32_block2.skip,1.3,8.747368548437517,0.7643962039007154,0.9999546833018772,0.009520049508421339
model.dec.32x32_block3.affine,0.9,3.1915992272859115,1.1123865022129134,0.9999935507074016,0.0035914542463673657
model.dec.32x32_block3.affine,1.0,2.8691274457030063,1.0,1.0,0.0
model.dec.32x32_block3.affine,1.2,2.384797388160503,0.8311764558913856,0.999980624626392,0.006224979663469022
model.dec.32x32_block3.affine,1.3,2.197895508027976,0.7660186908345691,0.999958934247466,0.009062550340379094
model.dec.32x32_block3.conv0,0.9,1.8872693345700209,1.1125238775692794,0.9999936306185548,0.0035691346739810856
model.dec.32x32_block3.conv0,1.0,1.6963746593512692,1.0,1.0,0.0
model.dec.32x32_block3.conv0,1.2,1.4098348397242666,0.8310752010813622,0.9999858645892259,0.005317012482432997
model.dec.32x32_block3.conv0,1.3,1.299460183804864,0.766000797698394,0.9999724181264674,0.00742717889278668
model.dec.32x32_block3.conv1,0.9,0.7002712064912431,1.11280408809233,0.9999950250586702,0.0031543395362159713
model.dec.32x32_block3.conv1,1.0,0.6292821262757388,1.0,1.0,0.0
model.dec.32x32_block3.conv1,1.2,0.5227472605362974,0.8306944548265466,0.9999883543768813,0.0048260864700865325
model.dec.32x32_block3.conv1,1.3,0.48172102006491396,0.7654895908040799,0.9999748760770794,0.00708852697181032
model.dec.32x32_block3.norm0,0.9,11.127955203728938,1.1125317503048116,0.9999946038687463,0.0032851534803208394
model.dec.32x32_block3.norm0,1.0,10.002316925133375,1.0,1.0,0.0
model.dec.32x32_block3.norm0,1.2,8.313274557055767,0.8311196702865492,0.9999816904715102,0.006051340491210519
model.dec.32x32_block3.norm0,1.3,7.662723598365899,0.7660640475095066,0.9999597779795362,0.008968970014267814
model.dec.32x32_block3.norm1,0.9,2.80687136098601,1.1137918843347905,0.9999982219016776,0.0018857872316590132
model.dec.32x32_block3.norm1,1.0,2.520099499350497,1.0,1.0,0.0
model.dec.32x32_block3.norm1,1.2,2.0898834368125083,0.8292815759818044,0.9999945679457658,0.003296070230006757
model.dec.32x32_block3.norm1,1.3,1.9242284328208432,0.7635432659773668,0.9999878234317514,0.00493487469222728
model.dec.32x32_block3.skip,0.9,25.75160727151355,1.1126816728709732,0.9999957304082947,0.0029221850012143623
model.dec.32x32_block3.skip,1.0,23.143633934600533,1.0,1.0,0.0
model.dec.32x32_block3.skip,1.2,19.224358267206263,0.8306441867960431,0.9999878654937943,0.00492634399583072
model.dec.32x32_block3.skip,1.3,17.715624048719953,0.7654425087923721,0.9999716167352808,0.007534303141540597
model.dec.32x32_block4.affine,0.9,7.470456321133998,1.1116891404620641,0.9999985907710109,0.0016788257777968778
model.dec.32x32_block4.affine,1.0,6.719905341924418,1.0,1.0,0.0
model.dec.32x32_block4.affine,1.2,5.591964751919522,0.8321454558458555,0.9999953401131833,0.0030528268733633467
model.dec.32x32_block4.affine,1.3,5.157966695755336,0.7675571731391613,0.9999893082394026,0.00462421959698254
model.dec.32x32_block4.conv0,0.9,4.684359030171534,1.111641459722707,0.9999986223962387,0.0016598812080966265
model.dec.32x32_block4.conv0,1.0,4.213905964023151,1.0,1.0,0.0
model.dec.32x32_block4.conv0,1.2,3.5065250787770577,0.8321281998338839,0.9999956952638674,0.0029341870653317855
model.dec.32x32_block4.conv0,1.3,3.2344425680115085,0.7675566085049289,0.999990354533571,0.0043921338576238065
