gap,mean_grad_l2,scalar_fit_to_g1,cosine_to_g1,direction_residual
0.9,537.6539053941262,1.1103640741239713,0.9999991239366265,0.0013236789562933882
1.0,484.21364388920546,0.9999999999999993,0.9999999999999997,2.2282712094039374e-08
1.2,403.8247576632846,0.8339790372181397,0.9999981944527574,0.0019002871428042427
1.3,373.0664806757064,0.7704555085613536,0.9999962167045945,0.002750741081594945
