batch_index,gap,loss_mean,grad_l2,grad_l2_sq,grad_linf,dot_to_g1,t_mean,t_min,t_max,gap_mean,scalar_fit_to_g1,direction_residual_to_g1
36,1.0,16.317773818969727,540.5905230343399,292238.1135945411,47.78125,292238.1135945411,1.70074462890625,0.0023214800748974085,32.62355422973633,0.029137693345546722,1.0,0.0
36,0.9,16.38732147216797,602.8656911199495,363447.0415295344,53.65625,325888.61630274437,1.70074462890625,0.0023214800748974085,32.62355422973633,0.02622392773628235,1.109149819671605,0.010960547093158246
36,1.2,16.236682891845703,445.0426854957652,198062.9919132826,40.0625,240556.32603625752,1.70074462890625,0.0023214800748974085,32.62355422973633,0.03496523201465607,0.8252568972250803,0.015875293566852845
36,1.3,16.221248626708984,403.3237465325336,162670.04451703944,36.96875,217980.64709831568,1.70074462890625,0.0023214800748974085,32.62355422973633,0.03787900134921074,0.7553912042256966,0.025336406414005603
37,1.0,15.378569602966309,500.34316535096485,250343.28311342295,45.8125,250343.28311342295,3.4061102867126465,0.0038443177472800016,88.39588165283203,0.028158318251371384,1.0,0.0
37,0.9,15.423259735107422,555.9147077694827,309041.1623144293,50.3125,278128.6082681594,3.4061102867126465,0.0038443177472800016,88.39588165283203,0.025342483073472977,1.109149819671605,0.011960979189209778
37,1.2,15.323172569274902,405.21128227574764,164196.1832835556,37.71875,202726.44083264936,3.4061102867126465,0.0038443177472800016,88.39588165283203,0.0337899811565876,0.8252568972250803,0.023337208620202072
37,1.3,15.320104598999023,372.3033088808213,138609.75380360824,35.15625,186240.03489803296,3.4061102867126465,0.0038443177472800016,88.39588165283203,0.03660581260919571,0.7553912042256966,0.0256839409377943
38,1.0,14.257922172546387,429.35825352413815,184348.5098692981,48.4375,184348.5098692981,1.28280770778656,0.0042078085243701935,18.617034912109375,0.02864580973982811,1.0,0.0
38,0.9,14.289440155029297,479.4460714912135,229868.53546835782,53.59375,205825.07024300698,1.28280770778656,0.0042078085243701935,18.617034912109375,0.02578122913837433,1.109149819671605,0.01804487253947452
38,1.2,14.221925735473633,350.21627489373503,122651.43920044419,40.28125,150337.52028251288,1.28280770778656,0.0042078085243701935,18.617034912109375,0.034374967217445374,0.8252568972250803,0.02348478392818676
38,1.3,14.20506477355957,320.0266198543998,102417.03741543255,37.375,137353.3690574083,1.28280770778656,0.0042078085243701935,18.617034912109375,0.03723955154418945,0.7553912042256966,0.03096005735570692
39,1.0,13.858525276184082,594.7913189831683,353776.71313773695,45.90625,353776.71313773695,1.773733377456665,0.0013674682704731822,22.374629974365234,0.026896502822637558,1.0,0.0
39,0.9,13.869447708129883,661.2757050689415,437285.5581144258,50.90625,393306.85709912865,1.773733377456665,0.0013674682704731822,22.374629974365234,0.02420685440301895,1.109149819671605,0.0088079419939506
39,1.2,13.830623626708984,502.39685473357207,252402.59964618593,38.40625,298798.57034029556,1.773733377456665,0.0013674682704731822,22.374629974365234,0.03227580338716507,0.8252568972250803,0.02600541886825254
39,1.3,13.840559005737305,456.9043008995491,208761.54018050575,35.0,271739.7935589052,1.773733377456665,0.0013674682704731822,22.374629974365234,0.034965455532073975,0.7553912042256966,0.021043751491772927
40,1.0,15.845110893249512,488.28080999523513,238418.1494096029,44.40625,238418.1494096029,2.634131908416748,0.0005617834976874292,40.994781494140625,0.028309524059295654,1.0,0.0
40,0.9,15.883249282836914,542.1673540763015,293945.43982609775,49.25,264716.38208319707,2.634131908416748,0.0005617834976874292,40.994781494140625,0.025478573516011238,1.109149819671605,0.010164344052210046
40,1.2,15.790609359741211,404.75849006622997,163829.4352806944,36.9375,197618.09540195088,2.634131908416748,0.0005617834976874292,40.994781494140625,0.033971428871154785,0.8252568972250803,0.014078624230479736
40,1.3,15.776942253112793,369.35665822230965,136424.34097315208,34.0,180322.4905861949,2.634131908416748,0.0005617834976874292,40.994781494140625,0.03680237755179405,0.7553912042256966,0.01743589758364764
41,1.0,15.470022201538086,498.5929479632701,248594.92775870414,46.1875,248594.92775870414,2.570415496826172,0.0007633852655999362,70.68561553955078,0.02895553596317768,1.0,0.0
41,0.9,15.511859893798828,549.9174362709523,302409.1867148169,51.0,274158.31778227125,2.570415496826172,0.0007633852655999362,70.68561553955078,0.026059985160827637,1.109149819671605,0.015070293641902432
41,1.2,15.444784164428711,416.5332787601318,173499.97231466568,38.65625,207651.92069106278,2.570415496826172,0.0007633852655999362,70.68561553955078,0.034746646881103516,0.8252568972250803,0.020501833255937647
41,1.3,15.430505752563477,387.107550142462,149852.25537729874,35.5625,192972.3868182524,2.570415496826172,0.0007633852655999362,70.68561553955078,0.03764219582080841,0.7553912042256966,0.03320062706234398
42,1.0,13.806489944458008,566.9786812876151,321464.825034643,51.125,321464.825034643,2.608988046646118,0.002621772000566125,79.32544708251953,0.026995539665222168,1.0,0.0
42,0.9,13.845549583435059,627.7437168567441,394062.1740531201,56.65625,355903.73085932346,2.608988046646118,0.002621772000566125,79.32544708251953,0.0242959875613451,1.109149819671605,0.008921792682447197
42,1.2,13.743284225463867,468.1264165985452,219142.34191739466,42.5625,265399.5341735324,2.608988046646118,0.002621772000566125,79.32544708251953,0.0323946475982666,0.8252568972250803,0.011706185714040243
42,1.3,13.746770858764648,428.95760469427347,184004.62662504858,39.25,243176.28612097143,2.608988046646118,0.002621772000566125,79.32544708251953,0.03509420156478882,0.7553912042256966,0.016665080735844863
43,1.0,14.630642890930176,448.21645437139927,200897.98996926864,39.5625,200897.98996926864,4.621510982513428,0.005448027979582548,263.35992431640625,0.02773318625986576,1.0,0.0
43,0.9,14.657502174377441,503.18109892549194,253191.21831586573,43.375,225516.3944807885,4.621510982513428,0.005448027979582548,263.35992431640625,0.02495986595749855,1.109149819671605,0.01728719822045326
43,1.2,14.599278450012207,374.4664300962794,140225.10726905172,32.6875,167819.1095933207,4.621510982513428,0.005448027979582548,263.35992431640625,0.03327982500195503,0.8252568972250803,0.020462868806055957
43,1.3,14.59000301361084,344.96079196564483,118997.94799356489,30.265625,154594.67698615417,4.621510982513428,0.005448027979582548,263.35992431640625,0.036053143441677094,0.7553912042256966,0.025039877843578792
44,1.0,15.98151683807373,445.6651812025554,198617.45373630652,45.125,198617.45373630652,2.039557456970215,0.002540350193157792,43.4890251159668,0.027481745928525925,1.0,0.0
44,0.9,16.02231788635254,490.06810765703295,240166.75014254524,49.96875,218379.35821218832,2.039557456970215,0.002540350193157792,43.4890251159668,0.024733571335673332,1.109149819671605,0.017991001266773686
44,1.2,15.933632850646973,376.07957067835474,141435.84348161562,38.1875,167582.20136211126,2.039557456970215,0.002540350193157792,43.4890251159668,0.03297809511423111,0.8252568972250803,0.027545621118592756
44,1.3,15.924318313598633,349.6147050489019,122230.44198643067,34.78125,155768.38167094142,2.039557456970215,0.002540350193157792,43.4890251159668,0.03572626784443855,0.7553912042256966,0.043621332438489646
45,1.0,15.29500961303711,593.3063168500955,352012.38561422593,47.0,352012.38561422593,3.9944334030151367,0.002525811083614826,137.30987548828125,0.028801603242754936,1.0,0.0
45,0.9,15.327317237854004,659.7852397866267,435316.56264029647,52.25,391435.6350231472,3.9944334030151367,0.002525811083614826,137.30987548828125,0.025921445339918137,1.109149819671605,0.010207965726223088
45,1.2,15.220325469970703,494.203535679647,244237.13467826415,39.125,293194.41807992745,3.9944334030151367,0.002525811083614826,137.30987548828125,0.03456193208694458,0.8252568972250803,0.014781983172042027
45,1.3,15.214261054992676,455.5287625482342,207506.45350872556,36.125,270244.6335189011,3.9944334030151367,0.002525811083614826,137.30987548828125,0.037442080676555634,0.7553912042256966,0.020764496564004406
46,1.0,15.99547004699707,521.940876086939,272422.27813040145,47.3125,272422.27813040145,3.2705841064453125,0.00013411986583378166,130.97796630859375,0.028806738555431366,1.0,0.0
46,0.9,16.003637313842773,568.0236728489989,322650.8929168666,53.59375,296445.5194763286,3.2705841064453125,0.00013411986583378166,130.97796630859375,0.02592606469988823,1.109149819671605,0.02384277272041084
46,1.2,15.952615737915039,435.75448753453145,189881.9734064821,39.78125,227420.32890022284,3.2705841064453125,0.00013411986583378166,130.97796630859375,0.03456808254122734,0.8252568972250803,0.01693995414270748
46,1.3,15.9577054977417,401.4556659050205,161166.65168724343,36.6875,209514.10645967384,3.2705841064453125,0.00013411986583378166,130.97796630859375,0.03744875639677048,0.7553912042256966,0.0229519028780648
47,1.0,16.82330894470215,605.3000403867516,366388.13889220305,50.28125,366388.13889220305,1.3253227472305298,0.0026474841870367527,26.912839889526367,0.030186248943209648,1.0,0.0
47,0.9,16.8770751953125,673.4180701331477,453491.89718185295,55.75,407608.1321742376,1.3253227472305298,0.0026474841870367527,26.912839889526367,0.027167625725269318,1.109149819671605,0.008200195521151662
47,1.2,16.775463104248047,510.3022122626493,260408.34784015393,42.0,308871.0410454797,1.3253227472305298,0.0026474841870367527,26.912839889526367,0.03622350096702576,0.8252568972250803,0.023243629751741924
47,1.3,16.748048782348633,468.58602309748557,219572.86104231726,39.0,283611.6641173146,1.3253227472305298,0.0026474841870367527,26.912839889526367,0.03924212232232094,0.7553912042256966,0.02734914859947234
48,1.0,14.672952651977539,676.3558252102965,457457.2022959012,50.4375,457457.2022959012,1.3037145137786865,0.004663348663598299,13.945749282836914,0.028777480125427246,1.0,0.0
48,0.9,14.692024230957031,754.4519369119803,569197.7251102387,56.78125,510253.88176508114,1.3037145137786865,0.004663348663598299,13.945749282836914,0.025899730622768402,1.109149819671605,0.0112209828360697
48,1.2,14.6342191696167,556.3757676790128,309553.9948604108,41.78125,376279.93286988395,1.3037145137786865,0.004663348663598299,13.945749282836914,0.03453297168016434,0.8252568972250803,0.012648101741720872
48,1.3,14.634625434875488,510.6345005442939,260747.59314612052,38.96875,345329.26163730794,1.3037145137786865,0.004663348663598299,13.945749282836914,0.03741072118282318,0.7553912042256966,0.015489487923164222
49,1.0,16.795854568481445,499.11992688416876,249120.70141285798,51.59375,249120.70141285798,1.6198333501815796,0.0006128777749836445,25.92557716369629,0.029462147504091263,1.0,0.0
49,0.9,16.882770538330078,551.1285159071097,303742.6410459732,57.59375,275054.3797385016,1.6198333501815796,0.0006128777749836445,25.92557716369629,0.026515930891036987,1.109149819671605,0.014196381436429149
49,1.2,16.682039260864258,412.5299637311516,170180.97097602527,43.0625,205887.4284304953,1.6198333501815796,0.0006128777749836445,25.92557716369629,0.03535457327961922,0.8252568972250803,0.011954721469817301
49,1.3,16.64574432373047,382.88597100876916,146601.66679532803,39.90625,191085.8757569453,1.6198333501815796,0.0006128777749836445,25.92557716369629,0.03830078989267349,0.7553912042256966,0.02101006519821456
50,1.0,15.291465759277344,495.3672751999581,245388.73733903104,61.21875,245388.73733903104,3.834298610687256,0.0026113002095371485,208.5019073486328,0.028724126517772675,1.0,0.0
50,0.9,15.354747772216797,539.4957707879092,291055.68669804034,68.9375,267202.64542705874,3.834298610687256,0.0026113002095371485,208.5019073486328,0.025851715356111526,1.109149819671605,0.02625608662233856
50,1.2,15.22774600982666,400.39695040444514,160317.7178931797,50.96875,198301.13140284264,3.834298610687256,0.0026113002095371485,208.5019073486328,0.03446895256638527,0.8252568972250803,0.029625499327852113
50,1.3,15.197132110595703,366.562111707173,134367.781739222,47.25,181515.5244558705,3.834298610687256,0.0026113002095371485,208.5019073486328,0.037341367453336716,0.7553912042256966,0.03451051161520515
51,1.0,14.533756256103516,661.745705605704,437907.37888759095,52.125,437907.37888759095,4.718761920928955,0.0076384698040783405,310.4026184082031,0.028723392635583878,1.0,0.0
51,0.9,14.545799255371094,733.0158694023752,537312.2647957199,58.0625,485047.56074885593,4.718761920928955,0.0076384698040783405,310.4026184082031,0.0258510522544384,1.109149819671605,0.009735577027955362
51,1.2,14.501710891723633,535.003988844112,286229.2680791107,43.5,353989.2915065569,4.718761920928955,0.0076384698040783405,310.4026184082031,0.034468069672584534,0.8252568972250803,0.026527268247317323
51,1.3,14.501766204833984,490.35852127964165,240451.47939155676,39.96875,324421.9316129699,4.718761920928955,0.0076384698040783405,310.4026184082031,0.03734041005373001,0.7553912042256966,0.028654703990330606
52,1.0,15.23935317993164,473.78601347707644,224473.18656650043,52.875,224473.18656650043,1.5654668807983398,0.002752294298261404,17.171855926513672,0.028465334326028824,1.0,0.0
52,0.9,15.281352996826172,528.3194562506636,279121.4478529969,59.09375,250297.82277482087,1.5654668807983398,0.002752294298261404,17.171855926513672,0.02561880275607109,1.109149819671605,0.011322408883453506
52,1.2,15.210129737854004,396.7577802821713,157416.73621443575,44.25,187964.40933086784,1.5654668807983398,0.002752294298261404,17.171855926513672,0.03415840119123459,0.8252568972250803,0.018880180013205006
52,1.3,15.185503005981445,365.15528228103267,133338.38017774065,40.8125,172988.7684928373,1.5654668807983398,0.002752294298261404,17.171855926513672,0.03700493276119232,0.7553912042256966,0.024179313253863896
53,1.0,15.6974515914917,676.0638977955758,457062.39390254684,52.625,457062.39390254684,1.7552688121795654,0.0002427830477245152,41.885616302490234,0.029617425054311752,1.0,0.0
53,0.9,15.740489959716797,757.1983244727662,573349.3025843645,58.625,511896.5072614294,1.7552688121795654,0.0002427830477245152,41.885616302490234,0.026655685156583786,1.109149819671605,0.01278457811753498
53,1.2,15.64892864227295,552.449087882845,305199.99470258737,43.59375,373463.49927236594,1.7552688121795654,0.0002427830477245152,41.885616302490234,0.03554090857505798,0.8252568972250803,0.01569692117443141
53,1.3,15.612247467041016,505.16372449407083,255190.38854472153,40.3125,341477.228716181,1.7552688121795654,0.0002427830477245152,41.885616302490234,0.03850265219807625,0.7553912042256966,0.019761356173623533
54,1.0,16.45575714111328,604.2132901719885,365073.7000204596,54.28125,365073.7000204596,1.0665903091430664,0.0036468496546149254,14.461165428161621,0.03027564287185669,1.0,0.0
54,0.9,16.48202896118164,657.5742766244296,432403.9292781418,59.8125,397268.22838240914,1.0665903091430664,0.0036468496546149254,14.461165428161621,0.027248075231909752,1.109149819671605,0.024638393182114974
54,1.2,16.415788650512695,499.7204787867716,249720.55691888026,45.21875,301907.08669226215,1.0665903091430664,0.0036468496546149254,14.461165428161621,0.03633076697587967,0.8252568972250803,0.014403114263428971
54,1.3,16.400028228759766,455.52785794423977,207505.6293632675,41.65625,275187.7616333349,1.0665903091430664,0.0036468496546149254,14.461165428161621,0.03935833275318146,0.7553912042256966,0.018839274384190044
55,1.0,16.110136032104492,514.0043642684611,264200.4864870249,42.78125,264200.4864870249,3.6161324977874756,0.0015980920288711786,173.78604125976562,0.029230128973722458,1.0,0.0
55,0.9,16.139944076538086,577.2373175520598,333202.92077469756,47.28125,296684.57090953656,3.6161324977874756,0.0015980920288711786,173.78604125976562,0.026307113468647003,1.109149819671605,0.01648980318707234
55,1.2,16.060283660888672,420.0418998791046,176435.19765404775,36.0,215864.36510085847,3.6161324977874756,0.0015980920288711786,173.78604125976562,0.03507615253329277,0.8252568972250803,0.021498829466084408
55,1.3,16.035140991210938,378.908691082594,143571.79617792464,33.0,194682.30746830933,3.6161324977874756,0.0015980920288711786,173.78604125976562,0.037999168038368225,0.7553912042256966,0.037895743583729685
56,1.0,14.796272277832031,629.0266343337273,395674.5067012166,47.1875,395674.5067012166,3.0190491676330566,0.0013355979463085532,103.37112426757812,0.02825113758444786,1.0,0.0
56,0.9,14.846170425415039,698.4408243331948,487819.58509523264,52.65625,439321.48224451824,3.0190491676330566,0.0013355979463085532,103.37112426757812,0.025426022708415985,1.109149819671605,0.008703053244020903
56,1.2,14.746947288513184,521.9697891299022,272452.46076431463,39.25,328307.59709729004,3.0190491676330566,0.0013355979463085532,103.37112426757812,0.033901359885931015,0.8252568972250803,0.013539959345371706
56,1.3,14.727241516113281,478.09126176912355,228571.25457999262,36.65625,300698.43455007137,3.0190491676330566,0.0013355979463085532,103.37112426757812,0.03672647848725319,0.7553912042256966,0.016134595815494018
57,1.0,15.293874740600586,508.72620606860625,258802.352740958,49.0625,258802.352740958,3.0753722190856934,0.007039657328277826,80.49039459228516,0.028482183814048767,1.0,0.0
57,0.9,15.293254852294922,572.7916510977574,328090.27556729503,54.53125,291370.569124607,3.0753722190856934,0.007039657328277826,80.49039459228516,0.02563396841287613,1.109149819671605,0.01953069488297988
57,1.2,15.251623153686523,408.487295137349,166861.8702886277,41.15625,207759.00932340222,3.0753722190856934,0.007039657328277826,80.49039459228516,0.03417862206697464,0.8252568972250803,0.03546127533369019
57,1.3,15.244053840637207,373.57248763968556,139556.40352130303,38.09375,189964.04976026557,3.0753722190856934,0.007039657328277826,80.49039459228516,0.03702683746814728,0.7553912042256966,0.04136492297068804
58,1.0,16.29055404663086,480.80201663954665,231170.5792046549,49.0625,231170.5792046549,1.5171626806259155,0.0007915159221738577,32.51322555541992,0.028991656377911568,1.0,0.0
58,0.9,16.351322174072266,542.7188304702945,294543.72894704423,54.71875,260917.01449672863,1.5171626806259155,0.0007915159221738577,32.51322555541992,0.026092488318681717,1.109149819671605,0.021858877417248873
58,1.2,16.248327255249023,392.8315511905636,154316.62761078437,40.71875,188856.69572706753,1.5171626806259155,0.0007915159221738577,32.51322555541992,0.03478998690843582,0.8252568972250803,0.016986280046580707
58,1.3,16.23678970336914,364.7052418187347,133009.91341006174,37.84375,175328.73822699685,1.5171626806259155,0.0007915159221738577,32.51322555541992,0.037689149379730225,0.7553912042256966,0.016438269546241342
59,1.0,15.169740676879883,614.9072308078189,378110.90249974024,47.375,378110.90249974024,2.013091564178467,0.0008831514278426766,33.7580680847168,0.02864024043083191,1.0,0.0
59,0.9,15.194461822509766,683.350810586928,466968.3303298116,52.875,420184.83790850197,2.013091564178467,0.0008831514278426766,33.7580680847168,0.0257762148976326,1.109149819671605,0.007951616471325022
59,1.2,15.149425506591797,507.3136880342147,257367.17806687648,39.71875,311928.0135675897,2.013091564178467,0.0008831514278426766,33.7580680847168,0.03436829149723053,0.8252568972250803,0.012106331712969315
59,1.3,15.136244773864746,460.99089291231866,212512.60334809683,36.625,283430.1919866583,2.013091564178467,0.0008831514278426766,33.7580680847168,0.03723230957984924,0.7553912042256966,0.017800647839398154
60,1.0,15.531699180603027,561.426039559385,315199.1978953361,47.375,315199.1978953361,1.9258694648742676,0.00438751932233572,38.89763259887695,0.028176821768283844,1.0,0.0
60,0.9,15.567203521728516,617.2243813395348,380965.9369199715,52.59375,346509.9926218586,1.9258694648742676,0.00438751932233572,38.89763259887695,0.02535913698375225,1.109149819671605,0.0130819717919259
60,1.2,15.480172157287598,461.2765247420202,212776.03227807555,39.6875,258953.39669150097,1.9258694648742676,0.00438751932233572,38.89763259887695,0.033812183886766434,0.8252568972250803,0.01300025448221438
60,1.3,15.471979141235352,416.91862511188396,173821.13996518363,36.28125,234019.69315810173,1.9258694648742676,0.00438751932233572,38.89763259887695,0.03662986680865288,0.7553912042256966,0.026920371101185496
61,1.0,16.67768669128418,477.11062642862976,227634.5498511195,49.375,227634.5498511195,1.8676512241363525,0.002820422174409032,46.75271987915039,0.03012857586145401,1.0,0.0
61,0.9,16.761070251464844,531.6314752086193,282632.02543249284,54.5625,253630.42803121885,1.8676512241363525,0.002820422174409032,46.75271987915039,0.0271157156676054,1.109149819671605,0.012305016888824433
61,1.2,16.575233459472656,402.53757489927943,162036.49920579302,41.09375,192027.54357119865,1.8676512241363525,0.002820422174409032,46.75271987915039,0.03615429252386093,0.8252568972250803,0.027513446989231714
61,1.3,16.544795989990234,364.56640232700244,132908.6617056538,37.9375,173911.89976011985,1.8676512241363525,0.002820422174409032,46.75271987915039,0.0391671396791935,0.7553912042256966,0.020801510751825486
62,1.0,13.661331176757812,485.283345073673,235499.92500589357,39.21875,235499.92500589357,15.186430931091309,0.0017136140959337354,1453.5533447265625,0.02668246440589428,1.0,0.0
62,0.9,13.68392562866211,540.0363938168153,291639.30664667045,43.0,262056.49854276614,15.186430931091309,0.0017136140959337354,1453.5533447265625,0.024014215916395187,1.109149819671605,0.010894644640921165
62,1.2,13.632126808166504,392.9001176738899,154370.50246815654,32.3125,190639.2103329259,15.186430931091309,0.0017136140959337354,1453.5533447265625,0.032018959522247314,0.8252568972250803,0.026059404139567567
62,1.3,13.631231307983398,360.37137008752615,129867.52437876073,30.109375,174836.0951080206,15.186430931091309,0.0017136140959337354,1453.5533447265625,0.03468720242381096,0.7553912042256966,0.028867449067209613
63,1.0,17.07965850830078,544.0333945230723,295972.3343562968,51.96875,295972.3343562968,1.6706207990646362,0.002771388739347458,82.92833709716797,0.030504517257213593,1.0,0.0
63,0.9,17.132020950317383,603.6748601942575,364423.3368305563,57.28125,328407.8984222708,1.6706207990646362,0.002771388739347458,82.92833709716797,0.027454063296318054,1.109149819671605,0.00833594033813923
63,1.2,17.02147674560547,454.00513303851574,206120.66082532037,43.0625,246979.69616568333,1.6706207990646362,0.002771388739347458,82.92833709716797,0.03660542145371437,0.8252568972250803,0.015404450937514589
63,1.3,16.99812126159668,420.7328872897825,177016.16244719687,39.78125,228870.90103169653,1.6706207990646362,0.002771388739347458,82.92833709716797,0.03965587168931961,0.7553912042256966,0.02694743899272444
