batch_index,gap,loss_mean,grad_l2,grad_l2_sq,grad_linf,dot_to_g1,t_mean,t_min,t_max,gap_mean,scalar_fit_to_g1,direction_residual_to_g1
10,1.3,15.893046379089355,503.10104655758465,253110.66304733697,41.84375,338496.3270574918,1.1828057765960693,0.0012538867304101586,12.549593925476074,0.03902468830347061,0.7553912042256966,0.024444207071594812
11,1.0,15.009775161743164,640.4771496201603,410210.97918556514,52.40625,410210.97918556514,1.7793470621109009,0.00191486778203398,50.6554069519043,0.029430214315652847,1.0,0.0
11,0.9,15.07070541381836,709.7690584164588,503772.11628538655,58.0625,454571.13730505656,1.7793470621109009,0.00191486778203398,50.6554069519043,0.026487190276384354,1.109149819671605,0.009360285533013796
11,1.2,14.943914413452148,527.5397522017929,278298.19015312905,43.75,337849.45031457604,1.7793470621109009,0.00191486778203398,50.6554069519043,0.03531625494360924,0.8252568972250803,0.012963290010810863
11,1.3,14.915411949157715,474.15216404731575,224820.27467075264,40.03125,303611.6581735682,1.7793470621109009,0.00191486778203398,50.6554069519043,0.03825927898287773,0.7553912042256966,0.029976238938040706
12,1.0,16.332530975341797,461.1615402739325,212669.96622782585,49.0625,212669.96622782585,2.673339605331421,0.002683454193174839,117.69442749023438,0.030484192073345184,1.0,0.0
12,0.9,16.345932006835938,505.88352023800815,255918.1360483992,54.90625,233269.16434064813,2.673339605331421,0.002683454193174839,117.69442749023438,0.027435775846242905,1.109149819671605,0.018401594979586912
12,1.2,16.267528533935547,380.54069079983793,144811.21735441784,41.15625,175472.69514460495,2.673339605331421,0.002683454193174839,117.69442749023438,0.03658103197813034,0.8252568972250803,0.014337968030819003
12,1.3,16.252857208251953,348.3032078143668,121315.12457377798,38.125,160592.69326159282,2.673339605331421,0.002683454193174839,117.69442749023438,0.03962944820523262,0.7553912042256966,0.01975965797744129
13,1.0,16.99551773071289,590.5330833500761,348729.3225309479,49.25,348729.3225309479,0.8542121648788452,0.0023545068688690662,8.857654571533203,0.03033532202243805,1.0,0.0
13,0.9,17.085403442382812,658.781451327692,433993.00061342027,54.6875,388972.3861436541,0.8542121648788452,0.0023545068688690662,8.857654571533203,0.027301788330078125,1.109149819671605,0.0184139301813613
13,1.2,16.893409729003906,482.2513293967646,232566.3447049468,41.3125,284730.12869222346,0.8542121648788452,0.0023545068688690662,8.857654571533203,0.0364023894071579,0.8252568972250803,0.02243690302955394
13,1.3,16.878559112548828,442.6135217999951,195906.72968019475,38.34375,261292.50470821565,0.8542121648788452,0.0023545068688690662,8.857654571533203,0.039435915648937225,0.7553912042256966,0.026836955598523813
14,1.0,14.465060234069824,448.1902683039914,200874.5166024038,53.6875,200874.5166024038,2.4142794609069824,0.002181067829951644,31.987140655517578,0.027091793715953827,1.0,0.0
