gap,mean_grad_l2,mean_grad_l2_sq,scalar_fit_to_g1,cosine_to_g1,direction_residual,gradient_variance_trace,normalized_noise_scale
0.9,591.0043094267309,349286.093760967,1.109149819671605,0.9999884526857198,0.004805673232774647,14286.394421088044,0.04090169828193876
1.0,532.8382824686482,283916.635264139,1.0,1.0,0.0,11594.193103281956,0.04083661069206253
1.2,439.7453539746246,193375.9763422679,0.8252568972250803,0.9999615999085506,0.008763487224366451,8040.804614022578,0.04158119724132986
1.3,402.5379813262254,162036.8264101926,0.7553912042256966,0.9999090036806946,0.01349015783009508,6667.407866255671,0.041147484889498376
