layer,gap,mean_grad_l2,scalar_fit_to_g1,cosine_to_g1,direction_residual,gradient_variance_trace,normalized_noise_scale
model.dec.16x16_block2.affine,1.3,0.20989233602104496,0.7418334210985823,0.9984840782898452,0.055041306322417084,0.03764121444982296,0.8544181489796774
model.dec.16x16_block2.conv0,0.9,0.22488034186016784,1.1231927772451478,0.9994427164545111,0.03338048121323935,0.3936915913538557,7.784902064078481
model.dec.16x16_block2.conv0,1.0,0.20010369038982015,1.0,1.0,0.0,0.3178768226340488,7.938686776726974
model.dec.16x16_block2.conv0,1.2,0.16254367834245598,0.8113646572498595,0.9988519013671242,0.04790489677768602,0.2191899412306478,8.296223684956827
model.dec.16x16_block2.conv0,1.3,0.14840400897998246,0.7402434635949031,0.9981229608983309,0.06124177436643142,0.18598493115518666,8.444744067532477
model.dec.16x16_block2.conv1,0.9,0.11815026741186652,1.1205748270167801,0.9994090538310386,0.034373581724173645,0.09684778068151623,6.937775705762114
model.dec.16x16_block2.conv1,1.0,0.10537488806377542,1.0,1.0,0.0,0.07822923512352654,7.045224414232991
model.dec.16x16_block2.conv1,1.2,0.0860520824206099,0.8156257181345503,0.9987726773452268,0.04952917310683997,0.05394085850857862,7.284421797455401
model.dec.16x16_block2.conv1,1.3,0.07872125407468665,0.745523679115301,0.9979449026705761,0.06407785291201756,0.04577898306367969,7.387238709409015
model.dec.16x16_block2.norm0,0.9,0.7581723410596242,1.1204937978199996,0.9997098106668468,0.024089301701324038,1.0045515533919995,1.7475771431429017
model.dec.16x16_block2.norm0,1.0,0.6764449111705991,1.0,1.0,0.0,0.8120527659687095,1.7746772499909975
model.dec.16x16_block2.norm0,1.2,0.5512185952550098,0.8142486968198492,0.9992304180817148,0.03922462976551229,0.5608666573184251,1.8459158658967467
model.dec.16x16_block2.norm0,1.3,0.5037530088124382,0.7436827976738452,0.9986251897482774,0.05241879815693146,0.47449796296466684,1.8698167508465984
model.dec.16x16_block2.norm1,0.9,0.8031023409493541,1.1247428419892245,0.9997702727990588,0.021433656414528664,0.4446069143932442,0.6893415062498162
model.dec.16x16_block2.norm1,1.0,0.7138679318700573,1.0,1.0,0.0,0.3594148218320917,0.7052778370131914
model.dec.16x16_block2.norm1,1.2,0.5793755747917501,0.8110507858838893,0.9993226714271234,0.03679943439453504,0.2468510718486317,0.7353848061161733
model.dec.16x16_block2.norm1,1.3,0.529839451784439,0.7412779153096575,0.9987450548668149,0.050083084760054845,0.2093275415578545,0.7456547479160341
model.dec.16x16_block2.skip,0.9,2.6506803815299644,1.1208598004478512,0.9995450590758183,0.030160816917301745,31.106675184987154,4.4272991380465685
model.dec.16x16_block2.skip,1.0,2.3637875829687673,1.0,1.0,0.0,25.127807340567703,4.4971533778540005
model.dec.16x16_block2.skip,1.2,1.9264466560719673,0.8141919924999886,0.9990294389714859,0.044047475163943625,17.30721819715314,4.663514092364878
model.dec.16x16_block2.skip,1.3,1.7611631621426416,0.7438096537812345,0.99832205300123,0.057905772522343565,14.68945007556942,4.7359417472258265
model.dec.16x16_block3.affine,0.9,0.5911321601289546,1.1132312052830047,0.9997795928927706,0.020994419143323867,0.1705901588401756,0.48818541309848784
model.dec.16x16_block3.affine,1.0,0.5308887027194915,1.0,1.0,0.0,0.1394437085214288,0.4947570108612968
model.dec.16x16_block3.affine,1.2,0.43597656981632427,0.8207253465312309,0.9993973178249815,0.03471312610861788,0.09647806420151112,0.5075774045630121
model.dec.16x16_block3.affine,1.3,0.3991260907721775,0.750964489088166,0.998878731854163,0.04734214876216628,0.08232228723576127,0.5167698783871986
model.dec.16x16_block3.conv0,0.9,0.34572838344683626,1.120187495921646,0.9996260404016656,0.02734555449954453,0.42304059561554197,3.5392559749489236
model.dec.16x16_block3.conv0,1.0,0.3085189722771226,1.0,1.0,0.0,0.3417402647100791,3.5903137267670773
model.dec.16x16_block3.conv0,1.2,0.25128336305420496,0.8137440655566532,0.9990931343432804,0.042578268026305675,0.23507960274144274,3.72295233950755
model.dec.16x16_block3.conv0,1.3,0.22976544079521793,0.7435460403499601,0.9984010624728732,0.05652714792945083,0.19944080722989727,3.777849127641073
model.dec.16x16_block3.conv1,0.9,0.19947739290897706,1.121698434382613,0.9996165080476905,0.02769181898216875,0.10200764461814266,2.5635710154178373
model.dec.16x16_block3.conv1,1.0,0.17776693701447463,1.0,1.0,0.0,0.08237350495579798,2.6066670759830055
model.dec.16x16_block3.conv1,1.2,0.14465745991667292,0.8128876181105227,0.9989428964931265,0.045968353743880586,0.05675468665873799,2.7121896882372143
model.dec.16x16_block3.conv1,1.3,0.13220303427731675,0.7422528222084964,0.9980709702741922,0.06208331737216277,0.04813306842032433,2.7539794939663813
model.dec.16x16_block3.norm0,0.9,1.5546080582295827,1.117983139622832,0.9998504763559487,0.017292337342951183,1.4177758048849385,0.5866319758093146
