layer,update_1_l2,update_1p3_l2,update_cosine,s_K_star_layer,c_K_star_layer,R_opt_layer,layer_residual_with_global_c_star,support_atol,support_coordinate_count,coordinate_count,support_coordinate_coverage,support_energy_coverage,h_update_weighted_mean,h_update_weighted_std,h_update_p05,h_update_p50,h_update_p95,h_moment_coordinate_count,h_moment_weighted_mean,h_moment_weighted_std,h_moment_p50,h_update_minus_moment_weighted_rmse,h_update_minus_moment_eps_weighted_rmse,off_support_candidate_energy_exact,predicted_1_l2,predicted_1p3_l2,s_K_star_predicted_layer,c_K_star_predicted_layer,R_pred_layer,predicted_layer_residual_with_global_c_star,predicted_off_support_candidate_energy_exact
model.dec.16x16_block0.affine,0.004891734268165957,0.004681468116414354,0.9933496668562123,0.9506515560547228,1.0379655451661067,0.11018758322015065,0.11539738472368413,0.0,131210,131328,0.9991014863547758,1.0,0.9506515560547225,0.11015409419605475,0.327713397399661,0.9550923405064229,1.6,131210,0.9506515361015302,0.11017984651003584,0.955068434595711,0.0018970026443007283,0.0018970031207286627,2.1191589841581516e-08,0.0048917356481087484,0.004681466875375967,0.9506514360714731,1.0379665500978843,0.11018407006179975,0.11539377167850115,0.0
model.dec.16x16_block0.conv0,0.01369161953188409,0.013058364574028385,0.9937746324068086,0.9478112815046497,1.04196693929143,0.10625625384626732,0.11200548832581593,0.0,1178379,1179904,0.9987075219678889,1.0000000000000002,0.9478112815046495,0.1061933096414296,0.30223299390895997,0.9506172839506173,1.5964048423638126,1178379,0.9478138603143516,0.10625191320114816,0.9506011713479002,0.002809470235355497,0.002809470212522489,3.0085686220024495e-07,0.01369159945353669,0.013058363013834421,0.947813773355449,1.041966871636178,0.10624555716446266,0.11199405974315768,0.0
model.dec.16x16_block0.conv1,0.009573518067407744,0.009149815749730143,0.9938481575510756,0.9498626796098377,1.039870479671215,0.10584965099698496,0.11116342238534123,0.0,589196,590080,0.9985018980477224,1.0,0.9498626796098377,0.10578429134876657,0.3027027027027027,0.9512195121951219,1.5952380952380953,589196,0.9498668935634571,0.10584021535290201,0.9512245705092408,0.003138611051802683,0.003138611023596039,1.5215170840384855e-07,0.009573468006026037,0.009149793866867937,0.9498674436956125,1.0398697938242405,0.10583138488402101,0.11114391497267605,0.0
model.dec.16x16_block0.norm0,0.000351327906447398,0.00033407749654302535,0.9932979856111502,0.9445264616458444,1.0445878736948668,0.109906497168663,0.11642655817728795,0.0,1023,1024,0.9990234375,1.0,0.9445264616458444,0.10989811651135008,0.2646198830409357,0.9482758620689655,1.6909340659340657,1023,0.9444800515579665,0.10989747124907309,0.9478897917979324,0.004222687973012164,0.004222687971530628,2.7288449773612483e-11,0.00035135604164544706,0.00033407464964210613,0.9444442843276849,1.0446820939207557,0.10988382586093295,0.11642357356038636,0.0
model.dec.16x16_block0.norm1,0.000248984467318587,0.00023787670518271779,0.9937932758393463,0.949457902475975,1.0401989098494968,0.10627985312637864,0.11167999760304337,0.0,510,512,0.99609375,1.0,0.949457902475975,0.10609636044901137,0.5356410256410257,0.9481182795698925,1.5795329670329634,510,0.9491676176795334,0.10600549180796089,0.9520440373331747,0.006296166880841155,0.006296166882688808,2.899397788446326e-10,0.00024897394840165874,0.0002377901582258622,0.9491552122296154,1.040536451222838,0.10622197032534107,0.11168385221451446,0.0
model.dec.16x16_block0.skip,0.004296359204780162,0.004097956069251727,0.9938133694863855,0.9479197001635785,1.041928987444238,0.10593416696038195,0.11165760915079649,0.0,131287,131328,0.9996878045808967,1.0000000000000002,0.9479197001635784,0.10592277759319732,0.288,0.9483568075117371,1.6226194846193376,131287,0.9479199793870724,0.10594252213913058,0.948367010182365,0.0012853620464589948,0.0012853620438906884,5.345423884322127e-09,0.0042963576395269746,0.004097954623765538,0.9479200598580538,1.0419293586646803,0.1059310478108861,0.11165427302127436,0.0
model.dec.16x16_block1.affine,0.0053078868428297395,0.005042408710056909,0.994624231520444,0.9448773187445325,1.0469902730251754,0.09837102852641391,0.10482054962182247,0.0,131270,131328,0.9995583576998051,1.0,0.9448773187445325,0.09835837672165432,0.46325398803589235,0.9446341821163555,1.4656881930854517,131270,0.9448795369924959,0.09837040973117249,0.9446458318465915,0.0012640186870690685,0.0012640183419959275,8.41596177408909e-09,0.005307883599506432,0.005042416167281381,0.9448793686148127,1.0469881681334376,0.09837051244863658,0.1048193162062454,0.0
model.dec.16x16_block1.conv0,0.013564884174844602,0.012946856364572702,0.9936242488946211,0.9483538720257791,1.0410556408468612,0.10760577287938472,0.11324732246125159,0.0,1178447,1179904,0.9987651537752223,0.9999999999999999,0.9483538720257795,0.10753936558790946,0.2905260765352509,0.9498607242339833,1.603448275862069,1178447,0.9483540256471679,0.1075964552246381,0.9498393416172192,0.0028048571155682173,0.002804857086468383,3.1551365987596297e-07,0.013564878011211593,0.01294683694168481,0.9483542959583497,1.041058283736953,0.10759318237513177,0.11323443540926546,0.0
model.dec.16x16_block1.conv1,0.00932201454123664,0.00890139024266197,0.9938288269627814,0.9489856708622062,1.0407909915065856,0.10591948550720477,0.11141424654868838,0.0,589088,590080,0.9983188720173536,1.0,0.9489856708622062,0.10584305837396492,0.2857142857142857,0.9494799405646359,1.6,589088,0.9489848223611212,0.10590794817983512,0.9494175530913336,0.0033698715578895076,0.0033698715146089886,1.6879320116084304e-07,0.009321989748973766,0.00890133940524711,0.9489849046091838,1.0407965034009556,0.10590007935376722,0.11139473184304405,0.0
model.dec.16x16_block1.norm0,0.0003661287496253511,0.00034734848160287833,0.9947783174932404,0.9437519956198979,1.0485635056111111,0.09682424579029947,0.10358969895519614,0.0,1022,1024,0.998046875,1.0,0.9437519956198979,0.09681329632355656,0.37985702270815813,0.9491525423728814,1.4441520467836253,1022,0.9438042314463252,0.09691100450000528,0.9483808204248818,0.004050420719356793,0.004050420715675469,3.4110562217015603e-11,0.0003661011462854782,0.00034734255525901314,0.943816452378621,1.0485127869134476,0.09673820026527472,0.10348622589066556,0.0
model.dec.16x16_block1.norm1,0.0002619967647302891,0.0002480146605622968,0.9946301919072529,0.9415492961710257,1.0507035825703188,0.09796975044373617,0.10535635194113138,0.0,512,512,1.0,1.0,0.9415492961710257,0.09796975044373615,0.5333333333333333,0.9441558441558442,1.4956349206349207,512,0.9420251074418408,0.09819861393459009,0.9414491807048475,0.005708699052709224,0.005708699042561539,0.0,0.0002618979504761008,0.0002480457037162776,0.9420214867213301,1.0501747932324441,0.09802812632679334,0.10527481967350434,0.0
model.dec.16x16_block1.skip,0.004020866308541591,0.003837076077612949,0.9940476158932471,0.9486105814683569,1.041661016613918,0.10396664110202747,0.10952661674655585,0.0,131285,131328,0.9996725755360624,1.0,0.9486105814683569,0.10394807838045429,0.2892960462873677,0.9486607142857143,1.5988813581627943,131285,0.948612065422728,0.10396589743358073,0.948652333911519,0.0012914733598941473,0.0012914733590860892,7.488672469327744e-09,0.0040208671920084,0.0038370827287272924,0.948612261006805,1.0416597074607155,0.10396457520868559,0.10952405434592345,0.0
model.dec.16x16_block2.affine,0.00548997352279051,0.005313797404514724,0.9947964812723381,0.9628729425125577,1.0277784279299331,0.09861264329007063,0.10190208496360753,0.0,131260,131328,0.9994822124756335,1.0,0.9628729425125575,0.09859010192278628,0.31000826627982936,0.9679017926908222,1.527691820484979,131260,0.9628744331479745,0.09861164959163489,0.9679553992084979,0.0014626714987327264,0.0014626715483032043,1.6079494595592428e-08,0.0054899708223025,0.00531379994674759,0.9628741094501033,1.0277776789890911,0.09861046734460578,0.10189977602813106,0.0
model.dec.16x16_block2.conv0,0.013291380385255541,0.012708503639047295,0.9936990591918535,0.9501216385219532,1.0392751624674836,0.10716595346311458,0.11244178757247367,0.0,1178341,1179904,0.9986753159579085,1.0,0.950121638521953,0.10709841588406681,0.29411764705882354,0.9515806322529011,1.6116504854368932,1178341,0.9501223639027336,0.10714483967417873,0.9515541587538913,0.002805371874537468,0.002805371850166885,3.068133853999067e-07,0.013291377369793838,0.01270849108683962,0.9501225388362056,1.0392777286845665,0.10715147989281557,0.11242688723627933,0.0
model.dec.16x16_block2.conv1,0.009029251763140352,0.00862952522161334,0.994029988991087,0.9500241089805659,1.0400742567195558,0.1042770048712872,0.1095427243301595,0.0,589017,590080,0.9981985493492408,1.0,0.9500241089805659,0.10418417736890548,0.3076923076923077,0.951417004048583,1.5957446808510638,589017,0.9500302707304773,0.10424582742125682,0.9513790830624695,0.003340523745577034,0.003340523723872928,1.8934073980449562e-07,0.009029232162651816,0.00862953455759495,0.9500296740021337,1.0400735832350738,0.10425479355802945,0.1095190659340952,0.0
model.dec.16x16_block2.norm0,0.00038002931535225726,0.0003613546842692143,0.9945186615457509,0.9456480393087437,1.045914893331505,0.09942118867518279,0.10566726788792782,0.0,1022,1024,0.998046875,1.0,0.9456480393087437,0.09941818857775749,0.3143609022556391,0.9496100598512787,1.5215345268542197,1022,0.9457985946032231,0.09940903624433971,0.9493175561990859,0.003414274011917346,0.0034142740105279957,1.0339764172032855e-11,0.0003799843591601668,0.0003613659263376313,0.9457904061314613,1.0457598061572326,0.09942593190552851,0.10563570351250226,0.0
model.dec.16x16_block2.norm1,0.00025979397712411716,0.0002509384751666362,0.99464829358897,0.9607440822273873,1.0297489687844863,0.09979699888903998,0.1033188480339402,0.0,507,512,0.990234375,1.0,0.9607440822273873,0.09967851513680898,0.3424242424242424,0.9653371320037987,1.4911764705882349,507,0.9605401304936402,0.10025846481216821,0.9646072412653591,0.006969414991275375,0.006969414996671893,1.9144553044300008e-10,0.00025983212117878965,0.00025091396001620587,0.9604962464142442,1.0299868977068245,0.09989720041946577,0.10344788425157926,0.0
model.dec.16x16_block2.skip,0.0037151844836339947,0.0035559996375776393,0.9946879713589553,0.9520684857607583,1.0392153244896054,0.09852558272137879,0.10332452504605101,0.0,131278,131328,0.9996192738791423,1.0,0.9520684857607583,0.09851146375033638,0.32591198080625466,0.9529665812058685,1.5705790812509342,131278,0.9520686947103071,0.09852611790167154,0.9529524107400371,0.0012816345862319072,0.001281634585016618,4.608402328544541e-09,0.0037151789871224077,0.003555993162412163,0.9520681760869062,1.0392156961322414,0.09852540025175709,0.1033243006516117,0.0
model.dec.16x16_block3.affine,0.005518605048544346,0.00537112360485407,0.9954354060350062,0.9688329857691851,1.022768281161876,0.09288717306440342,0.09568721725737722,0.0,131246,131328,0.9993756091617934,1.0,0.968832985769185,0.09286397173367995,0.5146868332825358,0.9693845341166769,1.5161290322580645,131246,0.9688305491841431,0.09287569976553114,0.9692597102290172,0.0011546683544487804,0.0011546686607033043,1.5752217658502707e-08,0.005518605452922518,0.005371108748784168,0.9688304782375741,1.0227714417116047,0.09288437299787153,0.0956844794053682,0.0
model.dec.16x16_block3.conv0,0.012826926372248686,0.012280294622784415,0.9942931160038813,0.9519203628042229,1.0385520040987213,0.10213631902130867,0.10700648591694745,0.0,1178237,1179904,0.9985871731937513,0.9999999999999999,0.9519203628042231,0.10207656527643046,0.32893862563385223,0.9548679245283019,1.5782931307694232,1178237,0.9519201761394266,0.10212247283941298,0.9548162092941306,0.0027325999132766024,0.0027325998859337214,2.409528979970414e-07,0.012826923609260911,0.012280270616254998,0.9519201086596707,1.0385553399088903,0.10212307653935031,0.10699303819514984,0.0
model.dec.16x16_block3.conv1,0.008961320222903697,0.008564122519210956,0.99447800984216,0.9503991942148972,1.0406011685190895,0.10029362192964769,0.10544565268205137,0.0,588970,590080,0.998118899132321,1.0,0.9503991942148969,0.10021790375778176,0.3333333333333333,0.953125,1.5625,588970,0.9504017835305926,0.10027213210195107,0.9530694206258427,0.003308900714162569,0.003308900681415506,1.4632621439996868e-07,0.008961300934524909,0.00856411061197937,0.9504028295319303,1.040603562892112,0.10026610871593374,0.10541703180639922,0.0
model.dec.16x16_block3.norm0,0.0003358195764947718,0.00032640152435122626,0.9951198580308336,0.9672117449606061,1.0238332371446122,0.0959062461194894,0.09884748032448465,0.0,1024,1024,1.0,1.0,0.9672117449606061,0.0959062461194894,0.3858516483516484,0.975487987987988,1.6161904761904744,1024,0.9672838923721304,0.09591888509362353,0.9748677883262473,0.0038222747596419688,0.003822274755048833,0.0,0.0003358118615917658,0.00032641501542631825,0.9672641171948424,1.0237570003705065,0.09601146520742361,0.09895371454126792,0.0
model.dec.16x16_block3.norm1,0.00025303297598579016,0.0002454910371295838,0.9951347806507591,0.9654736440336337,1.0257071622623561,0.09558634373343355,0.0986054319882664,0.0,507,512,0.990234375,1.0,0.9654736440336337,0.09525487801041628,0.478125,0.9745762711864406,1.53025641025641,507,0.9656732690853536,0.09592140765815163,0.9756677104012208,0.00811831823126966,0.008118318224985835,4.860755115924723e-10,0.00025302319345961346,0.00024551568497454537,0.9656030546942899,1.0255593803460128,0.09564867709692458,0.0986619685389163,0.0
model.dec.16x16_block3.skip,0.0036287576340543813,0.003474799482239672,0.9952708359072248,0.9530442465606791,1.039368361313955,0.0930175517797399,0.09756432416833698,0.0,131267,131328,0.9995355141325536,1.0,0.9530442465606791,0.09300360261935672,0.3695136330140015,0.9553571428571429,1.5397290296871886,131267,0.9530465634575349,0.09301141417991236,0.9553547537969902,0.0009261028948232894,0.000926102894336213,4.10076621012105e-09,0.0036287557545914948,0.003474805634617168,0.9530464395448933,1.039365995733776,0.09301764236193164,0.09756387993104187,0.0
model.dec.16x16_block4.affine,0.005045960597072572,0.004953469615273381,0.9941979626264267,0.9759746047747182,1.0127615862696495,0.10559419497547912,0.10886814093709814,0.0,131271,131328,0.9995659722222222,0.9999999999999998,0.9759746047747184,0.10558379809915003,0.3580663997330664,0.9883512544802867,1.6726108936725375,131271,0.975978468565014,0.10559066913014707,0.9883512334797853,0.0012271699433366093,0.0012271698558724475,6.7093110793059724e-09,0.005045956094147287,0.004953482286451131,0.9759783700643964,1.0127585045738665,0.10559088286963651,0.10886509886468408,0.0
model.dec.16x16_block4.conv0,0.01232161247054437,0.01184855845690511,0.994815616714106,0.956622440176325,1.0345336568477872,0.09779077784982448,0.101794175329534,0.0,1178141,1179904,0.9985058106422218,1.0,0.9566224401763251,0.09772982057818,0.35772357723577236,0.9621621621621622,1.5714285714285714,1178141,0.9566236315177457,0.09777644144518628,0.962127194606478,0.00262800801784503,0.0026280079978590444,2.1716598987329673e-07,0.012321598207437666,0.011848541741550487,0.9566234427293521,1.0345352649044925,0.09777857573256317,0.10178154110213634,0.0
model.dec.16x16_block4.conv1,0.008752995431809683,0.008409087147680685,0.9946222690985997,0.9555432086115925,1.0352995545060333,0.09949975617906456,0.10370059395446386,0.0,588897,590080,0.9979951870932755,1.0,0.9555432086115926,0.09941693195990513,0.34210526315789475,0.9624724061810155,1.5873015873015872,588897,0.9555457564053106,0.09948349519131776,0.9623688817847181,0.003371459155059187,0.003371459122994747,1.5148884559727896e-07,0.008752971903984138,0.00840906653356866,0.9555462725802341,1.0353023843807165,0.09947252205732132,0.10367233617994498,0.0
model.dec.16x16_block4.norm0,0.0003430896249066883,0.000332919490968104,0.9939964632275667,0.9645316341227728,1.0243613936079028,0.10616892407294604,0.10954240738433157,0.0,1015,1024,0.9912109375,1.0,0.9645316341227728,0.10604931659748654,0.21272727272727276,0.9769230769230769,1.6666666666666667,1015,0.9644112519825481,0.10585861320390423,0.9757507586449136,0.0035165467861258733,0.0035165467876715176,3.5858728530637653e-10,0.00034311220245883503,0.0003328953262370735,0.9644135199278516,1.0245194828347084,0.10601460098751961,0.10939130384178515,0.0
model.dec.16x16_block4.norm1,0.000219198305706364,0.0002118420943276798,0.9922530950548448,0.958953460348019,1.0267090587363905,0.12006362099135541,0.12427023314698264,0.0,508,512,0.9921875,1.0,0.958953460348019,0.1200364435692625,0.0,0.9726454806053265,2.024999999999999,508,0.9593535793838199,0.12035818963976805,0.9662644336093541,0.009404077144883146,0.009404077144958747,3.7628213945645335e-11,0.00021918747791658735,0.00021191786170053652,0.9593934534365439,1.0263443674106913,0.1197154711734931,0.12386895963173712,0.0
model.dec.16x16_block4.norm2,0.00018747221047827863,0.00018482802664940705,0.9952027290001341,0.9811659874705091,1.0094402827422546,0.09645429430945295,0.09988475365627218,0.0,512,512,1.0,1.0,0.9811659874705091,0.09645429430945296,0.42258648431214807,0.9961069883357885,1.6571599825632082,512,0.9810735401288274,0.0963592785034489,0.9961158080279329,0.0009372333080011225,0.0009372333083612157,0.0,0.00018748433247006192,0.0001848214926603108,0.9810687460909638,1.0095421485163167,0.09643569038749476,0.09985549132588531,0.0
model.dec.16x16_block4.proj,0.0024134202294298977,0.0023150320801801887,0.9951991626742348,0.9546277766568447,1.0374948200816072,0.09388056334265461,0.09814381380816257,0.0,65638,65792,0.9976592898832685,1.0,0.9546277766568447,0.0937971981537861,0.4,0.9650277705833261,1.5338133035948558,65638,0.9546446228787047,0.09384304708501384,0.9647415719042223,0.003910520699319213,0.0039105206953893015,1.0937098743981607e-08,0.002413394005241118,0.002315040283743963,0.9546458459558871,1.0374845578978693,0.09383804531308429,0.09809739415760012,0.0
model.dec.16x16_block4.qkv,0.003907303008735149,0.0037556654013277705,0.9947325836914908,0.9561282398092982,1.0348956048562117,0.09852602563016802,0.1026181227165771,0.0,197060,197376,0.9983989948119325,1.0,0.9561282398092982,0.09846556209609714,0.35294117647058826,0.9583333333333334,1.5632183908045978,197060,0.9561399824477926,0.09850242255096649,0.9582403871333998,0.002968908624838024,0.0029689086164611106,2.1823986007535658e-08,0.0039072712297272645,0.0037556692891380504,0.9561400684828703,1.034889431153505,0.09849720574584821,0.10258690194678818,0.0
