layer,update_1_l2,update_1p3_l2,update_cosine,s_K_star_layer,c_K_star_layer,R_opt_layer,layer_residual_with_global_c_star,support_atol,support_coordinate_count,coordinate_count,support_coordinate_coverage,support_energy_coverage,h_update_weighted_mean,h_update_weighted_std,h_update_p05,h_update_p50,h_update_p95,h_moment_coordinate_count,h_moment_weighted_mean,h_moment_weighted_std,h_moment_p50,h_update_minus_moment_weighted_rmse,h_update_minus_moment_eps_weighted_rmse,off_support_candidate_energy_exact,predicted_1_l2,predicted_1p3_l2,s_K_star_predicted_layer,c_K_star_predicted_layer,R_pred_layer,predicted_layer_residual_with_global_c_star,predicted_off_support_candidate_energy_exact
model.dec.16x16_block3.conv1,0.011213721236898531,0.010636001215402223,0.9939600693365016,0.942752212417956,1.0479494043313113,0.10408851858535498,0.11046924404393339,0.0,589192,590080,0.9984951193058569,1.0,0.9427522124179561,0.10401815674321004,0.3018867924528302,0.9444444444444444,1.5877494308289777,589192,0.9427509646823912,0.10406820867400013,0.9445434135216415,0.0029483074115685256,0.0029483074039674284,1.4516913769246597e-07,0.011213708290461222,0.010635955919829975,0.9427508266755741,1.047954370047931,0.1040742397224169,0.11045506525001389,0.0
model.dec.16x16_block3.norm0,0.00044271783118893693,0.0004163476437335925,0.9950736476944746,0.9358027605221478,1.058098571736958,0.09323335154640901,0.10156955320627775,0.0,1021,1024,0.9970703125,1.0,0.9358027605221478,0.093005215366117,0.45528455284552843,0.9411764705882353,1.457142857142857,1021,0.9358531934824078,0.09304514587838837,0.9408030146269488,0.0035914149037867588,0.003591414903297507,6.565523934241958e-10,0.000442725512944675,0.0004163738591451825,0.9358620735036406,1.0580691103477,0.0930705526741485,0.10139019229818393,0.0
model.dec.16x16_block3.norm1,0.0003013253038123545,0.00028272837645832127,0.9950699162726147,0.9336570753628796,1.0605222885350563,0.09305506217204977,0.10211257823405115,0.0,510,512,0.99609375,1.0,0.9336570753628796,0.09299785882862939,0.15892857142857153,0.9373968646864687,1.7652777777777764,510,0.933698862798958,0.09381816504416676,0.9370647700326815,0.007868558931963506,0.007868558931978964,7.618696715502613e-11,0.0003012535848000812,0.00028267207461353956,0.9336631394220226,1.0604467070280954,0.09336159085869832,0.10240936002590117,0.0
model.dec.16x16_block3.skip,0.004610851900533315,0.00436283547427498,0.9942049594693012,0.9407269544638992,1.0507230570390624,0.10171869918044503,0.10857690594068845,0.0,131268,131328,0.9995431286549707,0.9999999999999997,0.9407269544638995,0.10169542474819387,0.2983033729025674,0.941341437518515,1.5751482336232905,131268,0.9407272417163034,0.10170699869127223,0.9413326347267461,0.0009541079981740736,0.0009541079976899437,7.935496779807955e-09,0.004610847444103132,0.004362832424233971,0.9407272934365487,1.0507228736920764,0.10171791798478347,0.10857591783112935,0.0
model.dec.16x16_block4.affine,0.0058588824706153645,0.005420073636521122,0.9945868767694476,0.9200959631883125,1.0751085702128527,0.09612599237775178,0.11045626750217735,0.0,131258,131328,0.9994669834307992,1.0,0.9200959631883123,0.09610360083627172,0.3122460056783388,0.919592809407864,1.4285714285714286,131258,0.9200978384424047,0.09612762456482234,0.9195664099301417,0.0012058870280906933,0.0012058870642049299,1.1648912548427199e-08,0.005858882345693372,0.00542008378804822,0.9200976911332021,1.0751065161802507,0.0961263177273522,0.11045551305114963,0.0
model.dec.16x16_block4.conv0,0.014732223951916994,0.01389561910413201,0.9937249682555522,0.9372939006502164,1.0535535458509442,0.10549944534508496,0.11326932343591191,0.0,1178561,1179904,0.9988617718051638,1.0,0.9372939006502164,0.10544428235203394,0.29333333333333333,0.9393592677345538,1.5747800586510263,1178561,0.9372952546971116,0.1054878621795096,0.9393142947596623,0.002462694594394742,0.0024626945850261717,1.991143848198116e-07,0.014732213641447955,0.013895613670153037,0.9372950555825942,1.0535541933599495,0.10549178828351524,0.11326123748946598,0.0
model.dec.16x16_block4.conv1,0.011101352064515464,0.010452604965993892,0.9942850774855329,0.9361804830745647,1.0559959678540662,0.10051883685097761,0.10863997805936397,0.0,589226,590080,0.9985527386117137,0.9999999999999998,0.9361804830745649,0.10046329534228833,0.3333333333333333,0.9368029739776952,1.5434782608695652,589226,0.9361851782432323,0.1005075795409632,0.9368154201600765,0.0028055630636080143,0.0028055630524885444,1.0846220943161636e-07,0.011101304212727398,0.010452595628560733,0.9361853188123022,1.0559942054920528,0.1005039360843337,0.10862361787189799,0.0
model.dec.16x16_block4.norm0,0.00044229571978569176,0.0004034313254015776,0.9934722577379319,0.9061761436061659,1.089178007894963,0.10405033380639939,0.12445972159309188,0.0,1023,1024,0.9990234375,1.0,0.9061761436061659,0.10405033380639939,0.1375,0.8924731182795699,1.3757467144563917,1023,0.9060526571859133,0.10403913060906507,0.8920013927992618,0.0029916965732284,0.002991696574060955,0.0,0.00044234328036761475,0.0004034191940048855,0.906058445884713,1.0893362774081905,0.10397520856264589,0.12445336238350457,0.0
model.dec.16x16_block4.norm1,0.00031153625542189366,0.00028371682404327095,0.9941232198298442,0.9053504294575033,1.0916004941832815,0.09858758135231653,0.12005315887363659,0.0,511,512,0.998046875,1.0,0.9053504294575033,0.09848058991691737,0.49615384615384617,0.9069767441860465,1.3642105263157895,511,0.905313314148866,0.09831706656640782,0.9081803195982282,0.005788890973706188,0.0057888909774745775,1.6133710691652592e-10,0.00031152586952837497,0.0002836912907259175,0.9053253882799207,1.0916940087537539,0.09834058215414865,0.11984945405432613,0.0
model.dec.16x16_block4.norm2,0.0002553426614381747,0.0002392216760626187,0.9945055170423498,0.9317176977024493,1.0615245646471867,0.09807497011093279,0.10767813562688762,0.0,512,512,1.0,1.0,0.9317176977024493,0.09807497011093276,0.24907950509794938,0.935068254853531,1.3108191395491855,512,0.9317461344849927,0.09798879796008701,0.9354250453949883,0.0009679193265819943,0.0009679193265259139,0.0,0.00025533732388657783,0.000239223544496939,0.931744566048598,1.0614942147401885,0.09807669867839026,0.10767032594516143,0.0
