K_kimg,stateful_n_K,source_commit,a_K_star,R_grad,s_K_star,c_K_star,R_opt,H_K,source_preserved,step_skipped_g1_0,step_skipped_g1_3,effective_support_coordinate_coverage,effective_support_energy_coverage,off_support_candidate_energy_exact
32.128,243,6564379bb421022b3130463057a6d5c8f15a50fd,0.7369604609126904,0.050975319007553636,0.9605732821101336,1.033471111128806,0.08223191878928995,0.08223191878928993,True,False,False,0.9989015253673429,1.0,5.962188483712368e-06
64.128,493,6564379bb421022b3130463057a6d5c8f15a50fd,0.7633632419646684,0.09925712806087661,0.9626545528448271,1.0298637809941773,0.08964319997079606,0.08964319997079603,True,False,False,0.9986740109794353,1.0000000000000004,8.07979738557722e-06
128.128,993,6564379bb421022b3130463057a6d5c8f15a50fd,0.7668231046633839,0.054637920102703755,0.9573617703832664,1.0346101716864653,0.0937773006162403,0.0937773006162403,True,False,False,0.9989296955242053,1.0000000000000002,7.299787056290643e-06
256.0,1991,6564379bb421022b3130463057a6d5c8f15a50fd,0.7489278589383676,0.115157088181599,0.9575746752062235,1.0332704356489475,0.09895615462477861,0.09895615462477855,True,False,False,0.9991771263924424,1.0000000000000002,6.855422203971357e-06
