layer,update_1_l2,update_1p3_l2,update_cosine,s_K_star_layer,c_K_star_layer,R_opt_layer,layer_residual_with_global_c_star,support_atol,support_coordinate_count,coordinate_count,support_coordinate_coverage,support_energy_coverage,h_update_weighted_mean,h_update_weighted_std,h_update_p05,h_update_p50,h_update_p95,h_moment_coordinate_count,h_moment_weighted_mean,h_moment_weighted_std,h_moment_p50,h_update_minus_moment_weighted_rmse,h_update_minus_moment_eps_weighted_rmse,off_support_candidate_energy_exact,predicted_1_l2,predicted_1p3_l2,s_K_star_predicted_layer,c_K_star_predicted_layer,R_pred_layer,predicted_layer_residual_with_global_c_star,predicted_off_support_candidate_energy_exact
model.dec.16x16_block0.affine,0.00665799791052401,0.0063840435098516165,0.997529369937499,0.9564843644618468,1.0403357136399858,0.06736008573800159,0.07055835011885908,0.0,131284,131328,0.9996649610136452,1.0,0.9564843644618468,0.0673500811372217,0.5895953757225434,0.9585446933713825,1.4903437538921407,131284,0.9564853189506641,0.06736606325763404,0.9585796761606564,0.0009929183754203044,0.0009929177361960664,5.1672496057017644e-09,0.006657990950229954,0.006384040538270025,0.9564848750168651,1.0403350623018648,0.06736075160719741,0.07055887117073442,0.0
model.dec.16x16_block0.conv0,0.013210326908476882,0.012703815596700495,0.9953590051369551,0.9571948780208541,1.0350447665952136,0.09254153152772866,0.09624313494951424,0.0,1178326,1179904,0.9986626030592319,0.9999999999999999,0.9571948780208541,0.09248026173751145,0.3905388932625644,0.9584664536741214,1.5217391304347827,1178326,0.9571960905361532,0.09252109084462501,0.9584496620462737,0.00260450977391985,0.0026045096625419177,1.711072468444118e-07,0.013210319861337456,0.012703806630800995,0.9571959833749294,1.0350463185416874,0.0925283755536653,0.09622948401577915,0.0
model.dec.16x16_block0.conv1,0.008731613319249085,0.008390455797002075,0.9950491751271893,0.9561710779544762,1.0355080630962568,0.09550071951425687,0.09940307015859358,0.0,589114,590080,0.9983629338394794,1.0,0.9561710779544762,0.09542554794151639,0.37142857142857144,0.9563492063492064,1.5357142857142858,589114,0.9561719037318279,0.09548144335045385,0.9562825499476639,0.0031753740323607034,0.0031753739367955426,9.464121400660544e-08,0.008731632863946003,0.008390458526613433,0.9561713496559114,1.0355123193232154,0.09547949977319779,0.09938124726898696,0.0
model.dec.16x16_block0.norm0,0.0003444112115427021,0.00033363445165015485,0.9958318488557886,0.9646718855073259,1.027998313306299,0.08835422330923914,0.09136211061828371,0.0,1022,1024,0.998046875,1.0,0.9646718855073259,0.08807173760292111,0.417748870198343,0.9693550614556001,1.522619047619046,1022,0.9647641711055142,0.08801608585500381,0.9691731163599604,0.004201783482586944,0.00420178347807066,5.113114572383827e-10,0.0003444033931061424,0.00033365457014635587,0.9647403421152289,1.0279006174382577,0.088488278511039,0.0914982993728886,0.0
model.dec.16x16_block0.norm1,0.00030404607143529635,0.0002900597790952168,0.997355997904562,0.9514770543353354,1.045447162413261,0.06932769357445905,0.0735632204801169,0.0,508,512,0.9921875,1.0,0.9514770543353354,0.06904662879898685,0.6438065099457505,0.9518002322880371,1.4347222222222216,508,0.9516498543419336,0.06920005570235951,0.9516311157115125,0.0051466911270760494,0.005146691071672629,3.1096586221468947e-10,0.000303971374749201,0.00029003786597097444,0.9516436331387798,1.0452744130623612,0.0692754298624749,0.07347163492191362,0.0
model.dec.16x16_block0.skip,0.003969035752035885,0.003820088017032119,0.9957030196203202,0.9583368383172708,1.0345261328176123,0.08912878802939508,0.09260954495031161,0.0,131291,131328,0.9997182626705653,1.0000000000000002,0.9583368383172706,0.08912013254038079,0.4084138337880687,0.9585585585585585,1.5204081632653061,131291,0.9583366323733689,0.08914299033053898,0.9585075183390838,0.0012077417654108391,0.0012077417527087966,2.1021346659607364e-09,0.003969041156976291,0.0038200916791497346,0.9583362644967414,1.03452634747181,0.08913076799169811,0.09261163309764596,0.0
model.dec.16x16_block1.affine,0.006768179599253534,0.006434872896896895,0.9969805872951959,0.9478831443281688,1.0486211273943162,0.07382717647041898,0.07897583138364593,0.0,131276,131328,0.999604044834308,1.0,0.9478831443281688,0.07381851834852284,0.616205557790175,0.9466310577756594,1.3936110644665813,131276,0.9478845928013293,0.07382129487214029,0.9465853037695499,0.0008274551534085885,0.0008274552083646226,5.064775820210261e-09,0.006768170571104075,0.006434873202957486,0.9478845731890144,1.0486198108223774,0.0738257456563291,0.0789738821748767,0.0
model.dec.16x16_block1.conv0,0.013227362077603836,0.01267270640050125,0.9953505415108376,0.953613056340542,1.03891478194288,0.09227985860873814,0.09645983597753452,0.0,1178319,1179904,0.998656670373183,0.9999999999999999,0.9536130563405422,0.09221973554415548,0.391304347826087,0.9535637149028078,1.518987341772152,1178319,0.9536162517797303,0.09226666617136883,0.9535567580183248,0.0026243848067164046,0.0026243846394042925,1.6786300844980364e-07,0.013227351974273608,0.012672719127846654,0.9536162087965656,1.0389145425072859,0.09226486745991923,0.09644398801241347,0.0
model.dec.16x16_block1.conv1,0.008516031141779285,0.00818111536238068,0.9954846352809784,0.9563345303842501,1.0362374541493637,0.09118972111931277,0.09496000993586742,0.0,588973,590080,0.9981239831887202,0.9999999999999998,0.9563345303842503,0.09110960512710932,0.3958333333333333,0.9566360052562418,1.5135135135135136,588973,0.956333480120479,0.09115994062534868,0.9566162778929906,0.0032243317749517967,0.003224331632548766,9.161166055401792e-08,0.008516023379776845,0.00818107999426582,0.9563337022527947,1.0362436274908822,0.0911638741938376,0.09493358335248565,0.0
model.dec.16x16_block1.norm0,0.00038746596864632453,0.0003705400636668167,0.9968547188122322,0.9533085247866324,1.0423900600706648,0.07578872147684154,0.07970833817887238,0.0,1024,1024,1.0,1.0,0.9533085247866324,0.07578872147684154,0.4321428571428573,0.9541634568247077,1.3998670212765931,1024,0.9531953275123682,0.07622520041976477,0.9543169924813415,0.005313875248378656,0.0053138752444649604,0.0,0.00038749181881576417,0.00037052344594947314,0.9531978904215667,1.0425016688056234,0.07583417469407634,0.0797756876027477,0.0
