layer,update_1_l2,update_1p3_l2,update_cosine,s_K_star_layer,c_K_star_layer,R_opt_layer,layer_residual_with_global_c_star,support_atol,support_coordinate_count,coordinate_count,support_coordinate_coverage,support_energy_coverage,h_update_weighted_mean,h_update_weighted_std,h_update_p05,h_update_p50,h_update_p95,h_moment_coordinate_count,h_moment_weighted_mean,h_moment_weighted_std,h_moment_p50,h_update_minus_moment_weighted_rmse,h_update_minus_moment_eps_weighted_rmse,off_support_candidate_energy_exact,predicted_1_l2,predicted_1p3_l2,s_K_star_predicted_layer,c_K_star_predicted_layer,R_pred_layer,predicted_layer_residual_with_global_c_star,predicted_off_support_candidate_energy_exact
model.dec.16x16_block0.affine,0.0066311474579662626,0.006303155305065834,0.994375500537437,0.9451913490342305,1.04611900762675,0.10067339801183361,0.10661389475568336,0.0,131255,131328,0.9994441398635477,1.0000000000000002,0.9451913490342305,0.1006610758834727,0.3554034645808477,0.9524456521739131,1.6133333333333333,131255,0.9451896942033605,0.10067165660899699,0.9524723738277745,0.0013915223522085421,0.0013915223525129755,6.0268339966846675e-09,0.006631155210615566,0.006303149824726807,0.9451901991854528,1.046122000206926,0.10066589747471306,0.10660656740177034,0.0
model.dec.16x16_block0.conv0,0.02125525382758332,0.020424997834723464,0.994915523919758,0.9560529169227188,1.035357857515475,0.09677898940648269,0.10073293322766652,0.0,1178939,1179904,0.9991821368518117,1.0000000000000002,0.9560529169227189,0.09673817875569468,0.358974358974359,0.9578947368421052,1.553252641849668,1178939,0.9560524546951964,0.09677419981456854,0.957908519095529,0.0020080095561873304,0.0020080095532438226,1.9712131939043153e-07,0.021255242584986414,0.02042496415156308,0.9560525049739138,1.0353597309777611,0.09677237064729666,0.10072619082534487,0.0
model.dec.16x16_block0.conv1,0.015000343623002397,0.01442883277373712,0.9950087858619345,0.9570990998889845,1.0344200345160475,0.0959854709213869,0.09979348099800822,0.0,589510,590080,0.9990340292841648,1.0000000000000002,0.9570990998889842,0.09594217397150656,0.36363636363636365,0.958041958041958,1.5444444444444445,589510,0.9571043065041407,0.09597504202712917,0.9579953729026739,0.0021792320419363187,0.0021792320371424533,1.0330116952738946e-07,0.015000312095475036,0.014428868609237299,0.957104396143057,1.0344162721904349,0.09597686096056669,0.0997840305414796,0.0
model.dec.16x16_block0.norm0,0.0005996516348148772,0.0005777674051362405,0.9945232786292505,0.9582282456690012,1.0321930669502812,0.10070102553795952,0.10452045643225094,0.0,1022,1024,0.998046875,1.0,0.9582282456690012,0.1005421527527056,0.35508235473539734,0.9630846352265537,1.5507421150278289,1022,0.9582268571666629,0.10043748377253872,0.9621758524163064,0.0035334051956854816,0.0035334051957695146,6.351505912704836e-10,0.0005996640473418931,0.0005777704101480581,0.958219676456517,1.0322158309467324,0.1006396741632167,0.10445818956017333,0.0
model.dec.16x16_block0.norm1,0.0003966509566898399,0.00037742021038296534,0.9941454417039877,0.9459464938403763,1.0448002774960246,0.10281160256654204,0.10860570948767126,0.0,508,512,0.9921875,1.0,0.9459464938403763,0.10261814196329025,0.30644677661169417,0.9424182139699381,1.5213735558408212,508,0.9455445059935169,0.10267146826041887,0.9428010999633334,0.003984800313540149,0.00398480031521139,3.454465514944534e-10,0.00039670701949843736,0.00037731472031304815,0.9455465128298995,1.0452379510124172,0.10278620697259863,0.10866672258907434,0.0
model.dec.16x16_block0.skip,0.006927487777148532,0.006642693488991255,0.9947307224898583,0.9538365863855459,1.0373781257592047,0.09830737944364373,0.10259777793206035,0.0,131303,131328,0.9998096369395711,1.0,0.9538365863855456,0.09829780408870789,0.33527893925107854,0.9537860013517541,1.561904761904762,131303,0.9538376742780117,0.09830374744324465,0.9537950059396479,0.0008943724716256494,0.0008943724714887723,4.991250504890874e-09,0.006927483263334538,0.006642696201014636,0.9538377028042075,1.0373771410243333,0.09830646007846883,0.10259666640759059,0.0
model.dec.16x16_block1.affine,0.0065831180437749106,0.006336241565361039,0.9940884225774553,0.9568086643586288,1.0328206972968361,0.10450185037804409,0.10857437762233868,0.0,131264,131328,0.9995126705653021,1.0000000000000002,0.9568086643586284,0.1044767670525082,0.237375972762646,0.954897846320798,1.6666666666666667,131264,0.9568065375542296,0.10449774280184083,0.9548913449217133,0.0014190275760227735,0.0014190275602004177,1.2550419344712331e-08,0.006583124672315484,0.0063362339543528426,0.9568068858174104,1.032823338579167,0.10449855992998053,0.10857118952870079,0.0
model.dec.16x16_block1.conv0,0.021088081562992946,0.020242501987864963,0.9948007126211325,0.9549116804489804,1.0363560087213608,0.09775720738778619,0.10188382952954242,0.0,1178993,1179904,0.9992279032870471,1.0,0.9549116804489804,0.09772251653379788,0.3469387755102041,0.9558441558441558,1.5576923076923077,1178993,0.9549133683514536,0.09775928818871907,0.9558190419304488,0.0019953977264127298,0.0019953977220633656,1.666091462661225e-07,0.021088063062235665,0.020242506998038333,0.9549132319038882,1.0363553610775358,0.09775265434898159,0.10187894917000193,0.0
model.dec.16x16_block1.conv1,0.014694946370050923,0.014102233957164464,0.9948284843260846,0.9547026358537946,1.036640809461531,0.09747238956429441,0.10162060972921227,0.0,589476,590080,0.998976409978308,1.0,0.9547026358537946,0.09742008289292332,0.3488372093023256,0.9553703193045462,1.557974059188893,589476,0.9547039903995428,0.09745639359810548,0.9553857115407911,0.0023008560878423454,0.0023008560817357067,1.216175206729198e-07,0.014694943147149232,0.014102239043005012,0.9547040973886295,1.0366411940099265,0.09746355371745963,0.10161135282291447,0.0
model.dec.16x16_block1.norm0,0.0005423453390858445,0.000523588245453698,0.9944807430683013,0.9600864797294838,1.0301071509853377,0.10129061441939514,0.10496369782723763,0.0,1024,1024,1.0,1.0,0.9600864797294838,0.10129061441939513,0.400989010989011,0.960837324981577,1.4117241379310332,1024,0.9601281631704591,0.10123917204720709,0.9607889835885792,0.002417863257478186,0.002417863256400629,0.0,0.0005423601248066262,0.0005236198461773047,0.9601299564585741,1.0300856249250565,0.10118294133938906,0.10484936524033685,0.0
