experiment_id,arm,run_id,gap_scale,learning_rate,status,latest_processed_kimg,checkpoint_32,checkpoint_64,checkpoint_128,checkpoint_256,nfe1_fid5k,nfe1_kid5k,notes
gap_lr_matched_q128_s3_v1,A,arm_a_g1_0_lr_fixed_s3,1.0,0.0001,TRAINING_COMPLETE_STATE_VERIFIED,256.000,YES,YES,YES,YES,,,2000 attempted / 1991 successful; Role D fork states ready
gap_lr_matched_q128_s3_v1,B,arm_b_g1_3_lr_fixed_s3,1.3,0.0001,TRAINING_COMPLETE_STATE_VERIFIED,256.000,YES,YES,YES,YES,,,2000 attempted / 1992 successful; evaluation pending
gap_lr_matched_q128_s3_v1,C,arm_c_g1_3_lr_matched_s3,1.3,0.00012963523762588692,TRAINING_COMPLETE_STATE_VERIFIED,256.000,YES,YES,YES,YES,,,2000 attempted / 1992 successful; evaluation pending
