arm,batch_id,direction_id,regime,status,finest_relative_change,finest_cosine,finest_norm_ratio,selected_jvp_l2,finite,source_preserved,amp_branch_pairing,amp_sweep_pairing,discrete_state_pairing,receipt
D,2026082601,2026082611,A_squared_gn_fp32,PASS,0.010592649949285167,0.9999442728360473,1.0008120346470837,13.931809272187593,True,True,,,,formal/shard0/armD_batch2026082601_dir2026082611_A_squared_gn_fp32.json
D,2026082601,2026082611,B_real_loss_gn_fp32,PASS,0.02733807163226053,0.9996723389305768,1.0092720984847672,89.31405174084198,True,True,,,,formal/shard1/armD_batch2026082601_dir2026082611_B_real_loss_gn_fp32.json
D,2026082601,2026082611,C_full_field_fp32,PASS,0.003805673105267676,0.9999927993194776,1.0002788737641037,17990.189608684606,True,True,,,,formal/shard0/armD_batch2026082601_dir2026082611_C_full_field_fp32.json
D,2026082601,2026082611,D_production_algorithmic,FAIL_CLOSED,0.9228196986507372,0.7109762540593412,1.3085408363883906,5971.423676491834,True,True,True,True,True,formal/shard1/armD_batch2026082601_dir2026082611_D_production_algorithmic.json
D,2026082601,2026082611,E_full_field_pseudohuber_fp32,PASS,0.0050377822683190954,0.9999873129331084,0.9999146674814999,10960.585702554834,True,True,,,,formal/shard0/armD_batch2026082601_dir2026082611_E_full_field_pseudohuber_fp32.json
D,2026082601,2026082612,A_squared_gn_fp32,PASS,0.018980888387918487,0.9999217398512548,1.014196190844359,26.989041223081212,True,True,,,,formal/shard1/armD_batch2026082601_dir2026082612_A_squared_gn_fp32.json
D,2026082601,2026082612,B_real_loss_gn_fp32,PASS,0.011302055954019551,0.9999372908516783,1.0014611361795336,173.89233172974227,True,True,,,,formal/shard0/armD_batch2026082601_dir2026082612_B_real_loss_gn_fp32.json
D,2026082601,2026082612,C_full_field_fp32,PASS,0.0039390475631252315,0.9999931605071933,1.0013485781067188,24055.55021678353,True,True,,,,formal/shard1/armD_batch2026082601_dir2026082612_C_full_field_fp32.json
D,2026082601,2026082612,D_production_algorithmic,FAIL_CLOSED,1.137857000522083,0.6342229976694489,1.4690627214547616,6704.523609369259,True,True,True,True,True,formal/shard0/armD_batch2026082601_dir2026082612_D_production_algorithmic.json
D,2026082601,2026082612,E_full_field_pseudohuber_fp32,PASS,0.0046802122843175465,0.999991369316951,1.002146153625784,17013.960702005046,True,True,,,,formal/shard1/armD_batch2026082601_dir2026082612_E_full_field_pseudohuber_fp32.json
D,2026082601,2026082613,A_squared_gn_fp32,PASS,0.01103395334610188,0.999964261157576,1.0070545163619264,23.444106447450217,True,True,,,,formal/shard0/armD_batch2026082601_dir2026082613_A_squared_gn_fp32.json
D,2026082601,2026082613,B_real_loss_gn_fp32,PASS,0.03977814210337268,0.9994740944652784,1.0225124558737906,118.9786028663583,True,True,,,,formal/shard1/armD_batch2026082601_dir2026082613_B_real_loss_gn_fp32.json
D,2026082601,2026082613,C_full_field_fp32,PASS,0.007397997886632633,0.999973524472233,1.0013076976803892,16449.588362811708,True,True,,,,formal/shard0/armD_batch2026082601_dir2026082613_C_full_field_fp32.json
D,2026082601,2026082613,D_production_algorithmic,FAIL_CLOSED,0.8522458246147293,0.7483895677766861,1.2835623349558616,5792.1789465939455,True,True,True,True,True,formal/shard1/armD_batch2026082601_dir2026082613_D_production_algorithmic.json
D,2026082601,2026082613,E_full_field_pseudohuber_fp32,PASS,0.008031450474442982,0.9999686178178306,1.0012880181463564,10409.567949964525,True,True,,,,formal/shard0/armD_batch2026082601_dir2026082613_E_full_field_pseudohuber_fp32.json
D,2026082601,2026082614,A_squared_gn_fp32,PASS,0.01682411904464648,0.9998640157789913,1.0031958368001939,15.47929344567118,True,True,,,,formal/shard1/armD_batch2026082601_dir2026082614_A_squared_gn_fp32.json
D,2026082601,2026082614,B_real_loss_gn_fp32,PASS,0.01459724008877002,0.9998934650626989,1.00003801021285,93.52603335102023,True,True,,,,formal/shard0/armD_batch2026082601_dir2026082614_B_real_loss_gn_fp32.json
D,2026082601,2026082614,C_full_field_fp32,PASS,0.004350901536790635,0.9999905359418962,0.9999423950700077,14493.547915034482,True,True,,,,formal/shard1/armD_batch2026082601_dir2026082614_C_full_field_fp32.json
D,2026082601,2026082614,D_production_algorithmic,FAIL_CLOSED,1.0908203420784972,0.6493572098287823,1.431376266277454,6488.793903224317,True,True,True,True,True,formal/shard0/armD_batch2026082601_dir2026082614_D_production_algorithmic.json
D,2026082601,2026082614,E_full_field_pseudohuber_fp32,PASS,0.006017027008973934,0.9999821312484355,0.999298442584239,9579.879067694625,True,True,,,,formal/shard1/armD_batch2026082601_dir2026082614_E_full_field_pseudohuber_fp32.json
D,2026082602,2026082611,A_squared_gn_fp32,FAIL_CLOSED,0.05177662303066486,0.998660511859685,0.9967535141381916,6.209998633412785,True,True,,,,formal/shard0/armD_batch2026082602_dir2026082611_A_squared_gn_fp32.json
D,2026082602,2026082611,B_real_loss_gn_fp32,PASS,0.03471394939932052,0.9994455183475062,0.9896270445448443,76.56267549623841,True,True,,,,formal/shard1/armD_batch2026082602_dir2026082611_B_real_loss_gn_fp32.json
D,2026082602,2026082611,C_full_field_fp32,PASS,0.005625584601194445,0.9999841763461709,0.999972141563021,17704.5755859222,True,True,,,,formal/shard0/armD_batch2026082602_dir2026082611_C_full_field_fp32.json
D,2026082602,2026082611,D_production_algorithmic,FAIL_CLOSED,0.749558716019873,0.7317544421315769,1.0436884613418165,5037.666276655826,True,True,True,True,True,formal/shard1/armD_batch2026082602_dir2026082611_D_production_algorithmic.json
D,2026082602,2026082611,E_full_field_pseudohuber_fp32,PASS,0.008638348144139897,0.9999627038407447,1.000136287113723,10132.051055080683,True,True,,,,formal/shard0/armD_batch2026082602_dir2026082611_E_full_field_pseudohuber_fp32.json
D,2026082602,2026082612,A_squared_gn_fp32,PASS,0.008272002325377649,0.999965797126866,0.9998193524570933,24.37715013560253,True,True,,,,formal/shard1/armD_batch2026082602_dir2026082612_A_squared_gn_fp32.json
D,2026082602,2026082612,B_real_loss_gn_fp32,PASS,0.015135209435510924,0.9998912300456405,1.0032892422347557,152.97376017803415,True,True,,,,formal/shard0/armD_batch2026082602_dir2026082612_B_real_loss_gn_fp32.json
D,2026082602,2026082612,C_full_field_fp32,PASS,0.004075721655696338,0.9999919980545903,1.0007715365245016,24268.12777775308,True,True,,,,formal/shard1/armD_batch2026082602_dir2026082612_C_full_field_fp32.json
D,2026082602,2026082612,D_production_algorithmic,FAIL_CLOSED,0.7889964994558264,0.7131118360193,1.0751117901965987,5381.175103704083,True,True,True,True,True,formal/shard0/armD_batch2026082602_dir2026082612_D_production_algorithmic.json
D,2026082602,2026082612,E_full_field_pseudohuber_fp32,PASS,0.004713884462961157,0.9999890110966534,1.000481982488618,17485.863497877526,True,True,,,,formal/shard1/armD_batch2026082602_dir2026082612_E_full_field_pseudohuber_fp32.json
D,2026082602,2026082613,A_squared_gn_fp32,PASS,0.016120065630001738,0.9998737199566506,0.9971695794527086,9.41976473149269,True,True,,,,formal/shard0/armD_batch2026082602_dir2026082613_A_squared_gn_fp32.json
D,2026082602,2026082613,B_real_loss_gn_fp32,PASS,0.020003630069298818,0.9998007593982222,1.001106021521569,90.60558831685965,True,True,,,,formal/shard1/armD_batch2026082602_dir2026082613_B_real_loss_gn_fp32.json
D,2026082602,2026082613,C_full_field_fp32,PASS,0.004819157796387283,0.9999884699753355,1.0003938901018004,16477.10603149534,True,True,,,,formal/shard0/armD_batch2026082602_dir2026082613_C_full_field_fp32.json
D,2026082602,2026082613,D_production_algorithmic,FAIL_CLOSED,0.567298070452576,0.8809522263023496,1.193848256584428,5632.193243037347,True,True,True,True,True,formal/shard1/armD_batch2026082602_dir2026082613_D_production_algorithmic.json
D,2026082602,2026082613,E_full_field_pseudohuber_fp32,PASS,0.007137503103024646,0.9999745450656974,1.0001609046471025,9547.530267259166,True,True,,,,formal/shard0/armD_batch2026082602_dir2026082613_E_full_field_pseudohuber_fp32.json
D,2026082602,2026082614,A_squared_gn_fp32,PASS,0.01854818067300285,0.9998482656090572,1.0062192347439505,21.85982722540455,True,True,,,,formal/shard1/armD_batch2026082602_dir2026082614_A_squared_gn_fp32.json
D,2026082602,2026082614,B_real_loss_gn_fp32,PASS,0.04496876609343472,0.9991667093221429,1.0180426978156762,108.13061670553604,True,True,,,,formal/shard0/armD_batch2026082602_dir2026082614_B_real_loss_gn_fp32.json
D,2026082602,2026082614,C_full_field_fp32,PASS,0.010256657530769932,0.9999473991947712,0.9999608190102613,15447.595847112354,True,True,,,,formal/shard1/armD_batch2026082602_dir2026082614_C_full_field_fp32.json
D,2026082602,2026082614,D_production_algorithmic,FAIL_CLOSED,1.2623518891751633,0.3521234101800804,1.1991908148775765,6146.503613844082,True,True,True,True,True,formal/shard0/armD_batch2026082602_dir2026082614_D_production_algorithmic.json
D,2026082602,2026082614,E_full_field_pseudohuber_fp32,PASS,0.014942052200436434,0.9998890981378988,0.9986752204731604,10236.601006146715,True,True,,,,formal/shard1/armD_batch2026082602_dir2026082614_E_full_field_pseudohuber_fp32.json
