checkpoint_id,identity,cohort,nfe,metric,scale,anchor_B0,B1,B2,B3,B4,B5,n_valid,mean,sd,two_sd,status
NF-09,q128 seed3 Bsame@1024,q128_matched_spacing,1,kid,raw,0.005544742627627652,0.005431784339339329,0.005317452184684644,0.005421992232232214,0.00538877125375378,0.005429423561061076,5,0.005397884714214208,4.815989731387103e-05,9.631979462774206e-05,COMPLETE
NF-09,q128 seed3 Bsame@1024,q128_matched_spacing,2,fid,log,1.093357478683658,1.0710748202703377,1.0656782937505989,1.0677323965320755,1.077952826089407,1.0891870697101866,5,1.0743250812705212,0.00952409911613999,0.01904819823227998,COMPLETE
NF-09,q128 seed3 Bsame@1024,q128_matched_spacing,2,kid,raw,0.0010985576276276517,0.0010457355680680712,0.0009975032232232388,0.001049864772272249,0.0011157807457457373,0.001028042845345367,5,0.0010473854309309327,4.3442946874313496e-05,8.688589374862699e-05,COMPLETE
NF-10,q128 seed3 Cmatch@1024,q128_matched_spacing,1,fid,log,1.9965824045318084,1.9784410715747631,1.971386894604657,1.9715014727532638,1.989640062336354,1.9870840973579085,5,1.9796107197253894,0.008532267420122336,0.01706453484024467,COMPLETE
NF-10,q128 seed3 Cmatch@1024,q128_matched_spacing,1,kid,raw,0.004302724036536557,0.004204379989989998,0.004157371579079063,0.004258419169169147,0.004265149319319289,0.0042367367092092,5,0.00422441135335334,4.433851220304545e-05,8.86770244060909e-05,COMPLETE
NF-10,q128 seed3 Cmatch@1024,q128_matched_spacing,2,fid,log,1.0244717484736028,0.9973049127632628,0.9973253736282289,1.000477109202398,1.0047949747141547,1.0095079585344737,5,1.0018820657685037,0.005251831938738097,0.010503663877476194,COMPLETE
NF-10,q128 seed3 Cmatch@1024,q128_matched_spacing,2,kid,raw,0.0009215274649649655,0.000867859847347363,0.0008501036661661328,0.0008930231506506471,0.00093270426176176,0.0008745050650650318,5,0.0008836391981981869,3.1434420768355275e-05,6.286884153671055e-05,COMPLETE
NF-11,q256 seed5 AA@1024,q256_schedule_control,1,fid,log,2.1257826738487524,2.108829000791937,2.1041695864552383,2.0934551182248473,2.1080683830332014,2.1136369839762055,5,2.105631814496286,0.00759360994154481,0.01518721988308962,COMPLETE
NF-11,q256 seed5 AA@1024,q256_schedule_control,1,kid,raw,0.005054116621621607,0.00498440029779782,0.005011718671171143,0.005033556791791799,0.005027762252252246,0.0050086365115115,5,0.005013214904904901,1.922823224551493e-05,3.845646449102986e-05,COMPLETE
NF-11,q256 seed5 AA@1024,q256_schedule_control,2,fid,log,1.0516370608838994,1.01866332122781,1.039554790547427,1.021925931753239,1.0240637324349622,1.0327288835197128,5,1.0273873318966302,0.008566807906367855,0.01713361581273571,COMPLETE
NF-11,q256 seed5 AA@1024,q256_schedule_control,2,kid,raw,0.0010308451651651603,0.0009572009659659624,0.0009823164139139133,0.000984347234734746,0.0009931763188188144,0.0009540836486486797,5,0.0009742249164164232,1.7482669054941142e-05,3.4965338109882284e-05,COMPLETE
NF-13,q256 target-weight seed3 D@256,q256_target_weight,1,fid,log,5.7967706198413245,5.795170419561686,5.796084498413959,5.795481818406443,5.796625988278306,5.796670733498731,5,5.796006691631825,0.0006718215370746602,0.0013436430741493204,COMPLETE
