seed,s_kimg,ba_kimg,ctrl_kimg,ba_job_id,ctrl_job_id,ba_fid50k,ctrl_fid50k,G,ba_valid,ctrl_valid,seed_complete,root_cause
90,128,640,640,b9c3e622e526c46da45b33a5,bd6173f7432975aa5f5476bf,11.376628820377274,18.838954852315617,-0.5043656450931824,true,true,true,
90,256,768,768,85f10554714f353c0c245541,2337297cae0a4bf02f3dc05b,10.138854724096054,14.51609735943509,-0.3588831509287491,true,true,true,
90,384,896,896,88e1ab1e644ee2c3710d2e06,eb6277c2515eaf6e29581f1a,9.261961140220532,12.041961293435376,-0.26248151230460026,true,true,true,
90,512,1024,1024,e401d5864f3027a99dc62747,214a3077fb10652317fffa27,8.917377188510802,11.212930406929503,-0.22906574680435554,true,true,true,
91,128,640,640,429d8f749864a63a195657e9,2ffa5ea08fcc7a9c5fbca229,20.820411255061863,18.518401998179172,0.11716887557681055,true,true,true,
91,256,768,768,9f2b91d0dee9c129678124a3,28400a9684ac197439ff74ce,15.928754588902127,15.31769083559623,0.03911751642884731,true,true,true,
91,384,896,896,33e5647c85674bcfb6428ce3,243fdb8d4493f44fec81474c,12.331667515508595,13.541913713168313,-0.09361904670562504,true,true,true,
91,512,1024,1024,d857ec923d04366c5705d70f,1ed680e7454b76d60a8566fb,10.383800049601245,11.314111179034851,-0.08580381939825399,true,true,true,
92,128,640,640,1775de3bc087fd9dc53bc449,d0b6dc077a990bd3fbad62f6,20.513434765274663,11.40126277322876,0.5873559070496612,true,true,true,
92,256,768,768,c28ff8784b57cc8b28e58286,edaabebe11a1ee8e28622b5e,15.829945621770813,9.151910272178947,0.5479408083362296,true,true,true,
92,384,896,896,fb07d7987726bf866995946b,d099b2dff92e251f1f6ac5c2,12.835502708832902,8.309264053122591,0.4348439372385333,true,true,true,
92,512,1024,1024,fade728ff13fe9a978176769,57b0132a3db8b519f68ecbb2,10.68495324785182,7.680419643997818,0.3301623264556688,true,true,true,
