job_index,phase,seed,arm,budget_kimg,nfe,mid_t,checkpoint_path,checkpoint_sha256,metrics,sample_count,sample_seed_start,sample_seed_end,metric_seed,evaluation_precision,evaluation_batch,metric_generator_batch,kid_subset_size,kid_num_subsets,kid_display_scale,dataset_sha256,detector_sha256,fid_reference_sha256,kid_reference_sha256,evaluator_commit,status
10,primary_nfe1,3,A,896,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armA/network-snapshot-kimg000896.pkl,b4a461d89f8c685ac890a5ef9553d57b682fb21609bbd538306386392113ffe2,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
11,secondary_nfe2,3,A,896,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armA/network-snapshot-kimg000896.pkl,b4a461d89f8c685ac890a5ef9553d57b682fb21609bbd538306386392113ffe2,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
12,primary_nfe1,3,A,1024,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armA/network-snapshot-kimg001024.pkl,b0a027374c0a994a67152dd9219e7775b1c6e7ee6aa49ff9d15fcfe733485610,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
13,secondary_nfe2,3,A,1024,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armA/network-snapshot-kimg001024.pkl,b0a027374c0a994a67152dd9219e7775b1c6e7ee6aa49ff9d15fcfe733485610,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
14,primary_nfe1,3,B,256,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000256.pkl,ab362d71eb8d4afb9bea32c90198d08f52d5c327c3cb562aba6a129f301b13e7,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
15,secondary_nfe2,3,B,256,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000256.pkl,ab362d71eb8d4afb9bea32c90198d08f52d5c327c3cb562aba6a129f301b13e7,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
16,primary_nfe1,3,B,384,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000384.pkl,5dd1ad22339479aa3e1ece4997270240cf7d0628baf103bc004e6ed3e7e1fadf,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
17,secondary_nfe2,3,B,384,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000384.pkl,5dd1ad22339479aa3e1ece4997270240cf7d0628baf103bc004e6ed3e7e1fadf,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
18,primary_nfe1,3,B,512,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000512.pkl,6354e9b3945ca2a04a909547eed178a8e84ba0f24b592a5fb95504695a53fd8e,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
19,secondary_nfe2,3,B,512,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000512.pkl,6354e9b3945ca2a04a909547eed178a8e84ba0f24b592a5fb95504695a53fd8e,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
20,primary_nfe1,3,B,640,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000640.pkl,545325879fe7963e48439ab7592b9ff8ab3c94b9b81576d90adbb90801a5949a,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
21,secondary_nfe2,3,B,640,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000640.pkl,545325879fe7963e48439ab7592b9ff8ab3c94b9b81576d90adbb90801a5949a,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
22,primary_nfe1,3,B,768,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000768.pkl,caaba9c5366200e030bb09315ae79978a82dacd8af3ef728160214138b0fed7a,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
23,secondary_nfe2,3,B,768,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000768.pkl,caaba9c5366200e030bb09315ae79978a82dacd8af3ef728160214138b0fed7a,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
24,primary_nfe1,3,B,896,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000896.pkl,2718661b1257d06ae30a0aa5de1209a52f1070f5ca3591144b2f6e4d6d974a9c,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
25,secondary_nfe2,3,B,896,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000896.pkl,2718661b1257d06ae30a0aa5de1209a52f1070f5ca3591144b2f6e4d6d974a9c,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
26,primary_nfe1,3,B,1024,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg001024.pkl,43115f4b2450bb87f2796d30bb1652966a3a9367c3dd76d3c8abc1c79ce8c6d5,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
27,secondary_nfe2,3,B,1024,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg001024.pkl,43115f4b2450bb87f2796d30bb1652966a3a9367c3dd76d3c8abc1c79ce8c6d5,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
28,primary_nfe1,3,C,256,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000256.pkl,3fab53a3e02df7dd4f2f02cec2565ce75114d21cc04fa7b024e842b0dc538ce8,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
29,secondary_nfe2,3,C,256,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000256.pkl,3fab53a3e02df7dd4f2f02cec2565ce75114d21cc04fa7b024e842b0dc538ce8,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
30,primary_nfe1,3,C,384,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000384.pkl,645c28e2a6c2efb1de3a63818048d30f2d691e91598f1b50a13f20e8dbadd94b,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
31,secondary_nfe2,3,C,384,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000384.pkl,645c28e2a6c2efb1de3a63818048d30f2d691e91598f1b50a13f20e8dbadd94b,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
32,primary_nfe1,3,C,512,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000512.pkl,71b7609ae3b22f6ce479a60b7b7fce0490a66a45f22a9c87d811ae5c5cb0ae3b,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
33,secondary_nfe2,3,C,512,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000512.pkl,71b7609ae3b22f6ce479a60b7b7fce0490a66a45f22a9c87d811ae5c5cb0ae3b,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
34,primary_nfe1,3,C,640,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000640.pkl,0abe47aba37b86a70eda57f3efd8ec7c4a927cb9aff8b4a4d81d6e8e0cc32852,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
35,secondary_nfe2,3,C,640,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000640.pkl,0abe47aba37b86a70eda57f3efd8ec7c4a927cb9aff8b4a4d81d6e8e0cc32852,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
36,primary_nfe1,3,C,768,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000768.pkl,1eb2f2db4f008d7e7101d7b13a2f0ada8524a020fc702116a85a3353c2464a95,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
37,secondary_nfe2,3,C,768,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000768.pkl,1eb2f2db4f008d7e7101d7b13a2f0ada8524a020fc702116a85a3353c2464a95,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
38,primary_nfe1,3,C,896,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000896.pkl,1b2453f68195d3e83674ac735969979ff4a74d792c1fcd6965fff796058be1be,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
39,secondary_nfe2,3,C,896,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000896.pkl,1b2453f68195d3e83674ac735969979ff4a74d792c1fcd6965fff796058be1be,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
40,primary_nfe1,3,C,1024,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg001024.pkl,442115d773e61421e966c2ba15b64c31725223823f01484cfe49f8a59644aa5c,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
41,secondary_nfe2,3,C,1024,2,[0.821],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg001024.pkl,442115d773e61421e966c2ba15b64c31725223823f01484cfe49f8a59644aa5c,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
42,primary_nfe1,3,D,256,1,[],/data/raw/ECT/ect_runs/q256-target-weight-replay-curve-v1-20260822/runs/q256-target-weight-replay-curve-v1/seed3/armD/network-snapshot-kimg000256.pkl,af2732f6ee8713d43c8efade27b0854b9a8cff0a13a2dcb6bc5003b522ae9dd8,"kid50k_full,fid50k_full",50000,0,49999,20260730,fp32,512,128,1000,100,1.0,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,f58cb9b6ec323ed63459aa4fb441fe750cfe39fafad6da5cb504a16f19e958f4,7c40fa0d3ddd7f13c249dd6ef01a95fa2c5d49177a6556ef04a237e8202863de,8478c50d243e9876a4e82d71feb0a8420036bdc16f7962fba1511d24e4a7cfde,c8721a05227f3ff171f8dc1f559a64d58281c0ae,FROZEN_NOT_RUN
