layer,update_reference_l2,update_probe_l2,update_cosine,s_K_star_layer,c_K_star_layer,R_opt_layer,layer_residual_with_global_c_star,support_atol,support_coordinate_count,coordinate_count,support_coordinate_coverage,support_energy_coverage,h_update_weighted_mean,h_update_weighted_std,h_update_p05,h_update_p50,h_update_p95,h_moment_coordinate_count,h_moment_weighted_mean,h_moment_weighted_std,h_moment_p50,h_update_minus_moment_weighted_rmse,h_update_minus_moment_eps_weighted_rmse,off_support_candidate_energy_exact,predicted_reference_l2,predicted_probe_l2,s_K_star_predicted_layer,c_K_star_predicted_layer,R_pred_layer,predicted_layer_residual_with_global_c_star,predicted_off_support_candidate_energy_exact
model.dec.16x16_block0.affine,0.08730998638006447,0.08724898007756864,0.849419268863367,0.8488257522335911,0.8500132004923213,0.5273498517006139,0.528642983319762,0.0,131328,131328,1.0,1.0,0.8488257522335911,0.5273498517006139,-0.9996322177271055,1.0,1.0002378739362903,131328,0.8493091505247177,0.5278957915824419,0.9999999951372835,0.03786104044989119,7.652972843428622e-05,0.0,0.08731009472014645,0.08724909279302952,0.8488262018868176,0.8500135640463825,0.5273492245400503,0.5286422957434648,0.0
model.dec.16x16_block0.conv0,0.2639991047057576,0.2639908183049228,0.882965858839575,0.8829381443174447,0.8829935742316359,0.4694224731706861,0.46944032050332074,0.0,1179888,1179904,0.9999864395747451,1.0,0.8829381443174446,0.46940803936844544,-0.9988352847422302,1.0,1.000122624156959,1179870,0.8829572312791726,0.46945343506766446,0.9999999964790224,0.006502968518106189,5.4251341075467734e-05,2.872097904597855e-07,0.264000595677824,0.2639925421150335,0.8829402915094495,0.8829941636642087,0.46942031364029896,0.46943774974613045,2.87211977605327e-07
model.dec.16x16_block0.conv1,0.1866903603340828,0.18668601436698168,0.8808654870785707,0.880844981400503,0.8808859932340014,0.47335563930290336,0.4733668261424159,0.0,590074,590080,0.9999898318872017,1.0,0.880844981400503,0.47334490388357214,-0.9989578863483112,1.0,1.000122624156959,590064,0.8808742486483724,0.47335035422638383,0.99999999634866,0.00669246998948562,6.23217719306214e-05,1.0772135618234103e-07,0.18669238165595814,0.18668820196226033,0.8808487876932415,0.8808882301357936,0.4733504383186161,0.4733612012648421,1.07714086505794e-07
model.dec.16x16_block0.norm0,0.0077789878770961485,0.007779090473714411,0.8593796023174943,0.8593909366250412,0.8593682681594331,0.511344889584568,0.5118075927433519,0.0,1024,1024,1.0,1.0,0.8593909366250412,0.511344889584568,-1.0,1.0,1.0,1024,0.8593789116046905,0.5113393079362644,0.9999999982221839,0.0004149460151410512,2.5748232098355578e-05,0.0,0.007779267582496394,0.007779367322553798,0.8593883388737709,0.8593663024049389,0.5113485364247807,0.5118114985647143,0.0
model.dec.16x16_block0.norm1,0.005500905458652342,0.005500634873200551,0.8672828177471803,0.8672401567498528,0.8673254808430739,0.4977912558756659,0.498011381096456,0.0,512,512,1.0,1.0,0.8672401567498528,0.49779125587566597,-1.0,1.0,1.0,512,0.8672275648610841,0.49791199392147634,0.9999999984148908,0.0010117080538729112,3.0263037951932044e-05,0.0,0.005500793514640497,0.005500520530043772,0.8672366024087454,0.8673226844831619,0.49779656999518473,0.4980169830586964,0.0
model.dec.16x16_block0.skip,0.08809725239430308,0.08809721917647674,0.8792801751092717,0.879279843569123,0.8792805066495454,0.476304737091715,0.4763091304231383,0.0,131328,131328,1.0,1.0,0.879279843569123,0.476304737091715,-0.9999387029545176,1.0,1.000003830962606,131327,0.8792913437748223,0.4762842979637482,0.9999999961819652,0.001009487383716925,1.2511496604721046e-05,0.0,0.0880974469331669,0.08809743020039039,0.8792805446599069,0.8792808786720615,0.4763038357108703,0.47630813744717393,0.0
model.dec.16x16_block1.affine,0.08739285592113065,0.0873209917528016,0.8299768222246953,0.8292943225691698,0.8306598835695597,0.5573391959495841,0.5600866582006614,0.0,131328,131328,1.0,1.0,0.8292943225691698,0.5573391959495841,-0.9999386954389407,1.0,1.0002452783909737,131328,0.8298857615877699,0.5579333495178336,0.9999999946448376,0.039885954371322266,0.00015146528113496447,0.0,0.08739298365479736,0.08732111475832811,0.829294538694534,0.8306601880072562,0.557338779527568,0.5600862252541053,0.0
model.dec.16x16_block1.conv0,0.2639950853515052,0.26398890849615214,0.8775875801830078,0.8775670467267309,0.8776081141197298,0.47940513536766854,0.47943044413532143,0.0,1179897,1179904,0.999994067313951,1.0,0.8775670467267309,0.47939894795006366,-0.9992030407062286,1.0,1.000122624156959,1179885,0.877576721448954,0.47943622922471046,0.9999999963746831,0.007158723377325189,5.452140884044711e-05,1.2573534356178002e-07,0.26399660002659636,0.26399062586136757,0.8775691530493178,0.8776088726600058,0.4794028814244169,0.4794278146044475,1.2574215497672702e-07
model.dec.16x16_block1.conv1,0.18668105889688172,0.18667557592541317,0.8755198446045779,0.8754941298890279,0.8755455600754117,0.483167970584423,0.4832162349270267,0.0,590074,590080,0.9999898318872017,0.9999999999999998,0.8754941298890281,0.48315745740914906,-0.9990191270230505,1.0,1.0001839587932304,590073,0.8755063923386877,0.4832065364260776,0.9999999961840536,0.007264036518769749,6.5233848105347e-05,1.0766739596133802e-07,0.186683466946519,0.18667808741452774,0.8754983477686448,0.8755488072445957,0.4831614753154641,0.48320943094344815,1.0768107608373682e-07
model.dec.16x16_block1.norm0,0.007779203049958385,0.007779212244257607,0.8437539109890013,0.8437549082281629,0.8437529137510182,0.5367308624045065,0.5380408209352029,0.0,1024,1024,1.0,1.0,0.8437549082281629,0.5367308624045066,-1.0,1.0,1.0,1024,0.8437539355161661,0.5367301872774731,0.9999999946009359,4.6353698074727616e-05,2.470783701910958e-05,0.0,0.007779360080847963,0.007779367025159007,0.8437557870341166,0.8437542806647688,0.5367289419847,0.5380389488230044,0.0
