# post-unblind descriptive
nfe,budget_kimg,contrast,seed3,seed4,seed5,seed6,seed7,mean,median,n_negative,n_positive,n_zero
1,1024,S_A,0.02907462245430903,0.028951974709674477,0.012895221909161592,0.024628885749370166,0.012222987236965466,0.021554738411896146,0.024628885749370166,0,5,0
1,1024,S_B,0.007208269730380135,0.033602054779009904,0.009674353277297154,-0.005808985336742012,0.03749189276282827,0.01643351704255469,0.009674353277297154,1,4,0
1,1024,H_A,-0.11442213599788742,-0.0063866152378535546,-0.08348765902361288,-0.044420990150811246,-0.10265542421456209,-0.07027456492494544,-0.08348765902361288,5,0,0
1,1024,H_B,-0.13628848872181631,-0.0017365351685181274,-0.08670852765547732,-0.07485886123692342,-0.07738651868869928,-0.07539578629428689,-0.07738651868869928,5,0,0
1,1024,I_switch,-0.021866352723928895,0.004650080069335427,-0.0032208686318644375,-0.030437871086112178,0.025268905525862806,-0.0051212213693414554,-0.0032208686318644375,3,2,0
