seed,arm,budget_kimg,nfe,mid_t,fid50k_full,kid50k_full,checkpoint_sha256,generated_feature_sha256,receipt_file
8,D,384,1,,104.08986868826747,0.08911725849599594,03956bb34e98dba7909f0f3cb6d2792abbf51afde80247806daa889b81725e6a,70e48d4d96f525aebb727816ffe4ea178b81278b3165f0dd5b34585fe35d287d,seed8-armD-k384-nfe1.json
8,D,384,2,0.821,267.4863826210131,0.2946446712387387,03956bb34e98dba7909f0f3cb6d2792abbf51afde80247806daa889b81725e6a,8d563d5250f59aaaa2b7d3b4c0d70e8897e1c47770daba10bc3637fa5645f2c1,seed8-armD-k384-nfe2.json
8,D,512,1,,25.004470777872676,0.016636182802802785,47907af514bc53ce36e99655fbfaa5f538bce25fecf6064160c03dfcb9c72b5b,5ad42f5c0d449375ed56431c1f37f3ab73ed1acd7f7c943119172c715ebdb63d,seed8-armD-k512-nfe1.json
8,D,512,2,0.821,128.18807682384954,0.12921921776276274,47907af514bc53ce36e99655fbfaa5f538bce25fecf6064160c03dfcb9c72b5b,a74ce5d35c419e3eec03eb3436753bc4253a24eedfcecd11cd971c5bac311765,seed8-armD-k512-nfe2.json
8,D,640,1,,15.095288553295152,0.009320783448448448,7e22c22f8573082d0c833348ca4a4fc651d3b33296bf79340aa5c21f8ff0e21b,692c8c140e94f8f793cfbb547339c12ad1a442a0b304fc0d7039a8f3c8058929,seed8-armD-k640-nfe1.json
8,D,640,2,0.821,28.29211940721019,0.019900761231231235,7e22c22f8573082d0c833348ca4a4fc651d3b33296bf79340aa5c21f8ff0e21b,f2ed6fd2c0bcb7b52772a29785fc84e3354772797bcc69b3e3accdad12bc3453,seed8-armD-k640-nfe2.json
8,D,768,1,,13.098504889684921,0.008023408561061046,fea143925f35a13518dd213efdadd7c3bd149420520085069333bd07ab50f8a3,f85de681a18b17c4566274683bd7e75f18da48338eb53cd46f08521ffac1c250,seed8-armD-k768-nfe1.json
8,D,768,2,0.821,7.142279459839406,0.003484694909909881,fea143925f35a13518dd213efdadd7c3bd149420520085069333bd07ab50f8a3,801f52cc248fd4dc162a0fdc1c05eb661310f4976612a622b84d7b44e6f9375d,seed8-armD-k768-nfe2.json
8,D,896,1,,11.821073594997777,0.00728602596346348,2264eaf259e4c2b77704ffd4a86d0e53c061055a9977e291554321086f3cc844,77fc9b21d2890758172ae6aa673bee37b9fee0294a655040b9fda1a039ac5bcd,seed8-armD-k896-nfe1.json
8,D,896,2,0.821,3.498249818417464,0.0013372950050050166,2264eaf259e4c2b77704ffd4a86d0e53c061055a9977e291554321086f3cc844,7a03bf4a2a23898352a0c0a5bb4dcef4efb41c2ca24bf930edd2da49a816220e,seed8-armD-k896-nfe2.json
8,D,1024,1,,10.937038305756488,0.006751245705705705,7c92fe022162356a1ff1cc5e9a9e5aeb31b092d6a83080f4caef2daf8bb3929e,2713688266593fd2f87962dbd9d92be914000803f4a54a7ab363980f163c6aef,seed8-armD-k1024-nfe1.json
8,D,1024,2,0.821,3.2217386035336286,0.0015102144644644612,7c92fe022162356a1ff1cc5e9a9e5aeb31b092d6a83080f4caef2daf8bb3929e,1a7bbd74ce9f6836ed9d2a588082e973266db68a58f7d906810bdf86fa5e803a,seed8-armD-k1024-nfe2.json
9,A,384,1,,57.379725451030325,0.05033097424174174,816263c45821c1ecf60079839fbe1662e571def5d5264feee20514703fdcc083,c1c50064306acb1ea63d52752f75d542727ef9e2359ffec1ca4a5f39074e1e6f,seed9-armA-k384-nfe1.json
9,A,384,2,0.821,184.62371071779967,0.19781181627127128,816263c45821c1ecf60079839fbe1662e571def5d5264feee20514703fdcc083,08d3d7c6ecee681d7314bed74c18bb64d6afc793e2efc07499bf53da7f523f37,seed9-armA-k384-nfe2.json
9,A,512,1,,28.257956117329957,0.021390908913913913,4f78a6207fc1aade1c010e17a0ff264a803a42d124bc1af58cde2cdd420200fa,6ccfedcb383f7ec939886831bea8de7c4d07bada040916e9aab5af70e5e0895d,seed9-armA-k512-nfe1.json
9,A,512,2,0.821,44.14564740040145,0.033594326551551555,4f78a6207fc1aade1c010e17a0ff264a803a42d124bc1af58cde2cdd420200fa,d24792e11c8cd3403657abd7274efe18fc714bfe4cba51cb79b49dc63bbcc271,seed9-armA-k512-nfe2.json
9,A,640,1,,17.961795677350363,0.01261604258758763,fb0bedd9fe742dcf2ddc5eefc7b544815f7840d38fbd9dc480861e8c789b396f,9e02ebc0448df809b549a6bd8ce45e55b97813f336a9dcb8f801a90cc7e7982b,seed9-armA-k640-nfe1.json
9,A,640,2,0.821,9.723924917364323,0.005597600435435466,fb0bedd9fe742dcf2ddc5eefc7b544815f7840d38fbd9dc480861e8c789b396f,6d2370ecb5d8e6666fd770af0bcf85156b0accac38da9801971a3ec6161ac76a,seed9-armA-k640-nfe2.json
9,A,768,1,,14.168590676263555,0.00955775851101101,c9cb4dba16f891ba5e2dacd4101691a5dd65e49d1dcfc1dae1927f8fa1dc4969,772e5260897a8751f2d305934d0cd60e629f4325937e598884eb13f843081369,seed9-armA-k768-nfe1.json
9,A,768,2,0.821,3.637444742344942,0.0012309554929930073,c9cb4dba16f891ba5e2dacd4101691a5dd65e49d1dcfc1dae1927f8fa1dc4969,a6000c7106f66067380cce44d1d106dc1b3d6f674da3ddb49ee81ae9a23b2150,seed9-armA-k768-nfe2.json
