training_seed,audit_batch_id,audit_seed,cell,gradient_mode,state_mode,a_star,R_grad,R_opt,control_update_norm,treatment_update_norm,update_norm_ratio,update_cosine,absolute_non_scalar_update_residual_l2,residual_norm_over_control_update_norm,finite_gate,branch_skipped_flag,source_state_hash,result_hash
4,2026081107,2026081107,D,exact_scalar,reset,0.8168470901804809,4.443745732739191e-16,0.001494219528609816,1.8136942613072116,1.8135066955412618,0.9998965835808431,0.9999988834224441,0.00271005738417279,0.001494219528609816,True,False,110887fe1476293763c70e17a9d4ed62329809d842e1e2f3df2418240305f1ae,c2a2f335c4319421f7fd8ee4d6bb417c139858b255fc33809b3c3759a80a00ac
4,2026081108,2026081108,A,observed,real,0.7848015789907264,0.3011516161995524,0.13059152708690436,0.14319382950708823,0.1421687449000634,0.9928412794702576,0.9913117744288662,0.018699900864752476,0.13059152708690436,True,False,110887fe1476293763c70e17a9d4ed62329809d842e1e2f3df2418240305f1ae,7cf0afa0d25f832ea3a8f6066d433a73d3fbc453b692fb42a55c7e3804106027
4,2026081108,2026081108,B,observed,reset,0.7848015789907264,0.3011516161995524,0.60615358744797,1.8137364991984175,1.8136896106436484,0.9999741480888819,0.7953356716233835,1.0994028856744429,0.60615358744797,True,False,110887fe1476293763c70e17a9d4ed62329809d842e1e2f3df2418240305f1ae,81bc18f2a462fe919421969781629bb34630bf2c0662c82dac382fe418124484
4,2026081108,2026081108,C,exact_scalar,real,0.7848015789907264,2.25030185154499e-16,0.07933542610499619,0.14319382950708823,0.13840289807429307,0.966542333218639,0.9966256049876449,0.011360343479551022,0.07933542610499619,True,False,110887fe1476293763c70e17a9d4ed62329809d842e1e2f3df2418240305f1ae,d67d2c37524771135431f34e5aaa7e1e1c19ea9539e74ac1c807cecabf13a17b
4,2026081108,2026081108,D,exact_scalar,reset,0.7848015789907264,2.25030185154499e-16,0.0017085520256106869,1.8137364991984175,1.813507863492884,0.9998739421599364,0.9999985400558695,0.003098863169629492,0.0017085520256106869,True,False,110887fe1476293763c70e17a9d4ed62329809d842e1e2f3df2418240305f1ae,0dfce67bde5c387d68a512ad6600c8861e71640178ba56ac21e6de94a9c9b1f0
5,2026081101,2026081101,A,observed,real,0.7298642635531981,0.14555074862531628,0.08931871831421324,0.14509347465259273,0.14274172041761207,0.9837914541600743,0.9958700326697935,0.01295956319172537,0.08931871831421324,True,False,67d0373364516ebf38f0a57747a32fd6072f71961c8084d6e49daf3882ebc3d5,1f7405dc03cfc0916701b68ecd38182bf5b265ed578535c37a6fd3a2576ad045
5,2026081101,2026081101,B,observed,reset,0.7298642635531981,0.14555074862531628,0.48237493414012794,1.8142797200084064,1.8142107624895594,0.9999619917931691,0.8759547556704894,0.8751630604508248,0.48237493414012794,True,False,67d0373364516ebf38f0a57747a32fd6072f71961c8084d6e49daf3882ebc3d5,332dff53cf9b6fa03236871825fa966b6ae0bf2cc9bac58c60fddc9a0d186332
5,2026081101,2026081101,C,exact_scalar,real,0.7298642635531981,5.54124163846839e-16,0.1048883683532635,0.14509347465259273,0.1394143522184703,0.9608588708229617,0.9940240761678141,0.015218617815016046,0.1048883683532635,True,False,67d0373364516ebf38f0a57747a32fd6072f71961c8084d6e49daf3882ebc3d5,572a7f0aa05910be4453055015bcbd02f26231ce2f4982f6b8c24325c973e44c
5,2026081101,2026081101,D,exact_scalar,reset,0.7298642635531981,5.54124163846839e-16,0.0012799691353130927,1.8142797200084064,1.8140885445847894,0.9998946273711221,0.9999991806665092,0.00232222204443524,0.0012799691353130927,True,False,67d0373364516ebf38f0a57747a32fd6072f71961c8084d6e49daf3882ebc3d5,101084c30544b30bf781187709b0aefa93d084d1d7dbf46f7e284c01a213b5d1
5,2026081102,2026081102,A,observed,real,0.8971264473081322,0.09673287025795942,0.06318018261998941,0.1458488161571207,0.14417430381434632,0.9885188485796794,0.997955410845219,0.009214754839716148,0.06318018261998941,True,False,67d0373364516ebf38f0a57747a32fd6072f71961c8084d6e49daf3882ebc3d5,50411e66494eae4a9b8d3df8ac25a196fb6c8ec764de4cc4131dcdcacc905a0d
5,2026081102,2026081102,B,observed,reset,0.8971264473081322,0.09673287025795942,0.4180250881167485,1.8142349812194225,1.8141815193796664,0.9999705320202126,0.9084298137374183,0.7583957378887366,0.4180250881167485,True,False,67d0373364516ebf38f0a57747a32fd6072f71961c8084d6e49daf3882ebc3d5,9183075b696b57b2e6bd9997c49360b434904903d491c959979c60a87499bb14
