layer,update_reference_l2,update_probe_l2,update_cosine,s_K_star_layer,c_K_star_layer,R_opt_layer,layer_residual_with_global_c_star,support_atol,support_coordinate_count,coordinate_count,support_coordinate_coverage,support_energy_coverage,h_update_weighted_mean,h_update_weighted_std,h_update_p05,h_update_p50,h_update_p95,h_moment_coordinate_count,h_moment_weighted_mean,h_moment_weighted_std,h_moment_p50,h_update_minus_moment_weighted_rmse,h_update_minus_moment_eps_weighted_rmse,off_support_candidate_energy_exact,predicted_reference_l2,predicted_probe_l2,s_K_star_predicted_layer,c_K_star_predicted_layer,R_pred_layer,predicted_layer_residual_with_global_c_star,predicted_off_support_candidate_energy_exact
model.dec.16x16_block0.affine,0.006473950852321247,0.00628500098025371,0.9949345964371212,0.9658962597242382,1.0248459306283166,0.09759044726607906,0.1014429438271679,0.0,131118,131328,0.9984009502923976,1.0,0.9658962597242382,0.09757111321441067,0.29084814626714084,0.9691152398215186,1.6071428571428572,131118,0.9658963164508064,0.09757446492670804,0.9687476737376357,0.0012935661375494544,0.0012935663254472957,6.356202124174614e-09,0.006473950225609244,0.006284999481054489,0.9658962793560976,1.0248462419629993,0.097588884182917,0.10144134351460107,0.0
model.dec.16x16_block0.conv0,0.02281443297662154,0.022409249108747545,0.9951618112483882,0.9774877576238559,1.013155431199032,0.09650461677484291,0.09827639907290826,0.0,1178994,1179904,0.9992287508136255,1.0,0.9774877576238559,0.09647215700366774,0.38271604938271603,0.978494623655914,1.5657894736842106,1178994,0.9774875470368549,0.09650967484422351,0.9784810552164018,0.001988500936358433,0.001988500935403272,1.3104232815460748e-07,0.022814432909376386,0.022409231258458426,0.9774873857262324,1.0131566538361398,0.09650044955591619,0.09827225321502045,0.0
model.dec.16x16_block0.conv1,0.016169074913303317,0.01588243865975627,0.9947459571483739,0.9771116610666924,1.012698505903406,0.10055938660456859,0.10239092132695278,0.0,589515,590080,0.9990425027114967,1.0,0.9771116610666924,0.10051330124272599,0.3582089552238806,0.9782817605227753,1.5890410958904109,589515,0.9771105700379245,0.1005489417434216,0.9782588044162955,0.0021192742609069675,0.0021192742599371516,9.737067430756936e-08,0.01616908152073822,0.015882417889651487,0.9771106386569007,1.0127009226254178,0.10055285232560521,0.10238448065386861,0.0
model.dec.16x16_block0.norm0,0.0005926296194146132,0.0005795788399946994,0.9950888062090026,0.9731751453192768,1.0174959122261544,0.09680634412407757,0.09920155208493074,0.0,1023,1024,0.9990234375,1.0,0.9731751453192768,0.09674592797203259,0.3768701470866738,0.974025974025974,1.5745572297118684,1023,0.9731617975960719,0.09672974230065136,0.9739949266023887,0.0021738508388028494,0.0021738508388371436,1.6506682135436234e-10,0.0005926325412950097,0.0005795776497199872,0.9731669015141592,1.0175015054295835,0.09682021464351571,0.09921672209954754,0.0
model.dec.16x16_block0.norm1,0.00045862484283402537,0.00044492375103192584,0.9949358269453147,0.9652128249859357,1.0255741263630442,0.09750945925728129,0.10152679052807963,0.0,510,512,0.99609375,1.0,0.9652128249859357,0.09740928657980917,0.1437500000000001,0.9609916744560137,1.4162941176470585,510,0.9653441488519171,0.09775524184931614,0.9623365256314493,0.005023798104544305,0.005023798103990385,1.6506682135436234e-10,0.00045858664957248275,0.0004449560819831793,0.9653500171619499,1.0254000364302271,0.0976566201784136,0.10163802701218828,0.0
model.dec.16x16_block0.skip,0.006861732541906715,0.006731075855332618,0.9942767989854294,0.9753444212951679,1.0135766724209692,0.10480039441125749,0.10686899415880663,0.0,131303,131328,0.9998096369395711,0.9999999999999999,0.9753444212951677,0.10479074682764165,0.31165946700338937,0.9751149425287357,1.6344563266179282,131303,0.9753446868517296,0.10479150356572714,0.975149132469179,0.0008522997706327645,0.0008522997706309135,3.82649184280885e-09,0.0068617282876745804,0.0067310734396563866,0.9753446792657092,1.0135764111938534,0.10480039107811066,0.10686894510014534,0.0
model.dec.16x16_block1.affine,0.007063149185844126,0.0067444066959594035,0.9939772254574774,0.9491214865519483,1.0409528587508898,0.10464145538782912,0.11330222373286236,0.0,131126,131328,0.9984618664717348,1.0,0.9491214865519483,0.10463478495203281,0.3758193346232902,0.9537787927376119,1.6615290500690176,131126,0.9491184631931272,0.1046372223385331,0.9532761615315972,0.0009284210296832567,0.0009284213517193096,2.799062770301427e-09,0.0070631512562477836,0.0067443848934338555,0.949118265948465,1.0409566669567845,0.1046399452416479,0.1133018553858341,0.0
model.dec.16x16_block1.conv0,0.023070768635620457,0.022587471883882635,0.9942342069471193,0.9734065453172298,1.0155075112440486,0.10498401238202237,0.10732866036351618,0.0,1179038,1179904,0.9992660419830766,1.0,0.9734065453172296,0.1049492026984187,0.3333333333333333,0.974910394265233,1.6137483327184468,1179038,0.9734066829655751,0.10498217133498783,0.9748785179041426,0.001996292589984573,0.001996292589638143,1.5633172019953446e-07,0.02307076943306193,0.022587465866739487,0.9734066953394531,1.0155082790053949,0.10497987344737865,0.10732448204725105,0.0
model.dec.16x16_block1.conv1,0.015469247075653423,0.015189134642386375,0.9933542702214159,0.9753669124420017,1.0116733442357744,0.11301274934505853,0.11509996884763561,0.0,589540,590080,0.9990848698481561,1.0000000000000002,0.9753669124420016,0.11296090520387551,0.28888888888888886,0.9765258215962441,1.6693737112969975,589540,0.9753695028277357,0.11301980506102895,0.976515609967146,0.0026277039109700692,0.0026277039091018774,1.126776010583082e-07,0.015469222723812315,0.015189136889721485,0.9753694906838525,1.0116725339026493,0.11300518915992659,0.11509206217945304,0.0
model.dec.16x16_block1.norm0,0.0006431461153479909,0.0006201162888369427,0.9939849754161695,0.958392283503482,1.0308995057236325,0.10559494604208103,0.11121535158321837,0.0,1022,1024,0.998046875,1.0,0.958392283503482,0.10558111754019131,0.20195652173913062,0.9565217391304348,1.75,1022,0.958381926012004,0.1056294675552041,0.9567036057315969,0.0021870241186989748,0.0021870241189455917,4.8549065104224214e-11,0.0006431597840434629,0.000620123986789064,0.9583832916445116,1.0309080577949756,0.10559873831362815,0.11122150769022407,0.0
model.dec.16x16_block1.norm1,0.0004788292480670017,0.00046119617141812056,0.9938466707825654,0.9572478736249362,1.0318447627208798,0.10668564262356896,0.11260125400141002,0.0,511,512,0.998046875,1.0,0.9572478736249362,0.10668564262356896,0.4017045454545455,0.9558011049723757,1.7028985507246377,511,0.9571598792723037,0.10698176040861394,0.9551472333246703,0.003810147223181901,0.0038101472255852877,0.0,0.0004788564924982989,0.0004611779665286629,0.9571575165994289,1.0319462432280588,0.10665841240193563,0.1126011341133003,0.0
model.dec.16x16_block1.skip,0.006268739095693351,0.006126443568718907,0.9927146949610329,0.9701808395080599,1.015771931850639,0.11775373048349547,0.12058604895143339,0.0,131303,131328,0.9998096369395711,1.0000000000000002,0.9701808395080597,0.11774795690221382,0.23973301649426895,0.9707762557077626,1.7016530030297627,131303,0.9701802339555599,0.1177625860852759,0.9707745546099973,0.0011463247899719405,0.001146324789870229,2.1475408983923543e-09,0.006268743389300991,0.006126442934372484,0.9701801533679697,1.0157728152701437,0.11775298828314808,0.1205854017299596,0.0
