seed,horizon,space,block,contrast,value
4,16,state,theta,denominator_effect_target_1p1,-0.00036071538261239766
4,16,state,theta,conditional_interaction,0.00033741948573151603
4,16,state,v,target_effect_denominator_1p0,32.52083080311422
4,16,state,v,target_effect_denominator_1p1,163.72275009546138
4,16,state,v,denominator_effect_target_1p0,-295.0729384992155
4,16,state,v,denominator_effect_target_1p1,-163.87101920686837
4,16,state,v,conditional_interaction,131.20191929234716
4,64,observable,feature,target_effect_denominator_1p0,-0.006035729188820227
4,64,observable,feature,target_effect_denominator_1p1,-0.01242930122644026
4,64,observable,feature,denominator_effect_target_1p0,0.0032016101713807643
4,64,observable,feature,denominator_effect_target_1p1,-0.003191961866239268
4,64,observable,feature,conditional_interaction,-0.006393572037620032
4,64,observable,residual,target_effect_denominator_1p0,0.014194099854786146
4,64,observable,residual,target_effect_denominator_1p1,-0.005606691920232887
4,64,observable,residual,denominator_effect_target_1p0,0.0268729936765274
4,64,observable,residual,denominator_effect_target_1p1,0.007072201901508368
4,64,observable,residual,conditional_interaction,-0.019800791775019033
4,64,state,EMA,target_effect_denominator_1p0,7.217598977149464e-06
4,64,state,EMA,target_effect_denominator_1p1,3.211132525393623e-05
4,64,state,EMA,denominator_effect_target_1p0,-1.6699432308087125e-05
4,64,state,EMA,denominator_effect_target_1p1,8.19429396869964e-06
4,64,state,EMA,conditional_interaction,2.4893726276786765e-05
4,64,state,m,target_effect_denominator_1p0,2.5382546618870947
4,64,state,m,target_effect_denominator_1p1,-10.997728257389042
4,64,state,m,denominator_effect_target_1p0,-55.43411592281262
4,64,state,m,denominator_effect_target_1p1,-68.97009884208876
4,64,state,m,conditional_interaction,-13.535982919276137
4,64,state,net_buffer,target_effect_denominator_1p0,0.0
4,64,state,net_buffer,target_effect_denominator_1p1,0.0
4,64,state,net_buffer,denominator_effect_target_1p0,0.0
4,64,state,net_buffer,denominator_effect_target_1p1,0.0
4,64,state,net_buffer,conditional_interaction,0.0
4,64,state,scaler,target_effect_denominator_1p0,0.0
4,64,state,scaler,target_effect_denominator_1p1,0.0
4,64,state,scaler,denominator_effect_target_1p0,0.0
4,64,state,scaler,denominator_effect_target_1p1,0.0
4,64,state,scaler,conditional_interaction,0.0
4,64,state,theta,target_effect_denominator_1p0,-0.00012607819780896534
4,64,state,theta,target_effect_denominator_1p1,0.0011691926019921084
4,64,state,theta,denominator_effect_target_1p0,-0.001791059181869059
4,64,state,theta,denominator_effect_target_1p1,-0.0004957883820679854
4,64,state,theta,conditional_interaction,0.0012952707998010737
4,64,state,v,target_effect_denominator_1p0,325.1521685937332
4,64,state,v,target_effect_denominator_1p1,283.3533978668129
4,64,state,v,denominator_effect_target_1p0,-636.8163128054439
4,64,state,v,denominator_effect_target_1p1,-678.6150835323642
4,64,state,v,conditional_interaction,-41.79877072692034
4,128,observable,feature,target_effect_denominator_1p0,-0.005936752907075515
4,128,observable,feature,target_effect_denominator_1p1,-0.0015748324126931834
4,128,observable,feature,denominator_effect_target_1p0,-0.018921468165189026
4,128,observable,feature,denominator_effect_target_1p1,-0.014559547670806694
4,128,observable,feature,conditional_interaction,0.004361920494382332
4,128,observable,residual,target_effect_denominator_1p0,0.11856403675664495
4,128,observable,residual,target_effect_denominator_1p1,-0.08583988535908538
4,128,observable,residual,denominator_effect_target_1p0,-0.006807122307620261
4,128,observable,residual,denominator_effect_target_1p1,-0.2112110444233506
4,128,observable,residual,conditional_interaction,-0.20440392211573055
4,128,state,EMA,target_effect_denominator_1p0,2.644459527800791e-05
4,128,state,EMA,target_effect_denominator_1p1,4.109537485419423e-05
4,128,state,EMA,denominator_effect_target_1p0,-4.3774948608188424e-05
4,128,state,EMA,denominator_effect_target_1p1,-2.91241690320021e-05
4,128,state,EMA,conditional_interaction,1.4650779576186324e-05
4,128,state,m,target_effect_denominator_1p0,-15.075630812956433
4,128,state,m,target_effect_denominator_1p1,-32.302441089236936
4,128,state,m,denominator_effect_target_1p0,7.064852968092168
4,128,state,m,denominator_effect_target_1p1,-10.161957308188335
4,128,state,m,conditional_interaction,-17.226810276280503
4,128,state,net_buffer,target_effect_denominator_1p0,0.0
4,128,state,net_buffer,target_effect_denominator_1p1,0.0
4,128,state,net_buffer,denominator_effect_target_1p0,0.0
4,128,state,net_buffer,denominator_effect_target_1p1,0.0
4,128,state,net_buffer,conditional_interaction,0.0
4,128,state,scaler,target_effect_denominator_1p0,0.0
4,128,state,scaler,target_effect_denominator_1p1,0.0
4,128,state,scaler,denominator_effect_target_1p0,0.0
4,128,state,scaler,denominator_effect_target_1p1,0.0
4,128,state,scaler,conditional_interaction,0.0
4,128,state,theta,target_effect_denominator_1p0,0.0005467721148306737
4,128,state,theta,target_effect_denominator_1p1,-0.0009115190041484311
4,128,state,theta,denominator_effect_target_1p0,-0.0012512602820606844
4,128,state,theta,denominator_effect_target_1p1,-0.002709551401039789
4,128,state,theta,conditional_interaction,-0.0014582911189791048
4,128,state,v,target_effect_denominator_1p0,318.5334284863493
4,128,state,v,target_effect_denominator_1p1,8.078462422447046
4,128,state,v,denominator_effect_target_1p0,-1207.7367822742672
4,128,state,v,denominator_effect_target_1p1,-1518.1917483381694
4,128,state,v,conditional_interaction,-310.45496606390225
4,256,observable,feature,target_effect_denominator_1p0,-0.0689149693568325
4,256,observable,feature,target_effect_denominator_1p1,0.012320473020160705
4,256,observable,feature,denominator_effect_target_1p0,-0.04903121642249886
4,256,observable,feature,denominator_effect_target_1p1,0.03220422595449435
4,256,observable,feature,conditional_interaction,0.0812354423769932
4,256,observable,residual,target_effect_denominator_1p0,0.008514294606078554
4,256,observable,residual,target_effect_denominator_1p1,-0.021382920058940824
4,256,observable,residual,denominator_effect_target_1p0,0.034547920330266435
4,256,observable,residual,denominator_effect_target_1p1,0.004650705665247057
4,256,observable,residual,conditional_interaction,-0.029897214665019378
4,256,state,EMA,target_effect_denominator_1p0,-1.0457953976583667e-05
4,256,state,EMA,target_effect_denominator_1p1,2.4706860131118447e-05
4,256,state,EMA,denominator_effect_target_1p0,-9.464098002354149e-05
4,256,state,EMA,denominator_effect_target_1p1,-5.9476165915839374e-05
4,256,state,EMA,conditional_interaction,3.5164814107702114e-05
4,256,state,m,target_effect_denominator_1p0,-1.808037411841667
4,256,state,m,target_effect_denominator_1p1,15.182659948059722
4,256,state,m,denominator_effect_target_1p0,-50.930260143711166
4,256,state,m,denominator_effect_target_1p1,-33.93956278380978
4,256,state,m,conditional_interaction,16.99069735990139
4,256,state,net_buffer,target_effect_denominator_1p0,0.0
4,256,state,net_buffer,target_effect_denominator_1p1,0.0
4,256,state,net_buffer,denominator_effect_target_1p0,0.0
4,256,state,net_buffer,denominator_effect_target_1p1,0.0
4,256,state,net_buffer,conditional_interaction,0.0
4,256,state,scaler,target_effect_denominator_1p0,-64.0
4,256,state,scaler,target_effect_denominator_1p1,64.0
4,256,state,scaler,denominator_effect_target_1p0,-64.0
4,256,state,scaler,denominator_effect_target_1p1,64.0
4,256,state,scaler,conditional_interaction,128.0
4,256,state,theta,target_effect_denominator_1p0,0.0005729805898226914
4,256,state,theta,target_effect_denominator_1p1,-0.0006667041338914714
4,256,state,theta,denominator_effect_target_1p0,-0.0018419487323626527
4,256,state,theta,denominator_effect_target_1p1,-0.0030816334560768155
4,256,state,theta,conditional_interaction,-0.0012396847237141628
4,256,state,v,target_effect_denominator_1p0,-475.14667635831574
4,256,state,v,target_effect_denominator_1p1,-151.12621575912635
4,256,state,v,denominator_effect_target_1p0,-3092.1226072956633
4,256,state,v,denominator_effect_target_1p1,-2768.102146696474
4,256,state,v,conditional_interaction,324.0204605991894
4,500,observable,feature,target_effect_denominator_1p0,-0.0483291726098507
4,500,observable,feature,target_effect_denominator_1p1,-0.0318576400738344
4,500,observable,feature,denominator_effect_target_1p0,0.03351901454047024
4,500,observable,feature,denominator_effect_target_1p1,0.049990547076486536
4,500,observable,feature,conditional_interaction,0.016471532536016298
4,500,observable,residual,target_effect_denominator_1p0,0.04601606255441859
4,500,observable,residual,target_effect_denominator_1p1,0.0026105492019588006
4,500,observable,residual,denominator_effect_target_1p0,0.03305551633455517
4,500,observable,residual,denominator_effect_target_1p1,-0.010349997017904622
4,500,observable,residual,conditional_interaction,-0.04340551335245979
4,500,state,EMA,target_effect_denominator_1p0,-4.3749304950324586e-05
4,500,state,EMA,target_effect_denominator_1p1,-4.8204583436017856e-05
4,500,state,EMA,denominator_effect_target_1p0,-0.0003644217922555981
4,500,state,EMA,denominator_effect_target_1p1,-0.0003688770707412914
4,500,state,EMA,conditional_interaction,-4.45527848569327e-06
4,500,state,m,target_effect_denominator_1p0,1.3702757161374848
4,500,state,m,target_effect_denominator_1p1,-0.07216758463152928
4,500,state,m,denominator_effect_target_1p0,-34.78875171485333
4,500,state,m,denominator_effect_target_1p1,-36.23119501562235
4,500,state,m,conditional_interaction,-1.442443300769014
4,500,state,net_buffer,target_effect_denominator_1p0,0.0
4,500,state,net_buffer,target_effect_denominator_1p1,0.0
4,500,state,net_buffer,denominator_effect_target_1p0,0.0
4,500,state,net_buffer,denominator_effect_target_1p1,0.0
4,500,state,net_buffer,conditional_interaction,0.0
4,500,state,scaler,target_effect_denominator_1p0,-64.0
4,500,state,scaler,target_effect_denominator_1p1,64.0
4,500,state,scaler,denominator_effect_target_1p0,-64.0
4,500,state,scaler,denominator_effect_target_1p1,64.0
4,500,state,scaler,conditional_interaction,128.0
4,500,state,theta,target_effect_denominator_1p0,0.0004345812967585516
4,500,state,theta,target_effect_denominator_1p1,-0.0002884935001929989
4,500,state,theta,denominator_effect_target_1p0,-0.005211894540934736
4,500,state,theta,denominator_effect_target_1p1,-0.005934969337886287
4,500,state,theta,conditional_interaction,-0.0007230747969515505
4,500,state,v,target_effect_denominator_1p0,-104.96312085434329
4,500,state,v,target_effect_denominator_1p1,-263.57887007380486
4,500,state,v,denominator_effect_target_1p0,-5636.379648414455
4,500,state,v,denominator_effect_target_1p1,-5794.995397633917
4,500,state,v,conditional_interaction,-158.61574921946158
5,0,observable,feature,target_effect_denominator_1p0,0.0
5,0,observable,feature,target_effect_denominator_1p1,0.0
5,0,observable,feature,denominator_effect_target_1p0,0.0
5,0,observable,feature,denominator_effect_target_1p1,0.0
5,0,observable,feature,conditional_interaction,0.0
5,0,observable,residual,target_effect_denominator_1p0,0.0
5,0,observable,residual,target_effect_denominator_1p1,0.0
5,0,observable,residual,denominator_effect_target_1p0,0.0
5,0,observable,residual,denominator_effect_target_1p1,0.0
5,0,observable,residual,conditional_interaction,0.0
5,0,state,EMA,target_effect_denominator_1p0,0.0
5,0,state,EMA,target_effect_denominator_1p1,0.0
5,0,state,EMA,denominator_effect_target_1p0,0.0
5,0,state,EMA,denominator_effect_target_1p1,0.0
5,0,state,EMA,conditional_interaction,0.0
5,0,state,m,target_effect_denominator_1p0,0.0
5,0,state,m,target_effect_denominator_1p1,0.0
5,0,state,m,denominator_effect_target_1p0,0.0
5,0,state,m,denominator_effect_target_1p1,0.0
5,0,state,m,conditional_interaction,0.0
5,0,state,net_buffer,target_effect_denominator_1p0,0.0
5,0,state,net_buffer,target_effect_denominator_1p1,0.0
5,0,state,net_buffer,denominator_effect_target_1p0,0.0
5,0,state,net_buffer,denominator_effect_target_1p1,0.0
5,0,state,net_buffer,conditional_interaction,0.0
5,0,state,scaler,target_effect_denominator_1p0,0.0
5,0,state,scaler,target_effect_denominator_1p1,0.0
5,0,state,scaler,denominator_effect_target_1p0,0.0
5,0,state,scaler,denominator_effect_target_1p1,0.0
5,0,state,scaler,conditional_interaction,0.0
5,0,state,theta,target_effect_denominator_1p0,0.0
5,0,state,theta,target_effect_denominator_1p1,0.0
5,0,state,theta,denominator_effect_target_1p0,0.0
5,0,state,theta,denominator_effect_target_1p1,0.0
5,0,state,theta,conditional_interaction,0.0
5,0,state,v,target_effect_denominator_1p0,0.0
5,0,state,v,target_effect_denominator_1p1,0.0
5,0,state,v,denominator_effect_target_1p0,0.0
5,0,state,v,denominator_effect_target_1p1,0.0
5,0,state,v,conditional_interaction,0.0
5,1,observable,feature,target_effect_denominator_1p0,0.00032783022797389094
5,1,observable,feature,target_effect_denominator_1p1,-0.0006731409467555238
5,1,observable,feature,denominator_effect_target_1p0,0.002957516848365316
5,1,observable,feature,denominator_effect_target_1p1,0.001956545673635901
5,1,observable,feature,conditional_interaction,-0.0010009711747294148
5,1,observable,residual,target_effect_denominator_1p0,-0.011525067531260591
5,1,observable,residual,target_effect_denominator_1p1,-0.005457099740077465
5,1,observable,residual,denominator_effect_target_1p0,-0.003610557070766296
5,1,observable,residual,denominator_effect_target_1p1,0.0024574107204168305
5,1,observable,residual,conditional_interaction,0.0060679677911831265
5,1,state,EMA,target_effect_denominator_1p0,-9.536961442790926e-09
5,1,state,EMA,target_effect_denominator_1p1,-7.096787157934159e-09
5,1,state,EMA,denominator_effect_target_1p0,1.1857082427013665e-08
5,1,state,EMA,denominator_effect_target_1p1,1.4297256711870432e-08
5,1,state,EMA,conditional_interaction,2.4401742848567665e-09
5,1,state,m,target_effect_denominator_1p0,-0.2947269430774213
5,1,state,m,target_effect_denominator_1p1,-0.43389624288352024
5,1,state,m,denominator_effect_target_1p0,-5.3139586723899015
5,1,state,m,denominator_effect_target_1p1,-5.453127972196
5,1,state,m,conditional_interaction,-0.13916929980609893
5,1,state,net_buffer,target_effect_denominator_1p0,0.0
5,1,state,net_buffer,target_effect_denominator_1p1,0.0
5,1,state,net_buffer,denominator_effect_target_1p0,0.0
5,1,state,net_buffer,denominator_effect_target_1p1,0.0
5,1,state,net_buffer,conditional_interaction,0.0
5,1,state,scaler,target_effect_denominator_1p0,0.0
5,1,state,scaler,target_effect_denominator_1p1,0.0
5,1,state,scaler,denominator_effect_target_1p0,0.0
5,1,state,scaler,denominator_effect_target_1p1,0.0
5,1,state,scaler,conditional_interaction,0.0
5,1,state,theta,target_effect_denominator_1p0,-6.324193236650899e-06
5,1,state,theta,target_effect_denominator_1p1,-5.873872396477964e-06
5,1,state,theta,denominator_effect_target_1p0,5.195979156269459e-06
5,1,state,theta,denominator_effect_target_1p1,5.646299996442394e-06
5,1,state,theta,conditional_interaction,4.503208401729353e-07
5,1,state,v,target_effect_denominator_1p0,8.059255295200273
5,1,state,v,target_effect_denominator_1p1,6.7074979625758715
5,1,state,v,denominator_effect_target_1p0,-3.9208949595340528
5,1,state,v,denominator_effect_target_1p1,-5.272652292158455
5,1,state,v,conditional_interaction,-1.351757332624402
5,4,observable,feature,target_effect_denominator_1p0,0.0014435390956109018
5,4,observable,feature,target_effect_denominator_1p1,-0.0011789471553598219
5,4,observable,feature,denominator_effect_target_1p0,0.006991061742276372
5,4,observable,feature,denominator_effect_target_1p1,0.0043685754913056485
5,4,observable,feature,conditional_interaction,-0.0026224862509707236
5,4,observable,residual,target_effect_denominator_1p0,-0.009541957627115627
5,4,observable,residual,target_effect_denominator_1p1,0.031135649604076665
5,4,observable,residual,denominator_effect_target_1p0,-0.0009719198141024954
5,4,observable,residual,denominator_effect_target_1p1,0.0397056874170898
5,4,observable,residual,conditional_interaction,0.04067760723119229
5,4,state,EMA,target_effect_denominator_1p0,-1.8040418581222184e-07
5,4,state,EMA,target_effect_denominator_1p1,-1.0066150935017504e-07
5,4,state,EMA,denominator_effect_target_1p0,-1.5311343304347247e-09
5,4,state,EMA,denominator_effect_target_1p1,7.821154213161208e-08
5,4,state,EMA,conditional_interaction,7.97426764620468e-08
5,4,state,m,target_effect_denominator_1p0,2.8087963474295066
5,4,state,m,target_effect_denominator_1p1,-7.4251445205441655
5,4,state,m,denominator_effect_target_1p0,-35.229731262683
5,4,state,m,denominator_effect_target_1p1,-45.463672130656676
5,4,state,m,conditional_interaction,-10.233940867973672
5,4,state,net_buffer,target_effect_denominator_1p0,0.0
5,4,state,net_buffer,target_effect_denominator_1p1,0.0
5,4,state,net_buffer,denominator_effect_target_1p0,0.0
5,4,state,net_buffer,denominator_effect_target_1p1,0.0
5,4,state,net_buffer,conditional_interaction,0.0
5,4,state,scaler,target_effect_denominator_1p0,0.0
5,4,state,scaler,target_effect_denominator_1p1,0.0
5,4,state,scaler,denominator_effect_target_1p0,0.0
5,4,state,scaler,denominator_effect_target_1p1,0.0
5,4,state,scaler,conditional_interaction,0.0
5,4,state,theta,target_effect_denominator_1p0,-0.00013847829359292518
5,4,state,theta,target_effect_denominator_1p1,-5.371463930714526e-05
5,4,state,theta,denominator_effect_target_1p0,-1.1928802450711373e-05
5,4,state,theta,denominator_effect_target_1p1,7.283485183506855e-05
5,4,state,theta,conditional_interaction,8.476365428577992e-05
5,4,state,v,target_effect_denominator_1p0,-9.961006557030487
5,4,state,v,target_effect_denominator_1p1,-45.27314727776684
5,4,state,v,denominator_effect_target_1p0,-65.38718982654973
5,4,state,v,denominator_effect_target_1p1,-100.69933054728608
5,4,state,v,conditional_interaction,-35.31214072073635
5,16,observable,feature,target_effect_denominator_1p0,0.0007178750657033106
5,16,observable,feature,target_effect_denominator_1p1,0.00013428630166600897
5,16,observable,feature,denominator_effect_target_1p0,0.0027263635411500786
5,16,observable,feature,denominator_effect_target_1p1,0.002142774777112777
5,16,observable,feature,conditional_interaction,-0.0005835887640373016
5,16,observable,residual,target_effect_denominator_1p0,0.019244636976785356
5,16,observable,residual,target_effect_denominator_1p1,-0.00041760416984193416
5,16,observable,residual,denominator_effect_target_1p0,0.012254372969284999
5,16,observable,residual,denominator_effect_target_1p1,-0.007407868177342292
5,16,observable,residual,conditional_interaction,-0.01966224114662729
5,16,state,EMA,target_effect_denominator_1p0,-1.9060985323449131e-06
5,16,state,EMA,target_effect_denominator_1p1,-1.380276898999e-06
5,16,state,EMA,denominator_effect_target_1p0,-3.207751433365047e-07
5,16,state,EMA,denominator_effect_target_1p1,2.0504649000940844e-07
5,16,state,EMA,conditional_interaction,5.258216333459131e-07
5,16,state,m,target_effect_denominator_1p0,-9.650854239162982
5,16,state,m,target_effect_denominator_1p1,-33.47420602350019
5,16,state,m,denominator_effect_target_1p0,-43.640963821450214
5,16,state,m,denominator_effect_target_1p1,-67.46431560578742
5,16,state,m,conditional_interaction,-23.82335178433715
5,16,state,net_buffer,target_effect_denominator_1p0,0.0
5,16,state,net_buffer,target_effect_denominator_1p1,0.0
5,16,state,net_buffer,denominator_effect_target_1p0,0.0
5,16,state,net_buffer,denominator_effect_target_1p1,0.0
5,16,state,net_buffer,conditional_interaction,0.0
5,16,state,scaler,target_effect_denominator_1p0,0.0
5,16,state,scaler,target_effect_denominator_1p1,0.0
5,16,state,scaler,denominator_effect_target_1p0,0.0
5,16,state,scaler,denominator_effect_target_1p1,0.0
5,16,state,scaler,conditional_interaction,0.0
5,16,state,theta,target_effect_denominator_1p0,-0.0002875260711334704
5,16,state,theta,target_effect_denominator_1p1,-6.446925954151084e-05
5,16,state,theta,denominator_effect_target_1p0,-0.0005204578651500924
5,16,state,theta,denominator_effect_target_1p1,-0.00029740105355813284
5,16,state,theta,conditional_interaction,0.00022305681159195956
5,16,state,v,target_effect_denominator_1p0,-147.44413012519362
5,16,state,v,target_effect_denominator_1p1,-271.40998773497995
5,16,state,v,denominator_effect_target_1p0,-402.1219072639069
5,16,state,v,denominator_effect_target_1p1,-526.0877648736932
5,16,state,v,conditional_interaction,-123.96585760978633
5,64,observable,feature,target_effect_denominator_1p0,0.010654383234935949
5,64,observable,feature,target_effect_denominator_1p1,-0.020789794318666566
5,64,observable,feature,denominator_effect_target_1p0,0.02373579601427167
5,64,observable,feature,denominator_effect_target_1p1,-0.007708381539330844
5,64,observable,feature,conditional_interaction,-0.031444177553602515
5,64,observable,residual,target_effect_denominator_1p0,-0.027992832852496985
5,64,observable,residual,target_effect_denominator_1p1,-0.14974184807215352
5,64,observable,residual,denominator_effect_target_1p0,0.12041741493850266
5,64,observable,residual,denominator_effect_target_1p1,-0.0013316002811538663
5,64,observable,residual,conditional_interaction,-0.12174901521965653
5,64,state,EMA,target_effect_denominator_1p0,-9.730428701004712e-06
5,64,state,EMA,target_effect_denominator_1p1,-2.7580972528085113e-06
5,64,state,EMA,denominator_effect_target_1p0,-1.0592981652735034e-05
5,64,state,EMA,denominator_effect_target_1p1,-3.6206502045388333e-06
5,64,state,EMA,conditional_interaction,6.972331448196201e-06
5,64,state,m,target_effect_denominator_1p0,39.33807709810452
5,64,state,m,target_effect_denominator_1p1,11.584105170567796
5,64,state,m,denominator_effect_target_1p0,-23.06229065727166
5,64,state,m,denominator_effect_target_1p1,-50.816262584808385
5,64,state,m,conditional_interaction,-27.753971927536725
5,64,state,net_buffer,target_effect_denominator_1p0,0.0
5,64,state,net_buffer,target_effect_denominator_1p1,0.0
5,64,state,net_buffer,denominator_effect_target_1p0,0.0
5,64,state,net_buffer,denominator_effect_target_1p1,0.0
5,64,state,net_buffer,conditional_interaction,0.0
5,64,state,scaler,target_effect_denominator_1p0,0.0
5,64,state,scaler,target_effect_denominator_1p1,0.0
5,64,state,scaler,denominator_effect_target_1p0,0.0
5,64,state,scaler,denominator_effect_target_1p1,0.0
5,64,state,scaler,conditional_interaction,0.0
5,64,state,theta,target_effect_denominator_1p0,0.0008198715031539905
5,64,state,theta,target_effect_denominator_1p1,0.0005639052710648684
5,64,state,theta,denominator_effect_target_1p0,6.544258121721214e-05
5,64,state,theta,denominator_effect_target_1p1,-0.00019052365087190992
5,64,state,theta,conditional_interaction,-0.00025596623208912206
5,64,state,v,target_effect_denominator_1p0,-110.73808763323177
5,64,state,v,target_effect_denominator_1p1,-402.7896607779694
5,64,state,v,denominator_effect_target_1p0,-1740.9700221707026
5,64,state,v,denominator_effect_target_1p1,-2033.0215953154402
5,64,state,v,conditional_interaction,-292.05157314473763
5,128,observable,feature,target_effect_denominator_1p0,0.024940014927906873
5,128,observable,feature,target_effect_denominator_1p1,0.019276456520614715
5,128,observable,feature,denominator_effect_target_1p0,0.00025703420168099456
5,128,observable,feature,denominator_effect_target_1p1,-0.005406524205611163
5,128,observable,feature,conditional_interaction,-0.005663558407292157
5,128,observable,residual,target_effect_denominator_1p0,0.05454251084499684
5,128,observable,residual,target_effect_denominator_1p1,-0.0029689595238614475
5,128,observable,residual,denominator_effect_target_1p0,0.02222432783883954
5,128,observable,residual,denominator_effect_target_1p1,-0.035287142530018745
5,128,observable,residual,conditional_interaction,-0.057511470368858286
5,128,state,EMA,target_effect_denominator_1p0,-1.0892000318563078e-05
5,128,state,EMA,target_effect_denominator_1p1,1.9793993487837724e-05
5,128,state,EMA,denominator_effect_target_1p0,-2.3033515844872454e-05
5,128,state,EMA,denominator_effect_target_1p1,7.652477961528348e-06
5,128,state,EMA,conditional_interaction,3.06859938064008e-05
5,128,state,m,target_effect_denominator_1p0,-57.66615601936701
5,128,state,m,target_effect_denominator_1p1,14.699777252853892
5,128,state,m,denominator_effect_target_1p0,-99.20592115107218
5,128,state,m,denominator_effect_target_1p1,-26.839987878851275
5,128,state,m,conditional_interaction,72.3659332722209
5,128,state,net_buffer,target_effect_denominator_1p0,0.0
5,128,state,net_buffer,target_effect_denominator_1p1,0.0
5,128,state,net_buffer,denominator_effect_target_1p0,0.0
5,128,state,net_buffer,denominator_effect_target_1p1,0.0
5,128,state,net_buffer,conditional_interaction,0.0
5,128,state,scaler,target_effect_denominator_1p0,0.0
5,128,state,scaler,target_effect_denominator_1p1,0.0
5,128,state,scaler,denominator_effect_target_1p0,0.0
5,128,state,scaler,denominator_effect_target_1p1,0.0
5,128,state,scaler,conditional_interaction,0.0
5,128,state,theta,target_effect_denominator_1p0,-0.0005823519850309822
5,128,state,theta,target_effect_denominator_1p1,0.0018922236790785973
5,128,state,theta,denominator_effect_target_1p0,-0.003663830696950754
5,128,state,theta,denominator_effect_target_1p1,-0.0011892550328411744
5,128,state,theta,conditional_interaction,0.0024745756641095795
5,128,state,v,target_effect_denominator_1p0,452.72556043929944
5,128,state,v,target_effect_denominator_1p1,-740.321701912675
5,128,state,v,denominator_effect_target_1p0,-2860.6951202110504
5,128,state,v,denominator_effect_target_1p1,-4053.742382563025
5,128,state,v,conditional_interaction,-1193.0472623519745
5,256,observable,feature,target_effect_denominator_1p0,0.01651042110098544
5,256,observable,feature,target_effect_denominator_1p1,-0.005802314497756811
5,256,observable,feature,denominator_effect_target_1p0,0.009174759542414535
5,256,observable,feature,denominator_effect_target_1p1,-0.013137976056327716
5,256,observable,feature,conditional_interaction,-0.02231273559874225
5,256,observable,residual,target_effect_denominator_1p0,-0.0055076215273048845
5,256,observable,residual,target_effect_denominator_1p1,0.05722051510765702
5,256,observable,residual,denominator_effect_target_1p0,0.02811359917219247
5,256,observable,residual,denominator_effect_target_1p1,0.09084173580715438
5,256,observable,residual,conditional_interaction,0.0627281366349619
5,256,state,EMA,target_effect_denominator_1p0,3.986777846876066e-05
5,256,state,EMA,target_effect_denominator_1p1,0.00017532798392494442
5,256,state,EMA,denominator_effect_target_1p0,-0.0001499504801358853
5,256,state,EMA,denominator_effect_target_1p1,-1.4490274679701542e-05
5,256,state,EMA,conditional_interaction,0.00013546020545618376
5,256,state,m,target_effect_denominator_1p0,3.751771650807143
5,256,state,m,target_effect_denominator_1p1,8.16179025650058
5,256,state,m,denominator_effect_target_1p0,-102.53404433797692
5,256,state,m,denominator_effect_target_1p1,-98.12402573228349
5,256,state,m,conditional_interaction,4.410018605693438
5,256,state,net_buffer,target_effect_denominator_1p0,0.0
5,256,state,net_buffer,target_effect_denominator_1p1,0.0
5,256,state,net_buffer,denominator_effect_target_1p0,0.0
5,256,state,net_buffer,denominator_effect_target_1p1,0.0
5,256,state,net_buffer,conditional_interaction,0.0
5,256,state,scaler,target_effect_denominator_1p0,0.0
5,256,state,scaler,target_effect_denominator_1p1,0.0
5,256,state,scaler,denominator_effect_target_1p0,0.0
5,256,state,scaler,denominator_effect_target_1p1,0.0
5,256,state,scaler,conditional_interaction,0.0
5,256,state,theta,target_effect_denominator_1p0,0.0016219411127167405
5,256,state,theta,target_effect_denominator_1p1,0.0017085959902942705
5,256,state,theta,denominator_effect_target_1p0,-0.003504162811623246
5,256,state,theta,denominator_effect_target_1p1,-0.003417507934045716
5,256,state,theta,conditional_interaction,8.665487757752999e-05
5,256,state,v,target_effect_denominator_1p0,595.728663353817
5,256,state,v,target_effect_denominator_1p1,-135.99570955331728
5,256,state,v,denominator_effect_target_1p0,-4432.61676879524
5,256,state,v,denominator_effect_target_1p1,-5164.341141702374
5,256,state,v,conditional_interaction,-731.7243729071342
5,500,observable,feature,target_effect_denominator_1p0,-0.0012547133577385239
5,500,observable,feature,target_effect_denominator_1p1,0.0954323097593317
5,500,observable,feature,denominator_effect_target_1p0,-0.04993288580924826
5,500,observable,feature,denominator_effect_target_1p1,0.046754137307821964
5,500,observable,feature,conditional_interaction,0.09668702311707023
5,500,observable,residual,target_effect_denominator_1p0,-0.642790075483791
5,500,observable,residual,target_effect_denominator_1p1,-0.40442042549408375
5,500,observable,residual,denominator_effect_target_1p0,-0.193710717902158
5,500,observable,residual,denominator_effect_target_1p1,0.04465893208754923
5,500,observable,residual,conditional_interaction,0.23836964998970722
5,500,state,EMA,target_effect_denominator_1p0,0.00010783595507746213
5,500,state,EMA,target_effect_denominator_1p1,0.00011176847692695446
5,500,state,EMA,denominator_effect_target_1p0,-0.00041648030855867546
5,500,state,EMA,denominator_effect_target_1p1,-0.00041254778670918313
5,500,state,EMA,conditional_interaction,3.932521849492332e-06
5,500,state,m,target_effect_denominator_1p0,10.377572742298923
5,500,state,m,target_effect_denominator_1p1,55.664899190908784
5,500,state,m,denominator_effect_target_1p0,-42.14451319375405
5,500,state,m,denominator_effect_target_1p1,3.1428132548558096
5,500,state,m,conditional_interaction,45.28732644860986
5,500,state,net_buffer,target_effect_denominator_1p0,0.0
5,500,state,net_buffer,target_effect_denominator_1p1,0.0
