seed,horizon,arm,branch_label,space,block,value_norm
5,0,A,B384_to_A,state,m,414.6067408295035
5,0,A,B384_to_A,state,v,91950.26384894036
5,0,A,B384_to_A,state,net_buffer,1.4142135623730951
5,0,A,B384_to_A,state,scaler,64.0
5,0,A,B384_to_A,observable,residual,1.1160797352736025
5,0,A,B384_to_A,observable,feature,44.329810256427145
5,0,B,B384_to_B,state,theta,3962.0258680928987
5,0,B,B384_to_B,state,EMA,3961.9219321163555
5,0,B,B384_to_B,state,m,414.6067408295035
5,0,B,B384_to_B,state,v,91950.26384894036
5,0,B,B384_to_B,state,net_buffer,1.4142135623730951
5,0,B,B384_to_B,state,scaler,64.0
5,0,B,B384_to_B,observable,residual,1.1160797352736025
5,0,B,B384_to_B,observable,feature,44.329810256427145
5,0,C,B384_to_C,state,theta,3962.0258680928987
5,0,C,B384_to_C,state,EMA,3961.9219321163555
5,0,C,B384_to_C,state,m,414.6067408295035
5,0,C,B384_to_C,state,v,91950.26384894036
5,0,C,B384_to_C,state,net_buffer,1.4142135623730951
5,0,C,B384_to_C,state,scaler,64.0
5,0,C,B384_to_C,observable,residual,1.1160797352736025
5,0,C,B384_to_C,observable,feature,44.329810256427145
5,0,D,B384_to_D,state,theta,3962.0258680928987
5,0,D,B384_to_D,state,EMA,3961.9219321163555
5,0,D,B384_to_D,state,m,414.6067408295035
5,0,D,B384_to_D,state,v,91950.26384894036
5,0,D,B384_to_D,state,net_buffer,1.4142135623730951
5,0,D,B384_to_D,state,scaler,64.0
5,0,D,B384_to_D,observable,residual,1.1160797352736025
5,0,D,B384_to_D,observable,feature,44.329810256427145
5,1,A,B384_to_A,state,theta,3962.0256929140774
5,1,A,B384_to_A,state,EMA,3961.921972102681
5,1,A,B384_to_A,state,m,406.2315173334694
5,1,A,B384_to_A,state,v,91880.67859472815
5,1,A,B384_to_A,state,net_buffer,1.4142135623730951
5,1,A,B384_to_A,state,scaler,64.0
5,1,A,B384_to_A,observable,residual,0.9485018806319426
5,1,A,B384_to_A,observable,feature,27.62919183025492
5,1,B,B384_to_B,state,theta,3962.025692236184
5,1,B,B384_to_B,state,EMA,3961.9219721074414
5,1,B,B384_to_B,state,m,400.483662418196
5,1,B,B384_to_B,state,v,91883.46519773119
5,1,B,B384_to_B,state,net_buffer,1.4142135623730951
5,1,B,B384_to_B,state,scaler,64.0
5,1,B,B384_to_B,observable,residual,0.9394342238210989
5,1,B,B384_to_B,observable,feature,27.63147620615653
5,1,C,B384_to_C,state,theta,3962.025686589884
5,1,C,B384_to_C,state,EMA,3961.921972093144
5,1,C,B384_to_C,state,m,405.936790390392
5,1,C,B384_to_C,state,v,91888.73785002335
5,1,C,B384_to_C,state,net_buffer,1.4142135623730951
5,1,C,B384_to_C,state,scaler,64.0
5,1,C,B384_to_C,observable,residual,0.936976813100682
5,1,C,B384_to_C,observable,feature,27.629519660482895
5,1,D,B384_to_D,state,theta,3962.0256981100565
5,1,D,B384_to_D,state,EMA,3961.921972114538
5,1,D,B384_to_D,state,m,400.9175586610795
5,1,D,B384_to_D,state,v,91876.75769976861
5,1,D,B384_to_D,state,net_buffer,1.4142135623730951
5,1,D,B384_to_D,state,scaler,64.0
5,1,D,B384_to_D,observable,residual,0.9448913235611763
5,1,D,B384_to_D,observable,feature,27.632149347103287
5,4,A,B384_to_A,state,theta,3962.0253023055484
5,4,A,B384_to_A,state,EMA,3961.922091371773
5,4,A,B384_to_A,state,m,411.76456465010625
5,4,A,B384_to_A,state,v,91852.84314097182
5,4,A,B384_to_A,state,net_buffer,1.4142135623730951
5,4,A,B384_to_A,state,scaler,64.0
5,4,A,B384_to_A,observable,residual,1.0871786846362073
5,4,A,B384_to_A,observable,feature,33.9586399229202
5,4,B,B384_to_B,state,theta,3962.0252366621066
5,4,B,B384_to_B,state,EMA,3961.9220912695805
5,4,B,B384_to_B,state,m,369.1096888668791
5,4,B,B384_to_B,state,v,91742.1828038675
5,4,B,B384_to_B,state,net_buffer,1.4142135623730951
5,4,B,B384_to_B,state,scaler,64.0
5,4,B,B384_to_B,observable,residual,1.1173424144261814
5,4,B,B384_to_B,observable,feature,33.964452037507115
5,4,C,B384_to_C,state,theta,3962.025163827255
5,4,C,B384_to_C,state,EMA,3961.922091191369
5,4,C,B384_to_C,state,m,414.57336099753576
5,4,C,B384_to_C,state,v,91842.88213441479
5,4,C,B384_to_C,state,net_buffer,1.4142135623730951
5,4,C,B384_to_C,state,scaler,64.0
5,4,C,B384_to_C,observable,residual,1.0776367270090916
5,4,C,B384_to_C,observable,feature,33.96008346201581
5,4,D,B384_to_D,state,theta,3962.025290376746
5,4,D,B384_to_D,state,EMA,3961.922091370242
5,4,D,B384_to_D,state,m,376.53483338742325
5,4,D,B384_to_D,state,v,91787.45595114527
5,4,D,B384_to_D,state,net_buffer,1.4142135623730951
5,4,D,B384_to_D,state,scaler,64.0
5,4,D,B384_to_D,observable,residual,1.0862067648221048
5,4,D,B384_to_D,observable,feature,33.965630984662475
5,16,A,B384_to_A,state,theta,3962.0273112398377
5,16,A,B384_to_A,state,EMA,3961.922566778578
5,16,A,B384_to_A,state,m,506.4325920928431
5,16,A,B384_to_A,state,v,92069.46557075062
5,16,A,B384_to_A,state,net_buffer,1.4142135623730951
5,16,A,B384_to_A,state,scaler,64.0
5,16,A,B384_to_A,observable,residual,0.9715082303520757
5,16,A,B384_to_A,observable,feature,41.01657535063576
5,16,B,B384_to_B,state,theta,3962.026726312713
5,16,B,B384_to_B,state,EMA,3961.922565077526
5,16,B,B384_to_B,state,m,429.3174222478927
5,16,B,B384_to_B,state,v,91395.93367575173
5,16,B,B384_to_B,state,net_buffer,1.4142135623730951
5,16,B,B384_to_B,state,scaler,64.0
5,16,B,B384_to_B,observable,residual,0.9833449991515187
5,16,B,B384_to_B,observable,feature,41.01943600047858
5,16,C,B384_to_C,state,theta,3962.0270237137665
5,16,C,B384_to_C,state,EMA,3961.9225648724796
5,16,C,B384_to_C,state,m,496.7817378536801
5,16,C,B384_to_C,state,v,91922.02144062542
5,16,C,B384_to_C,state,net_buffer,1.4142135623730951
5,16,C,B384_to_C,state,scaler,64.0
5,16,C,B384_to_C,observable,residual,0.990752867328861
5,16,C,B384_to_C,observable,feature,41.017293225701465
5,16,D,B384_to_D,state,theta,3962.0267907819725
5,16,D,B384_to_D,state,EMA,3961.922566457803
5,16,D,B384_to_D,state,m,462.7916282713929
5,16,D,B384_to_D,state,v,91667.34366348671
5,16,D,B384_to_D,state,net_buffer,1.4142135623730951
5,16,D,B384_to_D,state,scaler,64.0
5,16,D,B384_to_D,observable,residual,0.9837626033213607
5,16,D,B384_to_D,observable,feature,41.01930171417691
5,64,A,B384_to_A,state,theta,3962.030405503649
5,64,A,B384_to_A,state,EMA,3961.9245736533026
5,64,A,B384_to_A,state,m,400.1502798810257
5,64,A,B384_to_A,state,v,93210.84556780364
5,64,A,B384_to_A,state,net_buffer,1.4142135623730951
5,64,A,B384_to_A,state,scaler,64.0
5,64,A,B384_to_A,observable,residual,1.138891896914633
5,64,A,B384_to_A,observable,feature,38.458288715092515
5,64,B,B384_to_B,state,theta,3962.0310348515013
5,64,B,B384_to_B,state,EMA,3961.9245603022237
5,64,B,B384_to_B,state,m,388.67209439432185
5,64,B,B384_to_B,state,v,91067.08588485497
5,64,B,B384_to_B,state,net_buffer,1.4142135623730951
5,64,B,B384_to_B,state,scaler,64.0
5,64,B,B384_to_B,observable,residual,1.1095674637809823
5,64,B,B384_to_B,observable,feature,38.46123471678812
5,64,C,B384_to_C,state,theta,3962.031225375152
5,64,C,B384_to_C,state,EMA,3961.924563922874
5,64,C,B384_to_C,state,m,439.48835697913023
5,64,C,B384_to_C,state,v,93100.10748017041
5,64,C,B384_to_C,state,net_buffer,1.4142135623730951
5,64,C,B384_to_C,state,scaler,64.0
5,64,C,B384_to_C,observable,residual,1.1108990640621361
5,64,C,B384_to_C,observable,feature,38.46894309832745
5,64,D,B384_to_D,state,theta,3962.0304709462303
5,64,D,B384_to_D,state,EMA,3961.924563060321
5,64,D,B384_to_D,state,m,377.08798922375405
5,64,D,B384_to_D,state,v,91469.87554563294
5,64,D,B384_to_D,state,net_buffer,1.4142135623730951
5,64,D,B384_to_D,state,scaler,64.0
5,64,D,B384_to_D,observable,residual,1.2593093118531358
5,64,D,B384_to_D,observable,feature,38.482024511106786
5,128,A,B384_to_A,state,theta,3962.038089489499
5,128,A,B384_to_A,state,EMA,3961.927318635974
5,128,A,B384_to_A,state,m,504.2369575588446
5,128,A,B384_to_A,state,v,93889.27051169328
5,128,A,B384_to_A,state,net_buffer,1.4142135623730951
5,128,A,B384_to_A,state,scaler,64.0
5,128,A,B384_to_A,observable,residual,0.9268837921389851
5,128,A,B384_to_A,observable,feature,32.458687283003954
5,128,B,B384_to_B,state,theta,3962.036317882481
5,128,B,B384_to_B,state,EMA,3961.927315396452
5,128,B,B384_to_B,state,m,419.7308136606263
5,128,B,B384_to_B,state,v,90288.25368956955
5,128,B,B384_to_B,state,net_buffer,1.4142135623730951
5,128,B,B384_to_B,state,scaler,64.0
5,128,B,B384_to_B,observable,residual,0.9461391604539632
5,128,B,B384_to_B,observable,feature,32.47822077372625
5,128,C,B384_to_C,state,theta,3962.037507137514
5,128,C,B384_to_C,state,EMA,3961.927307743974
5,128,C,B384_to_C,state,m,446.5708015394776
5,128,C,B384_to_C,state,v,94341.99607213258
5,128,C,B384_to_C,state,net_buffer,1.4142135623730951
5,128,C,B384_to_C,state,scaler,64.0
5,128,C,B384_to_C,observable,residual,0.9814263029839819
5,128,C,B384_to_C,observable,feature,32.48362729793186
5,128,D,B384_to_D,state,theta,3962.034425658802
5,128,D,B384_to_D,state,EMA,3961.9272956024583
5,128,D,B384_to_D,state,m,405.03103640777243
5,128,D,B384_to_D,state,v,91028.57539148223
5,128,D,B384_to_D,state,net_buffer,1.4142135623730951
5,128,D,B384_to_D,state,scaler,64.0
5,128,D,B384_to_D,observable,residual,0.9491081199778246
5,128,D,B384_to_D,observable,feature,32.458944317205635
5,256,A,B384_to_A,state,theta,3962.046205147399
5,256,A,B384_to_A,state,EMA,3961.9330349112424
5,256,A,B384_to_A,state,m,477.2026682472624
5,256,A,B384_to_A,state,v,96230.40186991054
5,256,A,B384_to_A,state,net_buffer,1.4142135623730951
5,256,A,B384_to_A,state,scaler,128.0
5,256,A,B384_to_A,observable,residual,0.9159351497756253
5,256,A,B384_to_A,observable,feature,18.17369104974132
5,256,B,B384_to_B,state,theta,3962.044409580578
5,256,B,B384_to_B,state,EMA,3961.933060288746
5,256,B,B384_to_B,state,m,382.83041416578607
5,256,B,B384_to_B,state,v,91661.78939156198
5,256,B,B384_to_B,state,net_buffer,1.4142135623730951
5,256,B,B384_to_B,state,scaler,128.0
5,256,B,B384_to_B,observable,residual,1.0012692640554748
5,256,B,B384_to_B,observable,feature,18.177063494785976
5,256,C,B384_to_C,state,theta,3962.047827088512
5,256,C,B384_to_C,state,EMA,3961.933074779021
5,256,C,B384_to_C,state,m,480.95443989806955
5,256,C,B384_to_C,state,v,96826.13053326435
5,256,C,B384_to_C,state,net_buffer,1.4142135623730951
5,256,C,B384_to_C,state,scaler,128.0
5,256,C,B384_to_C,observable,residual,0.9104275282483204
5,256,C,B384_to_C,observable,feature,18.190201470842304
5,256,D,B384_to_D,state,theta,3962.0427009845876
5,256,D,B384_to_D,state,EMA,3961.9328849607623
5,256,D,B384_to_D,state,m,374.6686239092855
5,256,D,B384_to_D,state,v,91797.7851011153
5,256,D,B384_to_D,state,net_buffer,1.4142135623730951
5,256,D,B384_to_D,state,scaler,128.0
5,256,D,B384_to_D,observable,residual,0.9440487489478178
5,256,D,B384_to_D,observable,feature,18.182865809283733
5,500,A,B384_to_A,state,theta,3962.071021677943
5,500,A,B384_to_A,state,EMA,3961.944689859272
5,500,A,B384_to_A,state,m,445.4194816234918
5,500,A,B384_to_A,state,v,97885.88851394498
5,500,A,B384_to_A,state,net_buffer,1.4142135623730951
5,500,A,B384_to_A,state,scaler,128.0
5,500,A,B384_to_A,observable,residual,1.7851177136945335
5,500,A,B384_to_A,observable,feature,47.01662463734055
5,500,B,B384_to_B,state,theta,3962.0630132760384
5,500,B,B384_to_B,state,EMA,3961.9443851474402
5,500,B,B384_to_B,state,m,458.9398676206465
5,500,B,B384_to_B,state,v,89834.86283868983
5,500,B,B384_to_B,state,net_buffer,1.4142135623730951
5,500,B,B384_to_B,state,scaler,128.0
5,500,B,B384_to_B,observable,residual,1.1869865702982918
5,500,B,B384_to_B,observable,feature,47.06212406129063
5,500,C,B384_to_C,state,theta,3962.070336707029
5,500,C,B384_to_C,state,EMA,3961.944797695227
5,500,C,B384_to_C,state,m,455.7970543657907
5,500,C,B384_to_C,state,v,97161.36623928335
5,500,C,B384_to_C,state,net_buffer,1.4142135623730951
5,500,C,B384_to_C,state,scaler,128.0
5,500,C,B384_to_C,observable,residual,1.1423276382107426
5,500,C,B384_to_C,observable,feature,47.01536992398281
5,500,D,B384_to_D,state,theta,3962.0664417900057
5,500,D,B384_to_D,state,EMA,3961.9442733789633
5,500,D,B384_to_D,state,m,403.2749684297377
5,500,D,B384_to_D,state,v,89876.17258968834
5,500,D,B384_to_D,state,net_buffer,1.4142135623730951
5,500,D,B384_to_D,state,scaler,64.0
5,500,D,B384_to_D,observable,residual,1.5914069957923755
5,500,D,B384_to_D,observable,feature,46.9666917515313
