layer,update_reference_l2,update_probe_l2,update_cosine,s_K_star_layer,c_K_star_layer,R_opt_layer,layer_residual_with_global_c_star,support_atol,support_coordinate_count,coordinate_count,support_coordinate_coverage,support_energy_coverage,h_update_weighted_mean,h_update_weighted_std,h_update_p05,h_update_p50,h_update_p95,h_moment_coordinate_count,h_moment_weighted_mean,h_moment_weighted_std,h_moment_p50,h_update_minus_moment_weighted_rmse,h_update_minus_moment_eps_weighted_rmse,off_support_candidate_energy_exact,predicted_reference_l2,predicted_probe_l2,s_K_star_predicted_layer,c_K_star_predicted_layer,R_pred_layer,predicted_layer_residual_with_global_c_star,predicted_off_support_candidate_energy_exact
model.dec.16x16_block0.affine,0.005704755351183864,0.005637809280506214,0.9950356476097232,0.9833587705675136,1.0068511815303174,0.09835127328961775,0.10016500465511285,0.0,131108,131328,0.9983248050682261,1.0,0.9833587705675136,0.09832847883512894,0.5227290472655886,0.9775899540650881,1.637843578210893,131108,0.9833556668374795,0.09835259659780725,0.9765870609811358,0.0013441092806006415,0.0013441094345443315,5.672990586270796e-09,0.005704759697470859,0.005637794047911263,0.9833553837006229,1.0068546886896639,0.09835074040935358,0.10016445789884772,0.0
model.dec.16x16_block0.conv0,0.022582147967483764,0.022168479281761265,0.9958746126408069,0.9776317890286018,1.014457851342907,0.08907783380471491,0.09082014206064312,0.0,1178977,1179904,0.9992143428617921,0.9999999999999998,0.977631789028602,0.08905015270723078,0.4375,0.9797525309336333,1.515798999761846,1178977,0.9776325214959196,0.08907308360942207,0.9797185224902375,0.0017430983004086363,0.001743098299155238,9.776763724581865e-08,0.022582125892039295,0.022168462955614844,0.9776324916924903,1.0144580912946326,0.08907273031466935,0.09081493235239256,0.0
model.dec.16x16_block0.conv1,0.01611827620392066,0.01582267268558602,0.9957903586520357,0.9775279135979145,1.0143939877221995,0.08997902004119274,0.09174194983384674,0.0,589555,590080,0.9991102901301518,0.9999999999999998,0.9775279135979148,0.08993767939058064,0.42857142857142855,0.97911227154047,1.519349865090579,589555,0.9775278469545817,0.08995593559132174,0.9790829192029137,0.0019864288412535284,0.001986428840289094,7.513376088226727e-08,0.016118284241284465,0.015822667881119804,0.9775280962339861,1.0143958049310065,0.08996844287653814,0.0917311988916867,0.0
model.dec.16x16_block0.norm0,0.0005504263418895083,0.000541451228311735,0.9939974930869081,0.9777896198120719,1.0104740286084797,0.10761895529603957,0.10967631096095137,0.0,1022,1024,0.998046875,1.0,0.9777896198120719,0.10757972200976791,0.404630788485607,0.9801301002542784,1.58030142781597,1022,0.9778307550195874,0.1074843725317637,0.9802333832707872,0.0026003065550654503,0.0026003065552719007,9.945849039865179e-11,0.0005504110723771226,0.0005414667727855453,0.9778451761354268,1.0104173591873897,0.10762177406307201,0.10967701587436508,0.0
model.dec.16x16_block0.norm1,0.0004196786402981462,0.0004146120258161448,0.9946900325335946,0.9826815326005104,1.0068452779440882,0.10167370915163323,0.10354106307446073,0.0,509,512,0.994140625,1.0,0.9826815326005104,0.10128372180391924,0.08730158730158738,0.9698795180722891,1.5525114155251138,509,0.9827950301542346,0.10141859743578942,0.9693859706138136,0.003978323591485128,0.003978323591454728,5.420487726726523e-10,0.0004196174090742317,0.00041460033659020487,0.9827962669330477,1.0067257874745106,0.10169487096919388,0.10356351819181754,0.0
model.dec.16x16_block0.skip,0.006816454986350556,0.006694400603090007,0.995684949129856,0.9778563692256087,1.0138385852196592,0.09113644367005344,0.09290342799011406,0.0,131305,131328,0.9998248659844055,1.0,0.9778563692256087,0.09112960991633601,0.4084507042253521,0.978219696969697,1.5491588751631287,131305,0.9778562281810389,0.09112884157405991,0.9782124612823927,0.000746610163601918,0.0007466101634833459,2.2502533365403094e-09,0.0068164522298427765,0.006694396720836477,0.9778562409345999,1.0138388081369516,0.09113596246493488,0.09290296268417529,0.0
model.dec.16x16_block1.affine,0.006389945508278776,0.006173090783416964,0.9955940043415475,0.9618066639634741,1.0305682613969493,0.09058653270983975,0.09450966112227403,0.0,131136,131328,0.9985380116959064,1.0,0.9618066639634741,0.09058050751117146,0.45454545454545453,0.9629629629629629,1.5660377358490567,131136,0.9618076420264718,0.09059425203399277,0.9621990535121283,0.0009666103402885418,0.0009666106181603309,1.7329819066777043e-09,0.006389943769672666,0.00617309594179944,0.9618075906500997,1.030566971196689,0.09058810585601373,0.09451097233011978,0.0
model.dec.16x16_block1.conv0,0.022855711411425568,0.022384655101065385,0.9955836522335533,0.9750646688847519,1.0165344312274067,0.09194376095877725,0.09389529794002571,0.0,1178962,1179904,0.9992016299631157,1.0,0.9750646688847519,0.0919137095548827,0.4157303370786517,0.9765973285582901,1.5333333333333334,1178962,0.9750650611065868,0.09193819944862848,0.9765470796219137,0.0018005141446657904,0.0018005141430604426,1.1222372823013571e-07,0.022855703199629977,0.0223846444891281,0.9750650541423113,1.0165350662328476,0.0919384776651809,0.09388991069767148,0.0
model.dec.16x16_block1.conv1,0.015447853152678393,0.01517027961351415,0.9952949761018757,0.977411096296798,1.0135060807134797,0.09515024800809302,0.0970075665756422,0.0,589477,590080,0.9989781046637745,1.0,0.977411096296798,0.09510495413268649,0.3944287949921755,0.9783783783783784,1.5609756097560976,589477,0.9774136956605569,0.09514023310443079,0.9783552959547547,0.002197432439467257,0.0021974324378385935,7.995791207697856e-08,0.015447836643674037,0.01517029084284517,0.9774134205157818,1.0135048240754692,0.09514470684559985,0.09700183542751888,0.0
model.dec.16x16_block1.norm0,0.0006313508683296941,0.0006070204237228658,0.9949946615198305,0.9566504321688126,1.0348757949217777,0.09607715094474045,0.10118454765459507,0.0,1022,1024,0.998046875,1.0,0.9566504321688126,0.0959958052937159,0.5108206686930091,0.9581140350877193,1.5389999999999986,1022,0.9566183120732666,0.0960029757317407,0.9588237324239042,0.0026746769050813297,0.002674676905651441,2.4215379676227307e-10,0.0006313819104231955,0.0006070322653938989,0.9566252029496882,1.034909889374088,0.0960429959572303,0.10115741389174876,0.0
