evidence_group,evidence_status,source_pr,source_commit,source_file,seed,arm,budget_kimg,nfe,fid50k_full,kid50k_full
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,A,640,1,11.74599719860936,0.0071262504054053
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,A,640,2,3.770238426294504,0.0019480942442442
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,A,768,1,10.198653922411369,0.0062175776951951
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,A,768,2,3.028551820629916,0.0012113451601601
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,A,896,1,8.943642353203634,0.0053986971546546
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,A,896,2,2.800151963437917,0.000965339562062
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,A,1024,1,8.293418813661093,0.0049997911786786
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,A,1024,2,2.7133168501776064,0.0008854795895895
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,256,1,306.77335397595016,0.3101226576226227
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,256,2,112.89269919047312,0.1022706254054053
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,384,1,250.55440000201585,0.2521207655955955
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,384,2,40.8416445492728,0.0291405798423423
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,512,1,28.403680839522742,0.0207175354054054
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,512,2,4.897133613712015,0.0021755507407407
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,640,1,12.09621474798674,0.0073878686561561
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,640,2,3.669307508700868,0.0018027853653653
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,768,1,10.523527837144677,0.0064529464464464
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,768,2,3.0753346404388107,0.0011947284984984
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,896,1,9.19198463741483,0.005531677555055
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,896,2,2.872384019392004,0.0010118344694694
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,1024,1,8.522227290963617,0.0051559650900901
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,B,1024,2,2.7361113690415646,0.0009235460985986
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,256,1,304.566349502312,0.3072177928528528
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,256,2,103.0894889919684,0.0917466509409409
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,384,1,252.3030818925729,0.2549298555755755
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,384,2,39.50285293843516,0.0280915036611611
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,512,1,30.21181457863429,0.0221696360585585
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,512,2,5.002997522441148,0.0024441892217217
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,640,1,13.614055489937982,0.0087123679204204
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,640,2,3.7539879080539857,0.00196034505005
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,768,1,11.547573607240697,0.0073087932857857
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,768,2,3.1045646018982462,0.0012185997422422
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,896,1,9.822884137310307,0.0061110613613613
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,896,2,2.836131744509292,0.0009953877852852
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,1024,1,9.200975862483872,0.0057650240615615
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,C,1024,2,2.756843917243887,0.0009285650175175
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,256,1,324.72233901409925,0.3391429953953954
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,256,2,176.96046030663268,0.1801213983333333
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,384,1,269.52472904358206,0.2725460883158159
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,384,2,64.24104765240764,0.049414534034034
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,512,1,57.68866711495715,0.0486907308783784
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,512,2,12.089786006086785,0.0074471809059058
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,640,1,13.114636186583516,0.0083930223548548
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,640,2,3.8134252650643328,0.0017664371621621
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,768,1,11.136399517822138,0.006925479532032
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,768,2,3.1315400829179074,0.0013153494219219
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,896,1,9.478844645515082,0.0056949835235235
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,896,2,2.8723197695169995,0.0010372613813814
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,1024,1,8.594107335274355,0.0051251031306306
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,4,D,1024,2,2.7378472465880206,0.0009169883758758
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,5,A,256,1,318.63897820926275,0.3294352697172172
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,5,A,256,2,75.2661948473377,0.0621500363338338
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,5,A,384,1,213.02194705991937,0.2155141935585585
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,5,A,384,2,42.88808337825546,0.0342731480405405
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,5,A,512,1,19.725624472339653,0.0141802375075074
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,5,A,512,2,4.655834727263966,0.0019519279879879
formal,formal deterministic replay,79,deddffa61fc6010c12f8ccfe59ed9a1d87dd80e3,results/q256_target_weight_replay_curve_seed3_5/fidkid50k-final-20260823/evaluation_results.csv,5,A,640,1,11.868543461529708,0.0076093209309309
