arm,k,next_k,space,block,coordinate_count,b_norm,R_norm,delta_norm,cos_b_R,cos_b_delta,cos_R_delta,R_over_b_diagnostic,closure_l2,closure_relative,closure_max_abs,closure_pass
C,30,31,state,m,55732739,8.74330624788125,7.1588214847486356,10.08507935094511,-0.20757764363301995,0.7196071245793006,0.529882452114845,0.818777391731351,0.0,0.0,0.0,True
C,30,31,state,v,55732739,1.2637380973581385,4.561587589475652,5.713835876429352,0.8884148661384431,0.9304293017886206,0.9948327927168833,3.609598855183453,0.0,0.0,0.0,True
C,30,31,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,30,31,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,30,31,observable,residual,393216,0.16678733815187427,0.200752726525514,0.18178857483311722,-0.5237370298328389,0.3391065774466213,0.6238016967360449,1.2036448854571402,0.0,0.0,0.0,True
C,30,31,observable,feature,49152,0.03673339267009293,0.037240512612557376,0.036257878959142724,-0.5195887857329864,0.4794444805017156,0.5006981721051023,1.0138054207793696,0.0,0.0,0.0,True
D,30,31,state,theta,55732739,0.000632686301690593,0.08830425043548278,0.088555685957026,0.39439282471156883,0.40041753030049343,0.9999784476418137,139.57035295299758,0.0,0.0,0.0,True
D,30,31,state,EMA,55732771,8.901437394878763e-06,0.0010359214829209521,0.0010360549709323137,0.010700811059989594,0.019291097497090102,0.9999630951902068,116.3768767858712,0.0,0.0,0.0,True
D,30,31,state,m,55732739,3.2597396492239765,12.771456620647534,12.454454747071795,-0.2236588699923103,0.03238119223075241,0.9669140222348388,3.917937625383041,0.0,0.0,0.0,True
D,30,31,state,v,55732739,0.7688509626155069,13.296444756354738,14.049463270283063,0.9782291812352536,0.9805229541474602,0.9999355088333562,17.293917030580776,0.0,0.0,0.0,True
D,30,31,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,30,31,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,30,31,observable,residual,393216,0.1595373421695942,0.2050489239981801,0.20168308755356726,-0.4099469550865298,0.37424139548996105,0.6924084614485422,1.2852722830257843,0.0,0.0,0.0,True
D,30,31,observable,feature,49152,0.03687404329473062,0.037698148090846005,0.03741469340690797,-0.4967278974575248,0.4850586708849392,0.518025949952545,1.0223491844799444,0.0,0.0,0.0,True
B,31,32,state,theta,55732739,0.0012391905188132572,0.09472890435583627,0.09495732342226444,0.17801077167756407,0.19063254134563687,0.999917543948833,76.44418103404782,0.0,0.0,0.0,True
B,31,32,state,EMA,55732771,1.2401473651868709e-05,0.001169964322858845,0.0011700870064522114,0.004593244501847042,0.015191524858560413,0.9999438327300976,94.34074979327555,0.0,0.0,0.0,True
B,31,32,state,m,55732739,2.5071086576052157,12.734912083231233,13.156300233365146,0.07242364074695348,0.26066730725466314,0.9817719108603382,5.079521401914662,0.0,0.0,0.0,True
B,31,32,state,v,55732739,0.17191999475255001,14.187033737541224,14.221545056030394,0.19492568112210112,0.20654135662281475,0.9999297054989748,82.52113873061175,0.0,0.0,0.0,True
B,31,32,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,31,32,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,31,32,observable,residual,393216,0.1507811578054503,0.1970064380742215,0.1971555742683102,-0.38169132292649843,0.3833800292605401,0.7073326686126842,1.3065719944160046,0.0,0.0,0.0,True
B,31,32,observable,feature,49152,0.03537179542951934,0.03979627621721773,0.039413179730418996,-0.45518930335659796,0.4378473470055597,0.6012053191154901,1.125084993113071,0.0,0.0,0.0,True
C,31,32,state,theta,55732739,0.0011444098382998615,0.06421382164989503,0.06404225666153364,-0.1586263482391051,-0.14118169264842478,0.9998443439426299,56.1108612499271,0.0,0.0,0.0,True
C,31,32,state,EMA,55732771,1.1716965197077981e-05,0.0008437097697834515,0.0008436300523406015,-0.01374698777680748,0.00014046121799840737,0.9999035649165543,72.00753399812598,0.0,0.0,0.0,True
C,31,32,state,m,55732739,2.1731002684097804,9.391642470966968,9.039954252689428,-0.27450023869720175,-0.04479091600590416,0.9729170837295932,4.321771345525411,0.0,0.0,0.0,True
C,31,32,state,v,55732739,0.10365355009357255,5.791594549192446,5.793800106448126,0.012333596399777,0.030219326962903446,0.999839977875248,55.87454114175658,0.0,0.0,0.0,True
C,31,32,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,31,32,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,31,32,observable,residual,393216,0.15606376825607104,0.1929385755750058,0.17724426713424934,-0.5009123383126367,0.3352348494808044,0.647492358131112,1.236280385453914,0.0,0.0,0.0,True
C,31,32,observable,feature,49152,0.03447608811103851,0.0382600748331757,0.04076001240924422,-0.37566793240020013,0.4932040918717477,0.6209152696311463,1.1097568468310546,0.0,0.0,0.0,True
D,31,32,state,theta,55732739,0.000601132840860251,0.09114978708393105,0.09136462116602592,0.3545057049261611,0.3602516153939677,0.9999810751626901,151.63002399518078,0.0,0.0,0.0,True
D,31,32,state,EMA,55732771,8.735649429952222e-06,0.0010992394607145398,0.0010993486744813653,0.00852920162434279,0.01647455884036486,0.9999684307150919,125.83374247431904,0.0,0.0,0.0,True
D,31,32,state,m,55732739,1.3754565302038093,11.54643745712869,12.150644866375794,0.39120914174271787,0.484956023552244,0.994558622913537,8.394621860872467,0.0,0.0,0.0,True
D,31,32,state,v,55732739,0.1260243245067295,14.036267995749359,14.078907556858644,0.33436857105890255,0.34230718383383996,0.9999644157188133,111.37745074761216,0.0,0.0,0.0,True
D,31,32,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,31,32,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,31,32,observable,residual,393216,0.15310796062251514,0.1951469333589636,0.1965613181695103,-0.38301761932613465,0.3986707431468803,0.694459561284231,1.2745707836844276,0.0,0.0,0.0,True
D,31,32,observable,feature,49152,0.03581741751234136,0.03874567064459838,0.04101264113169081,-0.39706787426228796,0.4982063058805397,0.5979552678078677,1.0817550045658106,0.0,0.0,0.0,True
B,32,33,state,theta,55732739,0.001049787725020931,0.09780450927672985,0.09804377200108154,0.22282735149005545,0.23299090829234126,0.9999455212110919,93.16598674725387,0.0,0.0,0.0,True
B,32,33,state,EMA,55732771,1.1516691645134365e-05,0.0012369791728149189,0.0012370998214402621,0.005821322397835304,0.015130182613482401,0.9999566678053046,107.40750998030971,0.0,0.0,0.0,True
B,32,33,state,m,55732739,3.0055889532739037,12.361419543292737,13.379445708751044,0.23108698446715864,0.4381461120943588,0.9758230882848262,4.1128110781175815,0.0,0.0,0.0,True
B,32,33,state,v,55732739,0.3839308694023969,14.316981026462107,14.524992248449998,0.5323210488227917,0.5511301547330582,0.999749621972256,37.290518078806834,0.0,0.0,0.0,True
B,32,33,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,32,33,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,32,33,observable,residual,393216,0.15346781938335444,0.19437309790332355,0.18684633954108867,-0.4428713453207444,0.3606468512375125,0.67652702525531,1.2665397780741896,0.0,0.0,0.0,True
B,32,33,observable,feature,49152,0.036442151348397865,0.03888913203823677,0.038622390057759706,-0.4758335139658018,0.46443006164916983,0.5579337548357037,1.0671469877407904,0.0,0.0,0.0,True
C,32,33,state,theta,55732739,0.0008700452953016576,0.06573246237937838,0.06579000816869604,0.05955201437841148,0.07272450594288507,0.9999128615493204,75.55062102437778,0.0,0.0,0.0,True
C,32,33,state,EMA,55732771,1.0372179487815483e-05,0.0008891075831716549,0.0008891426789317459,-0.0024492053720333155,0.009216262601004846,0.9999319576494915,85.72042011190771,0.0,0.0,0.0,True
C,32,33,state,m,55732739,2.402804789580154,9.126008457135516,10.236770390142823,0.3587640169548549,0.5545585205166319,0.9757030757494899,3.7980648684865153,0.0,0.0,0.0,True
C,32,33,state,v,55732739,0.26564292449023047,5.958868020441191,6.16190863400023,0.7550687846477822,0.7732990606626249,0.9996004592797217,22.43187177628117,0.0,0.0,0.0,True
C,32,33,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,32,33,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,32,33,observable,residual,393216,0.15209367243238284,0.20768416302333137,0.19467831252318202,-0.4490003789112755,0.30225968048715723,0.7160224714531838,1.3655016655322247,0.0,0.0,0.0,True
C,32,33,observable,feature,49152,0.035932988150764116,0.03758013918280652,0.03788138787312149,-0.46966759290022514,0.4826331786247041,0.5465369748771778,1.0458395228677184,0.0,0.0,0.0,True
D,32,33,state,theta,55732739,0.0006909148652931877,0.09401043821747278,0.09425971880734202,0.3576015179088309,0.36398570572081296,0.9999765712721986,136.06660232672766,0.0,0.0,0.0,True
D,32,33,state,EMA,55732771,9.220025106605176e-06,0.0011642443732059102,0.0011643759038800837,0.010306906210830755,0.01822416849834716,0.9999686520993635,126.27344933929213,0.0,0.0,0.0,True
D,32,33,state,m,55732739,2.663421024724129,11.469062931992488,11.609556468734345,-0.06304091785012259,0.16713823442232187,0.9734358462709302,4.306139669818228,0.0,0.0,0.0,True
D,32,33,state,v,55732739,0.44319289516001387,13.986315128543993,14.356813184365151,0.8312034158764166,0.840622891065602,0.9998527105253203,31.558076136338475,0.0,0.0,0.0,True
D,32,33,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,32,33,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,32,33,observable,residual,393216,0.15447591163288427,0.2031566889620802,0.1975553704771599,-0.415949355780336,0.3541944598500843,0.7031068439157463,1.315135070669704,0.0,0.0,0.0,True
D,32,33,observable,feature,49152,0.035802511540707564,0.03972701725881342,0.03906911478220008,-0.46883030722617547,0.43966396294969234,0.5872084612515219,1.1096153747103379,0.0,0.0,0.0,True
B,33,34,state,theta,55732739,0.0010339732998362148,0.10090401251844627,0.10111300031325299,0.19720683793210475,0.20702515481104586,0.9999497474130524,97.58860556112025,0.0,0.0,0.0,True
B,33,34,state,EMA,55732771,1.1226198223205898e-05,0.0013057739476720115,0.001305870207332587,0.004276195642258385,0.012872598665339042,0.9999630482107756,116.31488431879103,0.0,0.0,0.0,True
B,33,34,state,m,55732739,2.74934018446796,12.216051107831056,13.143025898235274,0.23742505145975912,0.42986575474513755,0.979136269094367,4.443266488753937,0.0,0.0,0.0,True
B,33,34,state,v,55732739,0.4730532370636245,14.767774541917044,15.217505210353531,0.9491574362004513,0.9521926268043821,0.9999521162799829,31.217997013580977,0.0,0.0,0.0,True
B,33,34,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,33,34,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,33,34,observable,residual,393216,0.17411489145328768,0.2036389942447136,0.2086958654666237,-0.3981048093511966,0.445841264104521,0.6436304728757564,1.169566787452794,0.0,0.0,0.0,True
B,33,34,observable,feature,49152,0.03865008414201786,0.04012400103527406,0.037679802883225734,-0.5429459775599077,0.4475851221560966,0.5079403779613142,1.0381348948126572,0.0,0.0,0.0,True
C,33,34,state,theta,55732739,0.0009967860579543789,0.06741666734803055,0.06750714822777305,0.08344080411513924,0.09809460429129065,0.9998917411010848,67.63403923042841,0.0,0.0,0.0,True
C,33,34,state,EMA,55732771,1.0676753563945699e-05,0.0009355993772952727,0.0009356325462982041,-0.0025991248906850335,0.008812235067419618,0.999934889803575,87.62957501001951,0.0,0.0,0.0,True
C,33,34,state,m,55732739,2.2415510768362132,9.615887862370293,9.116667489778115,-0.33348539662236854,-0.10587279857522316,0.9727637124427042,4.289836605437705,0.0,0.0,0.0,True
C,33,34,state,v,55732739,0.33257909084873377,6.004110151240563,6.320548242765246,0.9488440965013062,0.9539589496051335,0.999861976442615,18.05317987946332,0.0,0.0,0.0,True
C,33,34,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,33,34,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,33,34,observable,residual,393216,0.1675009003267331,0.20688812079007918,0.20673042160636926,-0.40575146206482926,0.4041772961282404,0.6720074602752699,1.2351463209243414,0.0,0.0,0.0,True
C,33,34,observable,feature,49152,0.04077885541854754,0.03656225291579052,0.04128356012654859,-0.43440974967019175,0.6030452849925299,0.45653815910759815,0.8965983115642042,0.0,0.0,0.0,True
D,33,34,state,theta,55732739,0.0005763437937450226,0.09692381658347111,0.09711573112125749,0.3303427000781929,0.3356245037697901,0.9999843117817298,168.17014017565825,0.0,0.0,0.0,True
D,33,34,state,EMA,55732771,8.62374400350244e-06,0.0012310554235625947,0.0012311579306979257,0.008384529563068472,0.015388411286437335,0.9999754693544692,142.75185152326125,0.0,0.0,0.0,True
D,33,34,state,m,55732739,3.2090544826543423,10.759349775853511,11.84443432198285,0.20605390234230542,0.45811056426427993,0.9642155686268017,3.3528099426202345,0.0,0.0,0.0,True
D,33,34,state,v,55732739,0.717750126881658,14.160555480460227,14.843635951539556,0.94930756622762,0.953976009159659,0.999884472714412,19.72908809084057,0.0,0.0,0.0,True
D,33,34,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,33,34,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,33,34,observable,residual,393216,0.17568382380800482,0.21488030365803615,0.20586354987213173,-0.45904155829413823,0.3742519470686154,0.6520538846897073,1.2231080756351649,0.0,0.0,0.0,True
D,33,34,observable,feature,49152,0.043739914476138855,0.04326950961225926,0.037087485675913336,-0.6366752260902879,0.43657016284210715,0.4158111393355846,0.9892454096101123,0.0,0.0,0.0,True
B,34,35,state,theta,55732739,0.0009268923506465848,0.10396812635343795,0.10413504391872147,0.1757699903396555,0.18438911813787992,0.9999616103704002,112.16850185559467,0.0,0.0,0.0,True
B,34,35,state,EMA,55732771,1.0906651250242861e-05,0.001376311944169232,0.001376418998772614,0.005853641057512056,0.013777118284102401,0.9999686062297442,126.1901487992096,0.0,0.0,0.0,True
B,34,35,state,m,55732739,3.3214691574950788,12.470757024064673,11.692850520501176,-0.3600711681814477,-0.09996629053090654,0.964246632989842,3.754590644300797,0.0,0.0,0.0,True
B,34,35,state,v,55732739,0.7746858950883373,14.985170513966706,15.731661484630791,0.9617574189743069,0.9653643276222112,0.9999090328958882,19.343543762672933,0.0,0.0,0.0,True
B,34,35,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,34,35,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,34,35,observable,residual,393216,0.16706157909762753,0.20908453207129046,0.21169158564179447,-0.38380462926179154,0.41009645007114043,0.6847958751045197,1.2515416961856056,0.0,0.0,0.0,True
B,34,35,observable,feature,49152,0.03716262733700893,0.03697517414145698,0.03743319841754863,-0.49013365332164793,0.5086354080800813,0.5011733068725152,0.9949558680592726,0.0,0.0,0.0,True
C,34,35,state,theta,55732739,0.0007323529567105041,0.06915515369124692,0.06923178613232159,0.09940164949274935,0.10986989834419235,0.9999446013257631,94.42872191281893,0.0,0.0,0.0,True
C,34,35,state,EMA,55732771,9.661115931771288e-06,0.0009831085252394447,0.0009831670125947007,0.0011405172114855664,0.010966975078943146,0.999951718593437,101.75931353917618,0.0,0.0,0.0,True
C,34,35,state,m,55732739,1.6750248717751708,7.254744982690931,7.68051077126706,0.14620014040002327,0.3561832914869599,0.9764498843194486,4.33112672231693,0.0,0.0,0.0,True
C,34,35,state,v,55732739,0.14616901925627013,5.676887856094871,5.782036282330457,0.7131499553470294,0.7254609164523896,0.9998429624728173,38.83783229154665,0.0,0.0,0.0,True
C,34,35,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,34,35,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,34,35,observable,residual,393216,0.16237111081101388,0.1994572552820515,0.19940494212654047,-0.4073544907223448,0.4068169088469146,0.6685624373592975,1.2284035890731986,0.0,0.0,0.0,True
C,34,35,observable,feature,49152,0.036329585510693575,0.03780355115345436,0.03828583535521148,-0.4671450045496304,0.4876436745314377,0.5441272619885387,1.040572046777878,0.0,0.0,0.0,True
D,34,35,state,theta,55732739,0.0006618494024108654,0.0996840342796854,0.09986372292095913,0.26841971441021895,0.2745642623069872,0.9999796200898947,150.61437528926433,0.0,0.0,0.0,True
D,34,35,state,EMA,55732771,9.13768802037852e-06,0.0012995496948939637,0.0012996300478276684,0.005278132435237243,0.012308797755899688,0.9999752829613061,142.21865443378653,0.0,0.0,0.0,True
D,34,35,state,m,55732739,3.5192763682016848,10.61363327916196,10.02078624042054,-0.32954269050729107,0.002158623166880514,0.9434271173266038,3.015856718460966,0.0,0.0,0.0,True
D,34,35,state,v,55732739,0.852951956490862,14.630508227971191,15.453826535714686,0.9632672559244136,0.9671417907718236,0.9998901490724473,17.152792858536497,0.0,0.0,0.0,True
D,34,35,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,34,35,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,34,35,observable,residual,393216,0.17085299323496686,0.20778454253707154,0.21553591823516274,-0.364915259285473,0.440897479165655,0.6747723507148964,1.2161598026633007,0.0,0.0,0.0,True
D,34,35,observable,feature,49152,0.03737216067100727,0.03832629233970817,0.038244593027131873,-0.4897362888198289,0.48640560727467147,0.5235717648585047,1.0255305460420194,0.0,0.0,0.0,True
B,35,36,state,theta,55732739,0.001047668681394442,0.10686255391139694,0.10706017070826493,0.18389774248322888,0.19334408832672148,0.9999537373099959,102.00033255662791,0.0,0.0,0.0,True
B,35,36,state,EMA,55732771,1.1368059629965693e-05,0.0014485809030667688,0.0014486960320596403,0.0062039509573937595,0.014050555851575022,0.9999692122381371,127.42551941303816,0.0,0.0,0.0,True
B,35,36,state,m,55732739,2.518376930568056,11.071804189874088,11.794412274518152,0.1825682170031837,0.3849056972791984,0.9777155069221929,4.396404706334681,0.0,0.0,0.0,True
B,35,36,state,v,55732739,0.1646419476837853,15.672691067130595,15.727760756542128,0.3298166523226595,0.33913005995550993,0.999951167022027,95.19257569299343,0.0,0.0,0.0,True
B,35,36,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,35,36,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,35,36,observable,residual,393216,0.16848928704428717,0.20902720190762789,0.210193001445675,-0.39609353664755104,0.4076965588566527,0.6769477734100818,1.2405963938388878,0.0,0.0,0.0,True
B,35,36,observable,feature,49152,0.03890390351549364,0.04016202481000614,0.03849884368182731,-0.5262027401502654,0.4615862272994379,0.5114617036382962,1.0323392045739435,0.0,0.0,0.0,True
C,35,36,state,theta,55732739,0.001005591950413007,0.07116879969441108,0.07118838889310013,0.012418109894645365,0.0265404787980998,0.999900241493733,70.7730403621283,0.0,0.0,0.0,True
C,35,36,state,EMA,55732771,1.1017022613232065e-05,0.0010317966241517945,0.0010318532894321086,-0.0001951860159568532,0.010481752058801546,0.9999429999887895,93.6547613973805,0.0,0.0,0.0,True
C,35,36,state,m,55732739,2.143839296548321,8.315091072888823,8.403133134873098,-0.08762766793346205,0.16841423722106702,0.9671668060547642,3.878598123598396,0.0,0.0,0.0,True
C,35,36,state,v,55732739,0.11786578326904934,5.780508536417045,5.760319822622408,-0.1811816135087322,-0.16135494362826067,0.9997975114175193,49.04314361719397,0.0,0.0,0.0,True
C,35,36,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,35,36,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,35,36,observable,residual,393216,0.16984854376979444,0.20652483861859242,0.2066188155713596,-0.41065266802792977,0.4115722352868788,0.6619730181912189,1.215935291729716,0.0,0.0,0.0,True
C,35,36,observable,feature,49152,0.038139361209094474,0.03924929989027644,0.03736901464450021,-0.5339798906019141,0.45976658766440254,0.5053290311200777,1.029102183308652,0.0,0.0,0.0,True
D,35,36,state,theta,55732739,0.0006002489305133163,0.10232182596569168,0.10252894071353136,0.34246416379374367,0.347626799317932,0.999984872566003,170.46565310526898,0.0,0.0,0.0,True
D,35,36,state,EMA,55732771,8.65813359950476e-06,0.0013695664879227914,0.001369664584305982,0.008169471533142765,0.014490239627092952,0.9999800213807577,158.18264666199306,0.0,0.0,0.0,True
D,35,36,state,m,55732739,1.4226630475333595,10.091632214106829,10.75563946096827,0.4116032496535446,0.5184639817469401,0.9927075918062028,7.093480238770448,0.0,0.0,0.0,True
D,35,36,state,v,55732739,0.1317384907575304,15.469179415089178,15.51404811922179,0.3368250245570909,0.3443424428021536,0.9999680364696383,117.42338420713182,0.0,0.0,0.0,True
D,35,36,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,35,36,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,35,36,observable,residual,393216,0.16924396419934684,0.21589900541181828,0.21738502479278568,-0.383141143265612,0.3980226904701934,0.6948715976257499,1.2756673860316696,0.0,0.0,0.0,True
D,35,36,observable,feature,49152,0.033283748893494905,0.03855797804932711,0.03766197833417692,-0.45821376850397477,0.4146344179548387,0.6188444439135747,1.1584625930423067,0.0,0.0,0.0,True
B,36,37,state,theta,55732739,0.0011346950726718002,0.10995420029279158,0.1101844598936116,0.19797903791392696,0.20786344901402748,0.9999490512363347,96.90198092945698,0.0,0.0,0.0,True
B,36,37,state,EMA,55732771,1.1885553365056365e-05,0.0015226468770811372,0.0015227448930762784,0.00434399005257402,0.012149058149396144,0.9999695383844237,128.10904383785217,0.0,0.0,0.0,True
B,36,37,state,m,55732739,5.183767418993274,11.637023044463634,13.270631837464409,0.11453158120345465,0.49105228361318487,0.9216387187400701,2.244896829635082,0.0,0.0,0.0,True
B,36,37,state,v,55732739,0.9300060895390538,15.856343035890069,16.66647670376731,0.8640330775031875,0.8778346630081876,0.9996053368475522,17.049719581673997,0.0,0.0,0.0,True
B,36,37,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,36,37,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,36,37,observable,residual,393216,0.16733263438266313,0.2173581340656272,0.21678945847027611,-0.3883178202249527,0.38253058123444705,0.7028934492704828,1.2989584181682319,0.0,0.0,0.0,True
B,36,37,observable,feature,49152,0.037418365535550904,0.038620906810223114,0.03754371635410378,-0.5128177552202466,0.4691298707469792,0.5175860697697605,1.0321377285581779,0.0,0.0,0.0,True
C,36,37,state,theta,55732739,0.0009322140357107227,0.07310846448339127,0.07309687825695114,-0.01880328904934214,-0.006053138854558014,0.9999187042775163,78.42454810032244,0.0,0.0,0.0,True
C,36,37,state,EMA,55732771,1.071575149218242e-05,0.0010815670579975678,0.0010815583002867228,-0.005771079415119281,0.004136570452573374,0.9999509192042665,100.93245058796066,0.0,0.0,0.0,True
C,36,37,state,m,55732739,3.10745560351316,11.367577680169209,12.085187089130276,0.10153995861699515,0.35263988379345135,0.9667296424448547,3.6581625389329773,0.0,0.0,0.0,True
C,36,37,state,v,55732739,0.48768645443997977,5.376688799058365,4.936910105286826,-0.9102378653081501,-0.8925378802669417,0.9991630425975989,11.024888532597293,0.0,0.0,0.0,True
C,36,37,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,36,37,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,36,37,observable,residual,393216,0.16012206693259048,0.19660159502462035,0.1953495974199095,-0.41501886347679434,0.4019905720048552,0.6662307908879118,1.2278232400496512,0.0,0.0,0.0,True
C,36,37,observable,feature,49152,0.036330010257667716,0.03779936932537185,0.0372269184836986,-0.4962013627564085,0.47207537993725973,0.5311309539418637,1.0404447743692562,0.0,0.0,0.0,True
D,36,37,state,theta,55732739,0.0007671496074237659,0.10512994717792395,0.10541162302795917,0.36401529877969024,0.37032025139898445,0.9999770266654606,137.0396936406841,0.0,0.0,0.0,True
D,36,37,state,EMA,55732771,9.64532384314074e-06,0.00144118872046839,0.0014413293226364634,0.011231639310406206,0.017922507593487035,0.999977611383375,149.41838593561477,0.0,0.0,0.0,True
D,36,37,state,m,55732739,3.0250368831157526,10.811449747618163,12.322977287776883,0.3947018561576072,0.591767394839604,0.9742318873083808,3.5739893976044668,0.0,0.0,0.0,True
D,36,37,state,v,55732739,0.5765580663317522,15.952706217722548,16.423112232258806,0.8098450134366516,0.8217551860277362,0.9997879001548826,27.668863119405813,0.0,0.0,0.0,True
D,36,37,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,36,37,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,36,37,observable,residual,393216,0.16500924489134605,0.22884986169924812,0.2155937442843005,-0.4385274456711177,0.2998802206103446,0.7258502770774582,1.3868911517650986,0.0,0.0,0.0,True
D,36,37,observable,feature,49152,0.03568299353665351,0.03777650819012759,0.03709625186875734,-0.49118302164711747,0.46171279398107323,0.5458672125426747,1.058669815673498,0.0,0.0,0.0,True
B,37,38,state,theta,55732739,0.0010519743213108514,0.11318194408592758,0.11340310333571274,0.2057906832664525,0.21466576497570158,0.9999587953478656,107.59002552922874,0.0,0.0,0.0,True
B,37,38,state,EMA,55732771,1.153470149895834e-05,0.0015985886059738412,0.001598719499960518,0.00774053130602009,0.014954860217528045,0.9999739733776816,138.58950802655832,0.0,0.0,0.0,True
B,37,38,state,m,55732739,4.785204152911576,12.620863899900986,12.946641236333525,-0.12061634687289116,0.2520284292553412,0.9302559510289297,2.6374765833599327,0.0,0.0,0.0,True
B,37,38,state,v,55732739,1.1918807375898262,16.72179366866349,17.86811205433687,0.9591000764060259,0.9642739126805987,0.9998217226770004,14.029754103147633,0.0,0.0,0.0,True
B,37,38,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,37,38,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,37,38,observable,residual,393216,0.17416145539217814,0.2423235041928522,0.23714003243153653,-0.3888014618668524,0.33712453311896884,0.7363129453308367,1.391372756085359,0.0,0.0,0.0,True
B,37,38,observable,feature,49152,0.03500886686369063,0.03871710079145131,0.0394855425856317,-0.4299434163510977,0.46504880206170013,0.5993400981681565,1.105922706444597,0.0,0.0,0.0,True
C,37,38,state,theta,55732739,0.0008463418677001331,0.074935286802933,0.07501340828041242,0.08670583474161228,0.09789807755566476,0.9999368286354084,88.54021012402907,0.0,0.0,0.0,True
C,37,38,state,EMA,55732771,1.0291029780221026e-05,0.0011323186920391048,0.0011323753295813164,0.0009594926757161727,0.010047447144592749,0.9999587032909583,110.0296779060322,0.0,0.0,0.0,True
C,37,38,state,m,55732739,1.9536549490034494,12.068816839183446,11.864630799990772,-0.1845689077343123,-0.023083178673400227,0.9868181384257864,6.177558040809456,0.0,0.0,0.0,True
C,37,38,state,v,55732739,0.28884831949275724,5.3742263269693415,5.114834436145709,-0.9032226968907809,-0.892555748235342,0.99970625299416,18.60570397780728,0.0,0.0,0.0,True
C,37,38,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,37,38,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,37,38,observable,residual,393216,0.17061479946001906,0.19353947895425863,0.19968689032370152,-0.40417201990132806,0.46268213787422346,0.6238854770560552,1.1343651287390906,0.0,0.0,0.0,True
C,37,38,observable,feature,49152,0.03445311788150707,0.03997126625685933,0.04092771104313982,-0.402880665140692,0.44833847478268807,0.6374842507338402,1.1601639768664933,0.0,0.0,0.0,True
