arm,k,next_k,space,block,coordinate_count,b_norm,R_norm,delta_norm,cos_b_R,cos_b_delta,cos_R_delta,R_over_b_diagnostic,closure_l2,closure_relative,closure_max_abs,closure_pass
D,15,16,state,EMA,55732771,9.12541949835536e-06,0.00030372220843339763,0.00030381367306555885,-0.004998071409464716,0.025039670318996267,0.9995488217199956,33.28309547721465,0.0,0.0,0.0,True
D,15,16,state,m,55732739,1.642975372581386,9.739827307828039,10.391200807238791,0.32537361810041016,0.46308971529549925,0.9887604271969501,5.928163909435331,0.0,0.0,0.0,True
D,15,16,state,v,55732739,0.17977810304680286,8.316129835233577,8.386745935816439,0.38365459851060973,0.40186021872347905,0.99980404740408,46.257746045237674,0.0,0.0,0.0,True
D,15,16,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,15,16,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,15,16,observable,residual,393216,0.16004866413740748,0.17727635336374611,0.18278280453965232,-0.416470888549389,0.47169767391608663,0.6052032316601181,1.1076403187692216,0.0,0.0,0.0,True
D,15,16,observable,feature,49152,0.036799110616750424,0.03853863766021294,0.039093684340598935,-0.4622396178599015,0.4856289651916071,0.5506933202707737,1.047270899060009,0.0,0.0,0.0,True
B,16,17,state,theta,55732739,0.0012507126776418825,0.04914621707981065,0.049262250742304454,0.08015915047590674,0.10535920729677171,0.9996797223730787,39.29457017455989,0.0,0.0,0.0,True
B,16,17,state,EMA,55732771,1.2424018486492612e-05,0.0003760540159190583,0.0003760756672119335,-0.014776181465271656,0.018260623340617278,0.9994542831072242,30.268307820686527,0.0,0.0,0.0,True
B,16,17,state,m,55732739,5.226876223877599,9.519990186902627,11.486308704254325,0.14052343979952622,0.5715202473504354,0.8927575496460569,1.8213536688343746,0.0,0.0,0.0,True
B,16,17,state,v,55732739,0.5922346923322168,8.301726510232658,8.811604456404718,0.8517083409331975,0.8696355406277738,0.9993796000547064,14.017629527139835,0.0,0.0,0.0,True
B,16,17,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,16,17,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,16,17,observable,residual,393216,0.15677467424223288,0.17173118703912996,0.17940099248230953,-0.4064387504800349,0.48481596428276386,0.6020696030645049,1.0954013323209828,0.0,0.0,0.0,True
B,16,17,observable,feature,49152,0.03450496188244141,0.037760392698798856,0.03721255239657421,-0.47265554849017916,0.4476259135000791,0.5764568575144446,1.094346744316041,0.0,0.0,0.0,True
C,16,17,state,theta,55732739,0.00114194362256169,0.03367885169123765,0.03351844312647685,-0.1570886778479837,-0.12377134121053757,0.9994338087538035,29.492569533062266,0.0,0.0,0.0,True
C,16,17,state,EMA,55732771,1.1719047865468615e-05,0.0002896311861606574,0.0002895114186260275,-0.030448774269970013,0.010017336346464826,0.9991811614560493,24.71456636115342,0.0,0.0,0.0,True
C,16,17,state,m,55732739,4.442929065080073,14.557281385127233,12.1196376767055,-0.6553217045941355,-0.4205384288240079,0.9608978294121594,3.276505470128381,0.0,0.0,0.0,True
C,16,17,state,v,55732739,0.3951574436649975,3.0071373509571457,2.7229272307344794,-0.7509478667939284,-0.6842070232960581,0.9953974094482408,7.60997268093096,0.0,0.0,0.0,True
C,16,17,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,16,17,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,16,17,observable,residual,393216,0.15384689824521824,0.17625551220380267,0.17035094418809066,-0.47416810080546534,0.4125140433002622,0.6064317467708995,1.1456552859640179,0.0,0.0,0.0,True
C,16,17,observable,feature,49152,0.035552491416645245,0.037769455776912556,0.03689511506822366,-0.4949596551159731,0.45692050506452747,0.5467500738109895,1.0623574965334035,0.0,0.0,0.0,True
D,16,17,state,theta,55732739,0.0006822609167159418,0.04501481692903498,0.045282958138431834,0.38661094089054177,0.3993882552543852,0.9999034587263693,65.97888846647334,0.0,0.0,0.0,True
D,16,17,state,EMA,55732771,9.182044545003282e-06,0.0003386180161164583,0.00033878613520315823,0.004755977571158325,0.031856392908084605,0.999632660620212,36.87828069846695,0.0,0.0,0.0,True
D,16,17,state,m,55732739,2.37655792914377,9.575974214418151,10.560926207955447,0.311669335660714,0.50763496925271,0.9768721267630986,4.029346012141264,0.0,0.0,0.0,True
D,16,17,state,v,55732739,0.36684366030987237,7.966621374132037,8.260133636271561,0.7918169548779687,0.8080921969748861,0.9996320601759604,21.716666351553254,0.0,0.0,0.0,True
D,16,17,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,16,17,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,16,17,observable,residual,393216,0.1487336353989804,0.16977488710402883,0.1792556864573159,-0.37250860403156505,0.47692227172162294,0.6380290102330929,1.1414693566025258,0.0,0.0,0.0,True
D,16,17,observable,feature,49152,0.0365862573206162,0.03869344190240109,0.040827596518990275,-0.41282997260619514,0.5048654958275839,0.5777841535196819,1.057594975165648,0.0,0.0,0.0,True
B,17,18,state,theta,55732739,0.0011261449902590906,0.0522421305174944,0.052371267707929964,0.10403550239197254,0.12528207873952493,0.9997712843104235,46.390234800471944,0.0,0.0,0.0,True
B,17,18,state,EMA,55732771,1.177121449355593e-05,0.0004159935043568758,0.00041606920670923895,-0.0077165880563711915,0.02057629800104496,0.9995997397479848,35.339896710284954,0.0,0.0,0.0,True
B,17,18,state,m,55732739,4.5384833654142716,12.26977224413152,10.92782430908206,-0.46445831986206293,-0.10617982165222911,0.9299047640310092,2.7034961365362498,0.0,0.0,0.0,True
B,17,18,state,v,55732739,0.758141735991458,8.270801909460335,8.9570315251535,0.8968645273795145,0.9127946640144344,0.9992989657411758,10.909308268913879,0.0,0.0,0.0,True
B,17,18,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,17,18,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,17,18,observable,residual,393216,0.1759957691427453,0.1912480957385861,0.18576970158930364,-0.4908063889516961,0.4421064424217739,0.5645067355854387,1.0866630298565305,0.0,0.0,0.0,True
B,17,18,observable,feature,49152,0.03606010792368482,0.037098108224989136,0.038049585017455714,-0.4592858421699929,0.499912733238242,0.539722343334296,1.0287852799415096,0.0,0.0,0.0,True
C,17,18,state,theta,55732739,0.0010434866878398562,0.036056648644110394,0.03600536653095733,-0.06358011386712932,-0.034689249380251974,0.9995816487726714,34.554009231063624,0.0,0.0,0.0,True
C,17,18,state,EMA,55732771,1.1131032232210518e-05,0.00031793160676845674,0.00031789449783279765,-0.02083902036988466,0.014173409836436723,0.999387058055128,28.562634635846216,0.0,0.0,0.0,True
C,17,18,state,m,55732739,2.535221081283322,10.5961479473118,11.417496131571765,0.21690187381588266,0.4233454840347883,0.976224736311365,4.179575511398028,0.0,0.0,0.0,True
C,17,18,state,v,55732739,0.238162771553589,3.1681953169815213,2.993552279506331,-0.7506683195257647,-0.7149035270321895,0.9986176256052481,13.302647161496632,0.0,0.0,0.0,True
C,17,18,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,17,18,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,17,18,observable,residual,393216,0.1628845301487372,0.18663520078450138,0.18426682143232803,-0.4508193846068374,0.4273464054624402,0.614346610317191,1.145812930264626,0.0,0.0,0.0,True
C,17,18,observable,feature,49152,0.035832548685189,0.03838746905594112,0.038860480208164176,-0.45344001884751683,0.47416125313560753,0.5697190921517014,1.071301664673609,0.0,0.0,0.0,True
D,17,18,state,theta,55732739,0.0005964584220460806,0.04824450625703533,0.04841689683341547,0.2833583861950395,0.29466869607326024,0.9999302086523982,80.8849443210781,0.0,0.0,0.0,True
D,17,18,state,EMA,55732771,8.746472700518164e-06,0.0003757211826686685,0.00037581860317445606,-0.0004998727384633222,0.022773380167308926,0.9997291442515394,42.95688050868893,0.0,0.0,0.0,True
D,17,18,state,m,55732739,3.093405211332568,9.815066130274552,10.326470885869186,0.012043386047605487,0.3110076886206143,0.9540840537223896,3.1729002376789968,0.0,0.0,0.0,True
D,17,18,state,v,55732739,0.6009856118038567,8.145670522637262,8.69377598790092,0.9058047547488721,0.9178258921015756,0.9995709757691875,13.553852808868509,0.0,0.0,0.0,True
D,17,18,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,17,18,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,17,18,observable,residual,393216,0.16205335530030618,0.1829050686568181,0.2033624759539992,-0.30970010219910327,0.5183239255426795,0.6526136512452102,1.1286719014109332,0.0,0.0,0.0,True
D,17,18,observable,feature,49152,0.035801748183624145,0.037867795759215346,0.0389023190934221,-0.44342965848275107,0.4886609560979895,0.5653194797012513,1.057708008139564,0.0,0.0,0.0,True
B,18,19,state,theta,55732739,0.0014484711737147973,0.05533023903443805,0.05550328103407642,0.10656275316648957,0.13232756049277938,0.9996632825458815,38.19906121606568,0.0,0.0,0.0,True
B,18,19,state,EMA,55732771,1.3209064759198489e-05,0.00045787838387694504,0.00045794542373106057,-0.009348543492117153,0.019497014951432457,0.9995839561645694,34.66395178039301,0.0,0.0,0.0,True
B,18,19,state,m,55732739,3.9418314611669687,10.10670342869426,11.471331010287981,0.17455223616481635,0.49741212591483946,0.9410206117445808,2.5639613281949396,0.0,0.0,0.0,True
B,18,19,state,v,55732739,0.8287739083600022,8.786922063523315,9.437147081094462,0.7664315888797868,0.8014443858802165,0.9984077270349233,10.602315028125208,0.0,0.0,0.0,True
B,18,19,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,18,19,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,18,19,observable,residual,393216,0.1561289634220414,0.18144292870680517,0.1748761690330652,-0.4715413543944575,0.40354909113427617,0.6165600860926134,1.1621349731012822,0.0,0.0,0.0,True
B,18,19,observable,feature,49152,0.03602562049006891,0.03848917533624812,0.03916951167724827,-0.4489450872291515,0.4785889205314659,0.5697198930312921,1.0683834119348015,0.0,0.0,0.0,True
C,18,19,state,theta,55732739,0.0013996345365165951,0.03839981148288809,0.03821637606642276,-0.14897097263206635,-0.11306207374208736,0.999344011537742,27.435598708829655,0.0,0.0,0.0,True
C,18,19,state,EMA,55732771,1.2657490173873194e-05,0.000347783006323241,0.00034767493937083873,-0.026733856309243232,0.009663938568915023,0.9993375519916434,27.47645872489896,0.0,0.0,0.0,True
C,18,19,state,m,55732739,4.37821507928485,10.65517465008511,12.122633521286717,0.1528031282533748,0.4954665244443012,0.9341352760092312,2.4336800401833063,0.0,0.0,0.0,True
C,18,19,state,v,55732739,1.1389725879771624,3.0145283620936323,4.050090321460417,0.8764602976552304,0.933580911386802,0.9907908952821268,2.6467084404967935,0.0,0.0,0.0,True
C,18,19,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,18,19,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,18,19,observable,residual,393216,0.15234317832467337,0.17414890943195382,0.17055215969053591,-0.4607591474367254,0.42275908683067726,0.6095226038644227,1.14313559259482,0.0,0.0,0.0,True
C,18,19,observable,feature,49152,0.03429611860543,0.0374003623358486,0.03829182029369428,-0.43219706985950684,0.473516052596179,0.5896214960234113,1.0905129751308684,0.0,0.0,0.0,True
D,18,19,state,theta,55732739,0.0007051927951050036,0.05155460984533173,0.05180100201167028,0.34339253269973946,0.35537267866156513,0.99991825975905,73.1071136903139,0.0,0.0,0.0,True
D,18,19,state,EMA,55732771,9.440964222764202e-06,0.0004148080428031859,0.0004149308716736036,0.0016322107755940638,0.02438482906615289,0.9997411153659219,43.9370421299759,0.0,0.0,0.0,True
D,18,19,state,m,55732739,4.575562573988973,10.593284791673815,11.108215949184892,-0.10069059375551664,0.3158849678963555,0.912168860029846,2.3151873939817182,0.0,0.0,0.0,True
D,18,19,state,v,55732739,1.517968795304971,7.724461571147448,9.189707915658193,0.9585609058175979,0.9709052515907142,0.9988921518318313,5.088682715375284,0.0,0.0,0.0,True
D,18,19,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,18,19,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,18,19,observable,residual,393216,0.1541331804126655,0.1802938061869255,0.18497275971989885,-0.3966995485890882,0.4466101333515249,0.6441448096197859,1.16972741173717,0.0,0.0,0.0,True
D,18,19,observable,feature,49152,0.03587871085102411,0.03721962003846109,0.03793552122120385,-0.4618412613491154,0.4926558007875803,0.5443275932083961,1.0373733937377156,0.0,0.0,0.0,True
B,19,20,state,theta,55732739,0.0012845549382853234,0.05842956430528336,0.05836458744711326,-0.06154737944889763,-0.03960675005439537,0.9997586870282903,45.48623228468339,0.0,0.0,0.0,True
B,19,20,state,EMA,55732771,1.2604048524485176e-05,0.0005016143939576231,0.0005015143964998805,-0.020496449860906818,0.004631440822903964,0.9996842746848569,39.79787867233017,0.0,0.0,0.0,True
B,19,20,state,m,55732739,2.7946636593026204,11.07676034611103,11.751969509844754,0.12282056692831092,0.35356776932242906,0.9717522251528878,3.9635396943885266,0.0,0.0,0.0,True
B,19,20,state,v,55732739,0.20067774323479912,9.436533356197339,9.514125814894907,0.3776086516904213,0.395621673891196,0.9998092513504961,47.02331810237823,0.0,0.0,0.0,True
B,19,20,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,19,20,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,19,20,observable,residual,393216,0.16545192978590625,0.19550810645709218,0.18841746004971804,-0.46521225259872767,0.3953941591189708,0.6291234446813232,1.1816610825275864,0.0,0.0,0.0,True
B,19,20,observable,feature,49152,0.04026044451376129,0.03863879507979308,0.03873305038294055,-0.5186407362586812,0.5220552263638671,0.4584737922654151,0.9597210251016002,0.0,0.0,0.0,True
C,19,20,state,theta,55732739,0.0011826128927490567,0.040671468048771336,0.04077326800867705,0.07164966605563057,0.10047538979617586,0.9995814379886455,34.391192839296714,0.0,0.0,0.0,True
C,19,20,state,EMA,55732771,1.1925362475686865e-05,0.0003789966566111388,0.0003790731756170136,-0.009315666134804498,0.022145476642672732,0.9995050778759812,31.780724265935554,0.0,0.0,0.0,True
C,19,20,state,m,55732739,2.436744666146318,10.269349707734417,10.244139622737958,-0.1289747306655196,0.10857505797875536,0.9717820712460036,4.214372498853262,0.0,0.0,0.0,True
C,19,20,state,v,55732739,0.12160097545317412,3.996004261802164,4.012229711616223,0.11848747872747446,0.1483158961949474,0.9995470705935531,32.86161354306683,0.0,0.0,0.0,True
C,19,20,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,19,20,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,19,20,observable,residual,393216,0.1577429617798343,0.19101610154587131,0.17730416330870288,-0.4967107636682797,0.35455009591961045,0.6354248678343558,1.2109326425129328,0.0,0.0,0.0,True
C,19,20,observable,feature,49152,0.03930921474364967,0.04056511268264112,0.03918392636948618,-0.5190582521911695,0.46584301130360356,0.5145308867897237,1.0319491993717411,0.0,0.0,0.0,True
D,19,20,state,theta,55732739,0.0006301571095038102,0.05497114224948629,0.05515143927392916,0.28085189944392513,0.2913597004252658,0.9999398709565107,87.23402691238527,0.0,0.0,0.0,True
D,19,20,state,EMA,55732771,8.922278875202152e-06,0.0004561046705115401,0.00045618648755104655,-0.0006101618217581053,0.018948349971815437,0.9998087162250083,51.11975055825703,0.0,0.0,0.0,True
D,19,20,state,m,55732739,1.5571217941248283,10.216598433323568,11.000904970877253,0.4468180217740689,0.5565071338739438,0.9919500751914525,6.5612070114693575,0.0,0.0,0.0,True
D,19,20,state,v,55732739,0.18067302082219527,9.121896018045199,9.211767740731982,0.48997460854823355,0.5048076093929036,0.9998538250125165,50.48842365359175,0.0,0.0,0.0,True
D,19,20,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,19,20,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,19,20,observable,residual,393216,0.15488675462191334,0.1774447715162021,0.17709162867403752,-0.43871425082935855,0.4350245418116161,0.6182886555320898,1.1456420011469286,0.0,0.0,0.0,True
D,19,20,observable,feature,49152,0.03624231784635287,0.0368832355430098,0.038641071144525065,-0.4416534387989281,0.5163601692128245,0.5402720633194,1.0176842358530724,0.0,0.0,0.0,True
B,20,21,state,theta,55732739,0.001316108047581134,0.06113077288386214,0.061421589897601304,0.21072834074878127,0.2311580408413111,0.999780602412787,46.44814154598779,0.0,0.0,0.0,True
B,20,21,state,EMA,55732771,1.2796197826879382e-05,0.0005466692464388949,0.000546828832119041,0.0007693719009464844,0.02416988462913355,0.9997261654172133,42.721224994707,0.0,0.0,0.0,True
B,20,21,state,m,55732739,5.7554449526411515,10.79379445432095,13.671181570683865,0.2999694664769729,0.6578256363481282,0.9158134680143826,1.8754057319873627,0.0,0.0,0.0,True
B,20,21,state,v,55732739,0.733346690541598,9.384085600315434,10.021603541662017,0.8597821830226358,0.8782642674958971,0.9993015566010764,12.796247288420995,0.0,0.0,0.0,True
B,20,21,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,20,21,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,20,21,observable,residual,393216,0.16033140183160832,0.1816825342131759,0.18383837324738164,-0.4277146285308536,0.44943350368366297,0.615249396733603,1.133168750086724,0.0,0.0,0.0,True
B,20,21,observable,feature,49152,0.03732965375530235,0.03772119366617957,0.0384807776086111,-0.4742572048314598,0.5051900479246975,0.5201905383113742,1.010488709952784,0.0,0.0,0.0,True
C,20,21,state,theta,55732739,0.0012009675484132378,0.0429083198409845,0.0428241173263548,-0.0840380146119005,-0.05615906670131077,0.9996094627327672,35.72812595783836,0.0,0.0,0.0,True
C,20,21,state,EMA,55732771,1.2033966369032869e-05,0.0004118028028908823,0.00041179021603286183,-0.015657249862410183,0.013565807959079046,0.9995730059787495,34.22003936711829,0.0,0.0,0.0,True
C,20,21,state,m,55732739,4.67582882465387,8.347694545853152,7.438174393579742,-0.4639856846849311,0.10790524835614394,0.8306039332056107,1.7852866002790626,0.0,0.0,0.0,True
C,20,21,state,v,55732739,0.44618163528565863,4.067062952589652,3.7086705520339054,-0.8227051565354354,-0.781900680332409,0.9976585864332393,9.115263002668852,0.0,0.0,0.0,True
C,20,21,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,20,21,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,20,21,observable,residual,393216,0.16575425385373785,0.18312963689407302,0.18223113820382447,-0.4579672519515589,0.4493572179902777,0.5883715473338651,1.1048261666675974,0.0,0.0,0.0,True
C,20,21,observable,feature,49152,0.038137445356181215,0.03804545046965527,0.03929913245428403,-0.46779466720892676,0.5175683340739456,0.5141323904431199,0.9975878067954796,0.0,0.0,0.0,True
D,20,21,state,theta,55732739,0.0006645997093271288,0.05826343388204794,0.05853044916855936,0.39698581629787555,0.4065295398773529,0.9999456927387699,87.66695661217864,0.0,0.0,0.0,True
D,20,21,state,EMA,55732771,9.174593017693538e-06,0.0004993316038930978,0.000499484462332758,0.007476735679307956,0.025842572511750747,0.999831301193419,54.42547728603531,0.0,0.0,0.0,True
D,20,21,state,m,55732739,2.485266983814257,10.32842176373882,11.290929163164312,0.28501886452398156,0.48083394632850257,0.977489945956885,4.155860046829779,0.0,0.0,0.0,True
D,20,21,state,v,55732739,0.41964788892884164,9.246832076213376,9.605643501665035,0.8489274638812802,0.8609040707050288,0.9997334059524777,22.034739885898325,0.0,0.0,0.0,True
D,20,21,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,20,21,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,20,21,observable,residual,393216,0.16351567817638074,0.17842452771542872,0.19519607035920988,-0.35083183400052476,0.5170118112602557,0.6201867805545072,1.0911768810509175,0.0,0.0,0.0,True
D,20,21,observable,feature,49152,0.036025984644904675,0.03749378424373159,0.03793266935825863,-0.4681723331486367,0.4869794957607821,0.5437902290432576,1.040742803098777,0.0,0.0,0.0,True
B,21,22,state,theta,55732739,0.0010023378754324159,0.06429803538300848,0.06448393603084394,0.17794069591690675,0.19297170432683944,0.9998830104177633,64.14806519734658,0.0,0.0,0.0,True
B,21,22,state,EMA,55732771,1.134620589947604e-05,0.0005938790883511798,0.0005939666421112774,-0.0018354868523458381,0.01726721319646579,0.9998175325613153,52.34164562257809,0.0,0.0,0.0,True
B,21,22,state,m,55732739,2.7441742317850792,11.83499407084476,11.995013635860431,-0.057228069704234046,0.17231163122402854,0.9735670697126227,4.312770644721827,0.0,0.0,0.0,True
B,21,22,state,v,55732739,0.26324690748059487,10.195816532852453,10.389349974983405,0.7292463025852391,0.7410000081273606,0.9998496914448458,38.731002124323275,0.0,0.0,0.0,True
B,21,22,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,21,22,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,21,22,observable,residual,393216,0.16204145236975165,0.18086874587339508,0.18557700468711913,-0.41851908623337036,0.46527548100163835,0.6091881129684235,1.1161881310510762,0.0,0.0,0.0,True
B,21,22,observable,feature,49152,0.036116978419939924,0.03932025505090668,0.03822091473251617,-0.48927965596912176,0.44160056540078124,0.5664163829270312,1.0886917115192076,0.0,0.0,0.0,True
C,21,22,state,theta,55732739,0.0008454283635902544,0.04480031854916268,0.04484985169037363,0.049186272908127236,0.06798214360148769,0.9998227492244576,52.991265113120356,0.0,0.0,0.0,True
C,21,22,state,EMA,55732771,1.0391313144817354e-05,0.00044574751096564976,0.000445774376816212,-0.009070560604295008,0.014240686909214265,0.9997282910537263,42.896167669431215,0.0,0.0,0.0,True
C,21,22,state,m,55732739,2.522734153413164,7.522107720922068,7.956284140586244,0.009384483901233712,0.32594678701764157,0.9484053291258978,2.981728261277527,0.0,0.0,0.0,True
C,21,22,state,v,55732739,0.37657339089085506,3.873053832631684,4.221492635073434,0.918295075075345,0.9317035444335914,0.9993762130104468,10.284990725099423,0.0,0.0,0.0,True
C,21,22,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,21,22,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,21,22,observable,residual,393216,0.15259824350547357,0.17987790672679402,0.17692713220311812,-0.4433500034378811,0.4117478875773396,0.6342920588075293,1.178767871730725,0.0,0.0,0.0,True
C,21,22,observable,feature,49152,0.03617274261141407,0.03774581432445602,0.037364631896911416,-0.48964692951355626,0.47345898052103363,0.5361739419236448,1.0434877645286862,0.0,0.0,0.0,True
D,21,22,state,theta,55732739,0.0005995489632609547,0.061607629325042094,0.06178880903853889,0.2977718450454058,0.3066019026914094,0.9999570972065519,102.75662723184006,0.0,0.0,0.0,True
D,21,22,state,EMA,55732771,8.743818302684046e-06,0.0005447205741476518,0.0005448129608961178,0.002540879550499499,0.018589659933224867,0.9998712039463385,62.2977920275907,0.0,0.0,0.0,True
D,21,22,state,m,55732739,2.9055372512305073,10.611107591301112,11.275013115894023,0.09873464977531846,0.3506178841967925,0.9665607199026637,3.6520294437138134,0.0,0.0,0.0,True
D,21,22,state,v,55732739,0.5163970100342193,9.646452504196333,10.1064528149204,0.8852609783150176,0.8960636493348868,0.9997175875181435,18.680302784009353,0.0,0.0,0.0,True
D,21,22,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,21,22,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,21,22,observable,residual,393216,0.16985222192080918,0.18363995377107936,0.1791131217143692,-0.48878298285867994,0.44715952007287046,0.5617627403977055,1.0811748689204577,0.0,0.0,0.0,True
D,21,22,observable,feature,49152,0.033415792374604514,0.04277674876234394,0.04043236769773881,-0.45881896709548137,0.3410388625975547,0.6787866005157472,1.2801356999947608,0.0,0.0,0.0,True
B,22,23,state,theta,55732739,0.001329072794996416,0.06745373742734817,0.06782060553025201,0.26693202457851617,0.2850849729326246,0.9998216469636526,50.75247772830236,0.0,0.0,0.0,True
B,22,23,state,EMA,55732771,1.2867568359383699e-05,0.0006427673201074586,0.0006429746890747009,0.006108722042121081,0.026119310046010372,0.9997997361778549,49.95250867571411,0.0,0.0,0.0,True
B,22,23,state,m,55732739,6.876968656760708,11.390663446712837,15.289004169489303,0.3620030276313445,0.7194990065574617,0.9078516015506922,1.6563494782711774,0.0,0.0,0.0,True
B,22,23,state,v,55732739,2.0920030327046537,10.423193914812586,12.463444611033653,0.9703581261393394,0.9793627948940545,0.9991769086437885,4.982399046208323,0.0,0.0,0.0,True
B,22,23,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,22,23,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
B,22,23,observable,residual,393216,0.17600964800356597,0.1920665116547056,0.22077614328636797,-0.2828948277873915,0.5511239731525645,0.6444278375189928,1.091227178926091,0.0,0.0,0.0,True
B,22,23,observable,feature,49152,0.03590956243822418,0.03756746929006762,0.03913979761523091,-0.4332321989558811,0.5016409461667785,0.5623506490193793,1.0461689516461128,0.0,0.0,0.0,True
C,22,23,state,theta,55732739,0.0010815363273614083,0.04667403316708287,0.04687961016761061,0.17891122576658253,0.2011971682151697,0.9997423611150947,43.15530785817626,0.0,0.0,0.0,True
C,22,23,state,EMA,55732771,1.147199555826279e-05,0.00048072650669412606,0.00048088262189270294,0.0016786472699923745,0.02553422651874828,0.9997154029729488,41.90434909538291,0.0,0.0,0.0,True
C,22,23,state,m,55732739,3.2820188095741347,7.188183461813066,7.554723643213242,-0.11376389764358805,0.32618837675086404,0.9020592323080424,2.190171317983941,0.0,0.0,0.0,True
C,22,23,state,v,55732739,0.7876316435952243,5.2136482803239526,4.483841278892624,-0.9372680408338304,-0.91416132078453,0.9981232685243546,6.61939921119183,0.0,0.0,0.0,True
C,22,23,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,22,23,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
C,22,23,observable,residual,393216,0.18550732262177375,0.19091054988908235,0.1839934368634508,-0.522460840413369,0.46612551917596046,0.5108347330836074,1.0291267600165042,0.0,0.0,0.0,True
C,22,23,observable,feature,49152,0.03491985400658403,0.0389588512096682,0.03839123261703161,-0.46429977329638566,0.43841437418658347,0.5924678464420459,1.1156647791918783,0.0,0.0,0.0,True
D,22,23,state,theta,55732739,0.0006921413460502232,0.06479157614730564,0.06501606374542895,0.31955838115984686,0.3291007068077464,0.9999491198043209,93.61032470758398,0.0,0.0,0.0,True
D,22,23,state,EMA,55732771,9.398999487686356e-06,0.0005919531712078621,0.0005920582740081991,0.0032443597625728786,0.019118909463165117,0.9998739835792079,62.98044509773416,0.0,0.0,0.0,True
D,22,23,state,m,55732739,4.500249720042939,10.432692270584289,12.355837794323168,0.2510495462825647,0.576195034249293,0.9357906856200101,2.3182474128312918,0.0,0.0,0.0,True
D,22,23,state,v,55732739,1.4828156728831237,10.4998216295076,11.94867706055921,0.9739001361907101,0.9799070916802206,0.9996032158823119,7.08100259629182,0.0,0.0,0.0,True
D,22,23,state,net_buffer,32,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
D,22,23,state,scaler,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True
