seed,AA,DA,A_startup_down5,D_startup_up5,M,C,H,S
301,9.147505076867596,8.326137325705659,8.474731017076026,9.247879276401788,-0.07639225854689657,0.10499461558670697,-0.09408153067581582,0.09069343706680177
302,8.406103072702841,7.888015818185387,8.252880888494715,8.189172931997751,-0.018395660312815476,0.03746828501520971,-0.06361337566281255,0.027931972664012594
303,7.9640172027363745,8.682874567222267,8.477108901960948,8.072846044767603,0.06243591403902471,-0.07284655534183981,0.08641909892416155,-0.06764123469043226
304,9.438477739181481,9.404739747382326,9.251945434859383,8.909080692708429,-0.01996086401870123,-0.05414273150570592,-0.0035809200711107714,-0.017090933743502346
305,7.7838490580521364,7.630714202871355,8.021603722395728,8.157757858402718,0.03008741388714231,0.06678791347860757,-0.019869507900842187,0.01835024979573263
306,8.406227502887205,8.669389741399108,8.618475901520089,8.504423230221429,0.024935458912446862,-0.019211992761674068,0.030825600371198192,-0.022073725837060465
307,9.431966042792595,9.418026506726914,9.634334574964596,9.46321556842008,0.02122867315106891,0.004786671109357599,-0.0014789967232129442,-0.008221001020855656
308,9.229447654199573,9.174988136448382,9.352248472613043,9.521550609459993,0.013217588469100594,0.03707661377521454,-0.005918103365897487,0.011929512653056973
