seed,r_tar_1024_minus_256,abs_log_fid_contrast_1024_minus_256
3,-0.0006016938440193205,0.040634755612876994
4,7.815183871061901e-05,0.015995252912197166
5,0.0005261790005749555,0.0426265680339073
