layer,update_1_l2,update_1p3_l2,update_cosine,s_K_star_layer,c_K_star_layer,R_opt_layer,layer_residual_with_global_c_star,support_atol,support_coordinate_count,coordinate_count,support_coordinate_coverage,support_energy_coverage,h_update_weighted_mean,h_update_weighted_std,h_update_p05,h_update_p50,h_update_p95,h_moment_coordinate_count,h_moment_weighted_mean,h_moment_weighted_std,h_moment_p50,h_update_minus_moment_weighted_rmse,h_update_minus_moment_eps_weighted_rmse,off_support_candidate_energy_exact,predicted_1_l2,predicted_1p3_l2,s_K_star_predicted_layer,c_K_star_predicted_layer,R_pred_layer,predicted_layer_residual_with_global_c_star,predicted_off_support_candidate_energy_exact
model.dec.16x16_block0.affine,0.006571560205880419,0.006364010177865904,0.9935489846912582,0.9621696602772568,1.0259516857937279,0.10982213097065106,0.11559577383528513,0.0,131185,131328,0.998911123294347,1.0,0.9621696602772568,0.10981458781362932,0.4117647058823529,0.94921875,1.5648295235383294,131185,0.9621689421059823,0.1098166575402879,0.9489803341713803,0.001095849029058305,0.0010958494783174046,3.199324470677016e-09,0.006571558027087469,0.0063640026944815015,0.962169100869514,1.0259528218139964,0.10981982170488525,0.11559342631956168,0.0
model.dec.16x16_block0.conv0,0.02191311712378604,0.020992042124423013,0.9932726160193721,0.9515223452112869,1.036854777714015,0.11093203697415606,0.11639082243611125,0.0,1178965,1179904,0.999204172542851,1.0,0.9515223452112871,0.11089420586639996,0.27450980392156865,0.9549795361527967,1.6263702189283593,1178965,0.9515221651803055,0.11092120453441918,0.954971351721221,0.00204949291340981,0.002049492912038673,1.801911728708193e-07,0.021913111135483214,0.020992024150679498,0.9515223676978422,1.036856011071395,0.11092702151149117,0.11638562001889474,0.0
model.dec.16x16_block0.conv1,0.015554853195625877,0.014891995645403973,0.9930021439820506,0.9506861567948404,1.037201657881867,0.11306374543313201,0.11864324963992728,0.0,589481,590080,0.99898488340564,0.9999999999999999,0.9506861567948405,0.11301113027947488,0.2585969738651995,0.9523809523809523,1.647887323943662,589481,0.9506865578030523,0.11305517945933974,0.9524062546583176,0.0023055918418607066,0.002305591839721211,1.286939667698212e-07,0.01555484597588197,0.01489198256256481,0.9506865315846231,1.0372029263452907,0.11305723465541884,0.11863646835567423,0.0
model.dec.16x16_block0.norm0,0.0005601191641324056,0.0005401493485599234,0.9934685183159467,0.9580485856332888,1.0301979583138468,0.1100383252695417,0.11555133652569963,0.0,1023,1024,0.9990234375,1.0,0.9580485856332888,0.11003647288336002,0.44470198675496686,0.9642857142857143,1.5243518518518517,1023,0.958027064925686,0.11014800565630824,0.9648253368128865,0.002673379740324348,0.0026733797401515763,5.719076676574319e-12,0.0005601121620087385,0.0005401254398905471,0.958004920457138,1.0302164478950844,0.11015000237796073,0.1156664739857875,0.0
model.dec.16x16_block0.norm1,0.0004673108763829157,0.0004513606935581968,0.9943747655306477,0.9604349192568693,1.0295139779894655,0.1023037485016115,0.10759286001797126,0.0,512,512,1.0,1.0,0.9604349192568693,0.10230374850161149,0.3047322083639032,0.9625764227423308,1.5493650793650784,512,0.9603102298224492,0.10216856844978553,0.960838515341315,0.0033082794776807104,0.0033082794786453143,0.0,0.00046732814370137386,0.0004513197885913623,0.9603232827813579,1.029657005250153,0.10218843110496904,0.10746408961631883,0.0
model.dec.16x16_block0.skip,0.006716102127584143,0.006426338017513983,0.9926937225098438,0.9498642646470925,1.03745436415231,0.11545550128102597,0.12117370630632016,0.0,131308,131328,0.9998477095516569,1.0,0.9498642646470925,0.11544719580001579,0.22386685163020265,0.9492293014198292,1.6585365853658536,131308,0.9498633204870072,0.11545161740673462,0.9492342624520884,0.0008553008897359012,0.0008553008896620577,3.8680456314238966e-09,0.00671610236447477,0.006426331833747409,0.9498632922544158,1.0374553718675754,0.11545559079145346,0.1211738834800629,0.0
model.dec.16x16_block1.affine,0.00679645015902685,0.006519473260244126,0.9929808151232246,0.9525136976886504,1.0351671599006051,0.11345542623481887,0.11902685409245385,0.0,131190,131328,0.9989491959064327,1.0,0.9525136976886504,0.11344318975531142,0.29859468889319646,0.9459459459459459,1.6735441438067593,131190,0.9525140125267767,0.11346214645900676,0.9456281065553647,0.0012473054965134896,0.0012473057396185706,5.734767524422321e-09,0.006796461589011401,0.006519486551040294,0.952514238303977,1.035167008583455,0.11345378181981058,0.11902519133449266,0.0
model.dec.16x16_block1.conv0,0.02237258896555105,0.02138810550341521,0.9926762818252631,0.948994552177601,1.0383686589530747,0.11548890447425351,0.12123858457611653,0.0,1178987,1179904,0.9992228181275765,1.0000000000000002,0.9489945521776008,0.115452447721863,0.23136178611076866,0.9511400651465798,1.6564857500139976,1178987,0.9489945089054931,0.11548865637145345,0.9511174818286308,0.0021272756093266435,0.0021272756072267143,1.8844099155237986e-07,0.022372573031543816,0.02138808042144973,0.948994636610012,1.0383697076659744,0.11548456643792533,0.12123408281427564,0.0
model.dec.16x16_block1.conv1,0.015249229875769798,0.014569369795457364,0.9924091222045748,0.9481643078092684,1.038718561459467,0.11749736195218752,0.12337855068232041,0.0,589448,590080,0.9989289587852495,1.0,0.9481643078092683,0.11743110440590747,0.23076923076923078,0.9502762430939227,1.6721311475409837,589448,0.9481688074775759,0.11748518242864722,0.9502935150883416,0.002568480750587158,0.002568480742519287,1.6185645532484097e-07,0.015249173293123312,0.014569373202862782,0.9481690584220243,1.03871557151378,0.11748966943489149,0.1233703212049104,0.0
model.dec.16x16_block1.norm0,0.000588785959627356,0.0005662287979294122,0.9925992002739044,0.9545714241428311,1.0321419094114557,0.11678412471506533,0.12252503569040743,0.0,1023,1024,0.9990234375,1.0,0.9545714241428311,0.11677780633490528,0.11285714285714288,0.9523809523809523,1.581531100478469,1023,0.9545826967103175,0.11709545280779608,0.9521866685922721,0.006177536254805126,0.006177536254748932,2.2876306706297278e-11,0.0005887787221505648,0.0005662222188892733,0.9545724424600245,1.032141620880262,0.11678113209929011,0.12252198708730193,0.0
model.dec.16x16_block1.norm1,0.0004353281963246173,0.0004202639058476538,0.9928895409324187,0.958531149763583,1.028479502973001,0.1149200296320155,0.12069029170903194,0.0,509,512,0.994140625,1.0,0.958531149763583,0.11420132013896273,0.3275974025974027,0.9565217391304348,1.7130158730158729,509,0.9583825160293781,0.11436169137906461,0.9554297988166672,0.0035698347346417554,0.003569834734007709,1.395454709084134e-09,0.00043535966453897356,0.000420219709255882,0.9583578458129749,1.0286585645759179,0.11492653301615001,0.1206889308671441,0.0
model.dec.16x16_block1.skip,0.006281394345193639,0.006006436797686934,0.9925110661043385,0.9490655516831448,1.0379453922782869,0.11680763260784037,0.12261847134645568,0.0,131297,131328,0.9997639498050682,0.9999999999999998,0.949065551683145,0.11679764378340074,0.21565393857287019,0.9482482919028928,1.6777618950377775,131297,0.9490655327634195,0.11681903455773769,0.9482210070183625,0.001303667227477968,0.0013036672273082034,4.116919326484581e-09,0.006281389964306547,0.0060064324193284824,0.9490654459642395,1.0379453420613876,0.11680824494840239,0.12261916809268428,0.0
model.dec.16x16_block2.affine,0.0067439174387527836,0.006486418431095425,0.9915300677438426,0.9536710620805569,1.0308920070357168,0.12491831527168695,0.1310510754264855,0.0,131172,131328,0.9988121345029239,1.0000000000000002,0.9536710620805567,0.12490666309892887,0.17254237288135602,0.952488180735867,1.591688856015779,131172,0.9536698633540625,0.12491843207572224,0.9522481203888106,0.0010440498606195563,0.0010440492325762328,5.920119504338962e-09,0.00674391644725054,0.006486408536077488,0.9536702400629177,1.0308939605815175,0.1249143823674723,0.13104702486885564,0.0
model.dec.16x16_block2.conv0,0.021895641981475134,0.020938983240559594,0.9921360802144897,0.9487879265445543,1.0374647211714374,0.11969525769808403,0.1256563975941442,0.0,1178921,1179904,0.9991668813733998,0.9999999999999999,0.9487879265445546,0.11964746648753681,0.2159090909090909,0.9516407599309153,1.679245283018868,1178921,0.9487886089291124,0.11968454707711151,0.95162686133797,0.0021577177916436716,0.0021577177888050837,2.452148900036256e-07,0.021895627014207754,0.020938972482673002,0.9487886732170765,1.037465185307397,0.1196906363079428,0.12565157548057937,0.0
model.dec.16x16_block2.conv1,0.014580336863783981,0.01390146191229794,0.9917777897549332,0.9455996317881443,1.0402110482965534,0.1220134332425768,0.1282514438511743,0.0,589416,590080,0.9988747288503254,1.0000000000000002,0.9455996317881445,0.12196059631715127,0.20105820105820105,0.9476553758482976,1.6934306569343065,589416,0.9455988848247532,0.1220018892605284,0.9476556066622801,0.002725766890662821,0.0027257668900632047,1.2254044799813163e-07,0.014580335339375267,0.013901438178239607,0.9455993440426032,1.0402140661735744,0.12200372175960209,0.12824133268653898,0.0
model.dec.16x16_block2.norm0,0.0006151727945347315,0.0005926149782431396,0.9931293644317355,0.9567122309764431,1.0309327115949336,0.11273057015426666,0.11832124304150382,0.0,1021,1024,0.9970703125,1.0,0.9567122309764431,0.11263321912616575,0.4067796610169492,0.9646017699115044,1.6521739130434783,1021,0.9567744093875112,0.11276969402168024,0.9643725987111007,0.003989604191472456,0.003989604191449241,3.7126339425428287e-10,0.00061516108435612,0.0005926416234385,0.9567781840082901,1.0308718276706432,0.11269768188788175,0.11828901395169605,0.0
model.dec.16x16_block2.norm1,0.0004096332775749527,0.00039252765660031155,0.991476501413151,0.9500740515466767,1.0346831925934004,0.12484511997707678,0.13101470024426515,0.0,512,512,1.0,1.0,0.9500740515466767,0.1248451199770768,0.29712301587301587,0.947283103134563,1.6345321637426895,512,0.9505209540599915,0.1266517209746438,0.9488077999147629,0.010860521955847767,0.01086052195370993,0.0,0.0004094963689314691,0.00039258106789178277,0.9505197158975879,1.0341952428685233,0.12491372945792037,0.1310758190191192,0.0
model.dec.16x16_block2.skip,0.0054451259418363766,0.005214172574546414,0.9924435215997851,0.9503493302795236,1.0364022072553933,0.11749792695716096,0.12330207107412207,0.0,131293,131328,0.9997334917153996,1.0000000000000002,0.9503493302795235,0.11748252612600432,0.21018544614170567,0.9505494505494505,1.6895970732298589,131293,0.9503510245923941,0.11750003865563004,0.9505728728050674,0.0013409913534614113,0.0013409913534024982,4.797941683758216e-09,0.005445121295040403,0.005214177241836666,0.9503510445605103,1.036400452458434,0.11749770703114079,0.12330185437363476,0.0
model.dec.16x16_block3.affine,0.006611325195952146,0.006220897294566324,0.9921391064711778,0.9335489180079767,1.0544064564820337,0.11774983281120689,0.12523995580308028,0.0,131100,131328,0.9982638888888888,0.9999999999999999,0.9335489180079768,0.11772331864603185,0.2222222222222222,0.9347762726009079,1.7826086956521738,131100,0.9335489033110187,0.11775026484155783,0.9344543958070304,0.001617326903253262,0.0016173268914571278,1.2202803089087746e-08,0.006611317990404123,0.006220890305373483,0.9335494438632279,1.0544071213190591,0.117745410805048,0.12523526622112255,0.0
model.dec.16x16_block3.conv0,0.020750486574060565,0.019826897427309,0.9918452881150509,0.9476989718303586,1.0380480561839465,0.1217751258379126,0.12788344968113435,0.0,1178684,1179904,0.9989660175743111,1.0,0.9476989718303586,0.12173175491539942,0.2,0.95,1.697674418604651,1178684,0.9476993652704601,0.12176976826682058,0.9498870051819945,0.0022390893167869718,0.002239089314733428,2.033432110888615e-07,0.020750472446775824,0.019826887926498088,0.9476995903418224,1.038048315059603,0.12177182394515787,0.12788000812067712,0.0
model.dec.16x16_block3.conv1,0.01458173968694508,0.013880620398857131,0.9911852384229408,0.9435270643198501,1.0412506583218664,0.12611323132340774,0.1326931356163345,0.0,589369,590080,0.9987950786334057,1.0000000000000002,0.94352706431985,0.12605400980894824,0.18814189495552394,0.9461538461538461,1.696969696969697,589369,0.9435273562381662,0.12610270917776942,0.9461246259414995,0.0027252016282061113,0.002725201625369991,1.4198748562133387e-07,0.014581749421489423,0.013880620096924074,0.9435271989439525,1.0412522424346484,0.12610727096863497,0.13268692295094384,0.0
model.dec.16x16_block3.norm0,0.0005651155484544628,0.0005375408210121887,0.9928760536156359,0.9444288172278054,1.0438085325869233,0.11333776892971135,0.11925750185880393,0.0,1019,1024,0.9951171875,1.0,0.9444288172278054,0.11321795688533634,0.24341399771232497,0.9358974358974359,1.9044444444444404,1019,0.944450889593299,0.11330969809683213,0.9351148468035583,0.0030529437619799156,0.0030529437617192105,3.8762630807892606e-10,0.00056508985533861,0.0005375223263261414,0.944441195452884,1.0437991251249799,0.11332291229382495,0.11924098455971598,0.0
model.dec.16x16_block3.norm1,0.00041876240585774415,0.0003954942930333183,0.9927807297175354,0.93761786479496,1.0511889910651584,0.11327887912198749,0.11995984188391025,0.0,511,512,0.998046875,1.0,0.93761786479496,0.11316292846220759,0.1565349544072948,0.927536231884058,1.695046439628483,511,0.9377004339224115,0.11329627636654038,0.9242883490405983,0.004211749620963839,0.004211749622535187,2.058867603566755e-10,0.00041874496042372766,0.00039551914682906295,0.9376975938770645,1.0510586816974503,0.11344173667437323,0.12011773059010743,0.0
model.dec.16x16_block3.skip,0.004747981224354288,0.00455186013121141,0.992628161466399,0.9516264576027383,1.0353964615677875,0.11619326483220149,0.12190816156372705,0.0,131281,131328,0.9996421174463938,0.9999999999999999,0.9516264576027386,0.11618099472044419,0.21649484536082475,0.9520156438026474,1.6702702702702703,131281,0.9516274931819279,0.11618865999141868,0.9520194241563398,0.0010999782730152362,0.0010999782730470458,2.8742049526222827e-09,0.004747983336021632,0.004551866547042071,0.9516275001717581,1.0353955981249858,0.11619235733344911,0.12190725784707329,0.0
model.dec.16x16_block4.affine,0.0062607815127858025,0.005868115652791316,0.9931902142606625,0.9308989669420447,1.0596496899588386,0.10919712732933068,0.1169239597603726,0.0,131139,131328,0.9985608552631579,1.0,0.9308989669420447,0.10918478826726603,0.2222222222222222,0.9337199293254203,1.6,131139,0.9308980737188531,0.1091981836480656,0.9333947308338092,0.0010904452385533529,0.0010904452100956362,4.723012843237785e-09,0.006260786625192823,0.005868113872467606,0.9308980527882754,1.059651022912948,0.10919591025048248,0.11692285222187374,0.0
model.dec.16x16_block4.conv0,0.01888299488705091,0.01810161266520877,0.992381631141113,0.9513166746289382,1.035219215736365,0.11810374111028739,0.12391701693818277,0.0,1178491,1179904,0.9988024449446735,1.0,0.9513166746289383,0.11805477564802133,0.23702295451344882,0.9536585365853658,1.6666666666666667,1178491,0.9513180502685833,0.11809212125692835,0.9536429378533174,0.002282886772266087,0.0022828867693009372,1.8437347144106167e-07,0.0188829964720769,0.018101625564240546,0.9513179903081256,1.0352193458701153,0.11809803473178337,0.12391107201142537,0.0
model.dec.16x16_block4.conv1,0.014327832359245472,0.013699280457430438,0.9918213374312935,0.948310834776585,1.0373281937833754,0.1220347739154053,0.12812821273208613,0.0,589335,590080,0.9987374593275488,0.9999999999999999,0.9483108347765851,0.12197634138778157,0.19734464172479396,0.9483471074380165,1.6820636640354922,589335,0.9483095746560813,0.1220158269963483,0.9483303821846444,0.002629091536653571,0.002629091532399208,1.308845777664559e-07,0.014327848877153822,0.013699264715878746,0.9483095975251273,1.037331616117436,0.1220271439494876,0.12812031805590937,0.0
model.dec.16x16_block4.norm0,0.0005043027739878872,0.0004733674210041501,0.993172302675727,0.9322483154567263,1.0580777743952843,0.10950061532807354,0.11696152381450634,0.0,1022,1024,0.998046875,1.0,0.9322483154567263,0.10948107887223832,0.2708450046685342,0.9304072647220694,1.6658333333333322,1022,0.9322520414272311,0.1093562086134137,0.9294591196382485,0.0032558981197287717,0.00325589811948168,4.86518675611357e-11,0.0005042961523791269,0.0004733608947732594,0.9322402924898635,1.058070057997943,0.10956361828803582,0.11702798185908342,0.0
model.dec.16x16_block4.norm1,0.0003543646310829923,0.00033090979548386666,0.9920071164697223,0.9263477312233691,1.062320428881456,0.11783015245547361,0.12678560309755998,0.0,511,512,0.998046875,1.0,0.9263477312233691,0.11776098162158158,0.25,0.9315068493150684,1.5539772727272727,511,0.9263911070268901,0.11792960461836552,0.9325906891733778,0.004398829069964538,0.004398829070344426,9.150522682518911e-11,0.00035435443178150034,0.00033091344432872877,0.9263645263933117,1.0622551113159613,0.11799261922572803,0.1269478216110353,0.0
model.dec.16x16_block4.norm2,0.0002995971395553156,0.0002818417393922624,0.9897327999192881,0.9310770265592707,1.0520837560088971,0.1344593601159461,0.14295779917543744,0.0,512,512,1.0,1.0,0.9310770265592707,0.1344593601159461,0.07575193078333227,0.9219773693571076,1.6941364366570766,512,0.9310421076163986,0.13443757812492832,0.9228085713355256,0.0007225583115402337,0.0007225583115646199,0.0,0.0002995975769917686,0.00028183121934245394,0.9310397466630095,1.0521232450211855,0.13446222596826832,0.14296711158315947,0.0
