job_id,seed,arm,kimg,nfe,mid_t,fid50k_full,kid50k_full,samples,sample_seed_start,sample_seed_end,metric_seed,precision,source,fid_timestamp,kid_timestamp,status
seed4-armDmatch-kimg000896-nfe1,4,Dmatch,896,1,,11.160351819922441,0.0072815101951951644,50000,0,49999,20260730,fp32,server-main,1787564870.6022913,1787564862.1242368,SEALED_PASS
seed4-armDmatch-kimg000896-nfe2,4,Dmatch,896,2,0.821,3.0636678406832325,0.0013268570845845944,50000,0,49999,20260730,fp32,server-main,1787565006.9898958,1787565002.0894098,SEALED_PASS
seed4-armDmatch-kimg001024-nfe1,4,Dmatch,1024,1,,10.312849593535359,0.0066916342067067083,50000,0,49999,20260730,fp32,server-main,1787564960.2408118,1787564955.3987927,SEALED_PASS
seed4-armDmatch-kimg001024-nfe2,4,Dmatch,1024,2,0.821,2.9574793402055057,0.0011556671796796854,50000,0,49999,20260730,fp32,server-main,1787565115.9918256,1787565110.631257,SEALED_PASS
seed5-armA-kimg000256-nfe1,5,A,256,1,,228.81031145365171,0.22999474537037037,50000,0,49999,20260730,fp32,server-main,1787565057.3288424,1787565052.331047,SEALED_PASS
seed5-armA-kimg000256-nfe2,5,A,256,2,0.821,48.170611344496407,0.038865960250250256,50000,0,49999,20260730,fp32,server-main,1787565209.3157892,1787565204.2187486,SEALED_PASS
seed5-armA-kimg000384-nfe1,5,A,384,1,,116.20980022895128,0.10706123746746743,50000,0,49999,20260730,fp32,server-main,1787565184.4057956,1787565179.4120996,SEALED_PASS
seed5-armA-kimg000384-nfe2,5,A,384,2,0.821,20.110261020474454,0.013956413581081045,50000,0,49999,20260730,fp32,server-main,1787565308.829077,1787565302.9855244,SEALED_PASS
seed5-armA-kimg000512-nfe1,5,A,512,1,,35.66407528644131,0.02900566010010008,50000,0,49999,20260730,fp32,server-main,1787565293.259922,1787565287.8372784,SEALED_PASS
seed5-armA-kimg000512-nfe2,5,A,512,2,0.821,8.7375824439570025,0.0050034113638638749,50000,0,49999,20260730,fp32,server-main,1787565432.9030924,1787565427.5783827,SEALED_PASS
seed5-armA-kimg000640-nfe1,5,A,640,1,,12.665017716647053,0.0079547111011011116,50000,0,49999,20260730,fp32,server-main,1787565385.6724906,1787565380.7305193,SEALED_PASS
seed5-armA-kimg000640-nfe2,5,A,640,2,0.821,4.4358438567652687,0.0019008123873874001,50000,0,49999,20260730,fp32,server-main,1787565538.8714166,1787565533.6136422,SEALED_PASS
seed5-armA-kimg000768-nfe1,5,A,768,1,,9.7993823084066349,0.005982445568068092,50000,0,49999,20260730,fp32,server-main,1787565484.224623,1787565478.9300482,SEALED_PASS
seed5-armA-kimg000768-nfe2,5,A,768,2,0.821,3.522171915744583,0.0013050005530530553,50000,0,49999,20260730,fp32,server-main,1787565635.5983868,1787565630.1249352,SEALED_PASS
seed5-armA-kimg000896-nfe1,5,A,896,1,,8.9676055997099162,0.0056220951626626773,50000,0,49999,20260730,fp32,server-main,1787565609.9125106,1787565605.0189648,SEALED_PASS
seed5-armA-kimg000896-nfe2,5,A,896,2,0.821,3.1172849054808789,0.0011237814364364522,50000,0,49999,20260730,fp32,server-main,1787565736.9525669,1787565731.4753003,SEALED_PASS
seed5-armA-kimg001024-nfe1,5,A,1024,1,,8.7666317679068975,0.0056424081456456048,50000,0,49999,20260730,fp32,server-main,1787565715.1138923,1787565709.8014624,SEALED_PASS
seed5-armA-kimg001024-nfe2,5,A,1024,2,0.821,3.00435559067799,0.0010962769444444757,50000,0,49999,20260730,fp32,server-main,1787565858.2209282,1787565852.9526846,SEALED_PASS
seed5-armBsame-kimg000256-nfe1,5,Bsame,256,1,,242.97013976053955,0.2458584118993995,50000,0,49999,20260730,fp32,server-main,1787565811.5617769,1787565806.5052123,SEALED_PASS
seed5-armBsame-kimg000256-nfe2,5,Bsame,256,2,0.821,48.062130191397785,0.038992116591591595,50000,0,49999,20260730,fp32,server-main,1787565963.7192516,1787565958.499629,SEALED_PASS
seed5-armBsame-kimg000384-nfe1,5,Bsame,384,1,,121.07897146202743,0.11090676587087092,50000,0,49999,20260730,fp32,server-main,1787565915.9748802,1787565909.4962249,SEALED_PASS
seed5-armBsame-kimg000384-nfe2,5,Bsame,384,2,0.821,19.785158682464814,0.01368833594344343,50000,0,49999,20260730,fp32,server-main,1787566060.5189416,1787566055.6731782,SEALED_PASS
seed5-armBsame-kimg000512-nfe1,5,Bsame,512,1,,36.157798591272545,0.029075214141641617,50000,0,49999,20260730,fp32,server-main,1787566035.4691858,1787566030.3097165,SEALED_PASS
seed5-armBsame-kimg000512-nfe2,5,Bsame,512,2,0.821,8.172733533336455,0.0045941338438438518,50000,0,49999,20260730,fp32,server-main,1787566173.3647478,1787566159.5860305,SEALED_PASS
seed5-armBsame-kimg000640-nfe1,5,Bsame,640,1,,12.505179020543249,0.0080512196921922272,50000,0,49999,20260730,fp32,server-main,1787566141.369932,1787566136.3808486,SEALED_PASS
seed5-armBsame-kimg000640-nfe2,5,Bsame,640,2,0.821,4.2167588011821984,0.0017500920670670756,50000,0,49999,20260730,fp32,server-main,1787566283.859707,1787566278.9702003,SEALED_PASS
seed5-armBsame-kimg000768-nfe1,5,Bsame,768,1,,9.6437736995351866,0.0059391615790790643,50000,0,49999,20260730,fp32,server-main,1787566237.7443206,1787566232.7322598,SEALED_PASS
seed5-armBsame-kimg000768-nfe2,5,Bsame,768,2,0.821,3.4283954882806875,0.0012399111686686637,50000,0,49999,20260730,fp32,server-main,1787566385.2848103,1787566380.2214143,SEALED_PASS
seed5-armBsame-kimg000896-nfe1,5,Bsame,896,1,,8.5878165094487446,0.0053028158033033013,50000,0,49999,20260730,fp32,server-main,1787566356.6615982,1787566347.621998,SEALED_PASS
seed5-armBsame-kimg000896-nfe2,5,Bsame,896,2,0.821,3.110568038665229,0.0011033288563563474,50000,0,49999,20260730,fp32,server-main,1787566486.9136722,1787566481.894885,SEALED_PASS
seed5-armBsame-kimg001024-nfe1,5,Bsame,1024,1,,8.3810988638635884,0.0053275119619619685,50000,0,49999,20260730,fp32,server-main,1787566461.0491254,1787566456.1068237,SEALED_PASS
seed5-armBsame-kimg001024-nfe2,5,Bsame,1024,2,0.821,3.0000150342200698,0.0011244944094094445,50000,0,49999,20260730,fp32,server-main,1787566613.7508886,1787566602.3934908,SEALED_PASS
seed5-armBmatch-kimg000256-nfe1,5,Bmatch,256,1,,308.84136428536198,0.32572190794294309,50000,0,49999,20260730,fp32,server-main,1787560251.8404908,1787560247.150041,SEALED_PASS
seed5-armBmatch-kimg000256-nfe2,5,Bmatch,256,2,0.821,71.431737061703387,0.057490802152152159,50000,0,49999,20260730,fp32,server-main,1787560325.4153445,1787560320.1028779,SEALED_PASS
seed5-armBmatch-kimg000384-nfe1,5,Bmatch,384,1,,153.29506060051682,0.14353158735735735,50000,0,49999,20260730,fp32,server-main,1787560422.692679,1787560418.1966147,SEALED_PASS
seed5-armBmatch-kimg000384-nfe2,5,Bmatch,384,2,0.821,23.746195580537314,0.014701431448948955,50000,0,49999,20260730,fp32,server-main,1787560581.6930468,1787560566.9693823,SEALED_PASS
seed5-armBmatch-kimg000512-nfe1,5,Bmatch,512,1,,26.204120414833028,0.021083235122622605,50000,0,49999,20260730,fp32,server-main,1787560597.7956166,1787560592.8775392,SEALED_PASS
seed5-armBmatch-kimg000512-nfe2,5,Bmatch,512,2,0.821,6.4761845152715374,0.0048727537162161936,50000,0,49999,20260730,fp32,server-main,1787560830.2787285,1787560825.236065,SEALED_PASS
seed5-armBmatch-kimg000640-nfe1,5,Bmatch,640,1,,11.163828583440749,0.0072312369844844994,50000,0,49999,20260730,fp32,server-main,1787560771.8438818,1787560767.3774538,SEALED_PASS
seed5-armBmatch-kimg000640-nfe2,5,Bmatch,640,2,0.821,3.5659275343052488,0.001692728200700717,50000,0,49999,20260730,fp32,server-main,1787561500.0902925,1787561402.790359,SEALED_PASS
seed5-armBmatch-kimg000768-nfe1,5,Bmatch,768,1,,9.3762749492969135,0.0057909577327327584,50000,0,49999,20260730,fp32,server-main,1787561680.8654974,1787561672.408379,SEALED_PASS
seed5-armBmatch-kimg000768-nfe2,5,Bmatch,768,2,0.821,3.0959506655394469,0.0011308738913913658,50000,0,49999,20260730,fp32,server-main,1787561928.119317,1787561922.6419048,SEALED_PASS
seed5-armBmatch-kimg000896-nfe1,5,Bmatch,896,1,,8.5050812577414572,0.0053260619394394377,50000,0,49999,20260730,fp32,server-main,1787562114.8146906,1787562101.1690176,SEALED_PASS
seed5-armBmatch-kimg000896-nfe2,5,Bmatch,896,2,0.821,2.9136652897613047,0.0010239952927928245,50000,0,49999,20260730,fp32,server-main,1787562361.5181417,1787562356.156339,SEALED_PASS
seed5-armBmatch-kimg001024-nfe1,5,Bmatch,1024,1,,7.818081056388162,0.0048980581881881971,50000,0,49999,20260730,fp32,server-main,1787562538.7872517,1787562534.0571604,SEALED_PASS
seed5-armBmatch-kimg001024-nfe2,5,Bmatch,1024,2,0.821,2.7557738889442924,0.00095758343343341039,50000,0,49999,20260730,fp32,server-main,1787562788.5080087,1787562783.359097,SEALED_PASS
seed5-armCmatch-kimg000256-nfe1,5,Cmatch,256,1,,237.93268303031954,0.24009353663913913,50000,0,49999,20260730,fp32,server-main,1787562960.89468,1787562956.141473,SEALED_PASS
seed5-armCmatch-kimg000256-nfe2,5,Cmatch,256,2,0.821,47.014477219266723,0.036674698983983955,50000,0,49999,20260730,fp32,server-main,1787563211.9516337,1787563206.687414,SEALED_PASS
seed5-armCmatch-kimg000384-nfe1,5,Cmatch,384,1,,119.09276834015839,0.10933825348098104,50000,0,49999,20260730,fp32,server-main,1787563387.8548322,1787563383.2720807,SEALED_PASS
seed5-armCmatch-kimg000384-nfe2,5,Cmatch,384,2,0.821,20.41147745769787,0.013860763085585617,50000,0,49999,20260730,fp32,server-main,1787563632.5182965,1787563627.0137289,SEALED_PASS
seed5-armCmatch-kimg000512-nfe1,5,Cmatch,512,1,,35.414738526124715,0.028521904044044036,50000,0,49999,20260730,fp32,server-main,1787563807.010362,1787563802.276333,SEALED_PASS
seed5-armCmatch-kimg000512-nfe2,5,Cmatch,512,2,0.821,8.4163312100572298,0.0047326040790790598,50000,0,49999,20260730,fp32,server-main,1787564054.466853,1787564049.2373576,SEALED_PASS
seed5-armCmatch-kimg000640-nfe1,5,Cmatch,640,1,,11.584368206102829,0.0070687464314314278,50000,0,49999,20260730,fp32,server-main,1787564228.643029,1787564223.6694312,SEALED_PASS
seed5-armCmatch-kimg000640-nfe2,5,Cmatch,640,2,0.821,4.175340044393856,0.0016924520820820771,50000,0,49999,20260730,fp32,server-main,1787564476.9773526,1787564471.9232118,SEALED_PASS
seed5-armCmatch-kimg000768-nfe1,5,Cmatch,768,1,,8.7956414736262971,0.0051050235110109907,50000,0,49999,20260730,fp32,server-main,1787564649.6910136,1787564645.1262164,SEALED_PASS
seed5-armCmatch-kimg000768-nfe2,5,Cmatch,768,2,0.821,3.31899421849395,0.0011499589414414413,50000,0,49999,20260730,fp32,server-main,1787564899.5181854,1787564894.10016,SEALED_PASS
seed5-armCmatch-kimg000896-nfe1,5,Cmatch,896,1,,7.8057640107088915,0.0046158230830830827,50000,0,49999,20260730,fp32,server-main,1787565072.2839944,1787565067.3871634,SEALED_PASS
seed5-armCmatch-kimg000896-nfe2,5,Cmatch,896,2,0.821,2.899961559612573,0.00097157091091091381,50000,0,49999,20260730,fp32,server-main,1787565321.9012518,1787565316.4795303,SEALED_PASS
seed5-armCmatch-kimg001024-nfe1,5,Cmatch,1024,1,,7.5915100383847083,0.004666031138638632,50000,0,49999,20260730,fp32,server-main,1787565494.4158628,1787565489.7666278,SEALED_PASS
seed5-armCmatch-kimg001024-nfe2,5,Cmatch,1024,2,0.821,2.8233130975724765,0.00099571580080079903,50000,0,49999,20260730,fp32,server-main,1787565745.3575654,1787565740.0079865,SEALED_PASS
seed5-armDmatch-kimg000256-nfe1,5,Dmatch,256,1,,314.54960260070129,0.32855310701201207,50000,0,49999,20260730,fp32,server-main,1787565922.957854,1787565918.2924685,SEALED_PASS
seed5-armDmatch-kimg000256-nfe2,5,Dmatch,256,2,0.821,76.989799181682542,0.063562889276776766,50000,0,49999,20260730,fp32,server-main,1787566176.8827612,1787566168.9365792,SEALED_PASS
seed5-armDmatch-kimg000384-nfe1,5,Dmatch,384,1,,186.93345670952334,0.18295948787037036,50000,0,49999,20260730,fp32,server-main,1787566353.5370262,1787566345.3308768,SEALED_PASS
seed5-armDmatch-kimg000384-nfe2,5,Dmatch,384,2,0.821,34.824468977373982,0.02463115134884885,50000,0,49999,20260730,fp32,server-main,1787566609.5518491,1787566596.3682528,SEALED_PASS
seed5-armDmatch-kimg000512-nfe1,5,Dmatch,512,1,,27.226821433680605,0.021191679279279254,50000,0,49999,20260730,fp32,server-main,1787566784.748439,1787566780.403911,SEALED_PASS
seed5-armDmatch-kimg000512-nfe2,5,Dmatch,512,2,0.821,6.1995538896202129,0.0040435685085085061,50000,0,49999,20260730,fp32,server-main,1787567027.997433,1787567022.886308,SEALED_PASS
seed5-armDmatch-kimg000640-nfe1,5,Dmatch,640,1,,13.148630866711034,0.0089326001351351485,50000,0,49999,20260730,fp32,server-main,1787567201.9495099,1787567197.1642606,SEALED_PASS
seed5-armDmatch-kimg000640-nfe2,5,Dmatch,640,2,0.821,3.9898270888860949,0.0024569861061061057,50000,0,49999,20260730,fp32,server-main,1787567445.1143498,1787567439.9075425,SEALED_PASS
seed5-armDmatch-kimg000768-nfe1,5,Dmatch,768,1,,10.955737512643985,0.007084339026526513,50000,0,49999,20260730,fp32,server-main,1787567618.620055,1787567613.6749587,SEALED_PASS
seed5-armDmatch-kimg000768-nfe2,5,Dmatch,768,2,0.821,3.2349985486705051,0.0013999709634635064,50000,0,49999,20260730,fp32,server-main,1787567861.7307353,1787567856.837896,SEALED_PASS
seed5-armDmatch-kimg000896-nfe1,5,Dmatch,896,1,,9.6354391249435576,0.0060951644394394407,50000,0,49999,20260730,fp32,server-main,1787568035.3229642,1787568030.9226637,SEALED_PASS
seed5-armDmatch-kimg000896-nfe2,5,Dmatch,896,2,0.821,3.0180529383755639,0.0011162380805805605,50000,0,49999,20260730,fp32,server-main,1787568278.8125494,1787568273.3929884,SEALED_PASS
seed5-armDmatch-kimg001024-nfe1,5,Dmatch,1024,1,,8.838234648644324,0.0055298543793793759,50000,0,49999,20260730,fp32,server-main,1787568457.234847,1787568451.7784805,SEALED_PASS
seed5-armDmatch-kimg001024-nfe2,5,Dmatch,1024,2,0.821,2.9417912569033162,0.0010821958458458675,50000,0,49999,20260730,fp32,server-main,1787568753.4505515,1787568709.386821,SEALED_PASS
