budget_kimg,cell,fid50k_full,kid50k_full,kind,nfe,opaque_id,seed
768,AB,14.154082282339784,0.009060659445822239,suffix,1,d8c1704b669a01e41e707269,42
640,AB,10.531041532269747,0.006526408717036247,suffix,1,e3d71d93de50cf8cb1839037,37
1024,AB,3.895015968036935,0.001884084427729249,suffix,2,cd117ca7dd2ef467404de98c,40
896,AB,15.614158689693745,0.010067875497043133,suffix,1,c370d6fef97f59d16654e5b8,31
896,BB,14.182357186288472,0.008730869740247726,suffix,1,6bfdc691032c59c6c335befd,31
640,AA,11.55783077278289,0.007171423640102148,suffix,1,f66cc81cf3bf03cfdfa519a0,35
896,BB,12.125055949084294,0.008007083088159561,suffix,1,b929834feb943f277e98040b,32
1024,BA,8.522356032313436,0.005127165466547012,suffix,1,c8cf7c7db169f0ef1a5fc461,36
768,BA,8.062177945329498,0.00457296147942543,suffix,1,62d88c8025aeeb85b0fd19f4,37
640,AB,183.9222879222651,0.1970864236354828,suffix,1,bc3cd904e8c20cab28561e70,31
512,A,22.571174045306872,0.015882601961493492,prefix,1,6be00483de9f726ce2edd917,41
896,AB,16.28921744704217,0.010397452861070633,suffix,1,2ddd0c192ef7ea1fb7c879da,40
768,AB,16.398525012132005,0.009675808250904083,suffix,1,becd77025d01f74c8181c4c6,31
768,AA,9.393688747811963,0.005320051219314337,suffix,1,5fa9abc7130638fa98f2dcd1,39
512,A,27.649643365819976,0.020311029627919197,prefix,1,5d12422b75c162dd7f950218,34
640,AB,14.197459056608645,0.009182563982903957,suffix,1,83988157fe287df0c8579e30,34
768,BB,9.32254596753306,0.0058810035698115826,suffix,1,66bb5ff4bb63c783b91228de,33
1024,AB,8.18793766672092,0.004841650370508432,suffix,1,8d033fb990f4e104fb11befe,35
896,AA,8.625100705846426,0.004967722110450268,suffix,1,08f801802cebc276e52a7b16,39
768,AB,8.613513086869954,0.005180602893233299,suffix,1,242f4e005cc9c5c557471473,37
768,AB,10.263369521891008,0.006229626480489969,suffix,1,fa6500f6a14b25c13496f208,36
1024,BA,7.511824208819732,0.004408486187458038,suffix,1,292bb666d3267e8aead2cbaf,33
1024,AB,17.03995650662317,0.011233652010560036,suffix,1,a09e746b629a3748ceabdd3c,31
1024,AA,2.825279937035856,0.0009659521747380495,suffix,2,04a1caf2d237c53e946de217,34
1024,AA,2.7888778243844587,0.0010437426390126348,suffix,2,af85e5afd4a27eae1b647eeb,37
1024,AA,10.909339575090849,0.0067019169218838215,suffix,1,b07c51e4ad3a83f628d2a7b3,42
1024,BB,2.7404230024703105,0.0009374243090860546,suffix,2,60e6e2d22bdaee0250f78bf1,33
768,AB,9.479709093018762,0.005670364014804363,suffix,1,d687f39c046722f71d7277be,35
1024,AB,2.8309579309416586,0.0010169189190492034,suffix,2,05a470c0aaf942db2b58c2de,34
1024,BA,7.39853461992697,0.00449985358864069,suffix,1,ed624a1f33c470fa78780084,37
512,B,38.5295347047165,0.029959192499518394,prefix,1,4c770bcf3cf44617ced627d7,41
1024,BA,2.725289780818101,0.0009100072784349322,suffix,2,28286dfac113ce3d2e1b4cd4,33
896,BB,7.996326031074663,0.004880261607468128,suffix,1,fb919556cabc3a0f7fc47cff,37
768,AA,15.988365107735252,0.009772378019988537,suffix,1,97406f75b5baa5b143c0cbc0,40
640,BA,10.853852790537196,0.0065644849091768265,suffix,1,ce988b942883a8ecb7aa268c,36
1024,AB,3.278667341671114,0.0015578613383695483,suffix,2,bad030ca876d24b66a5accf4,42
512,A,26.026488079708656,0.01848413608968258,prefix,1,369c75d14c025f1b4dd86658,39
896,BA,14.664282948552678,0.009086825884878635,suffix,1,e198982d2d4695b5ddd56c10,31
896,AB,11.255068757014062,0.006825607735663652,suffix,1,4e065b86974304e8f584494c,41
