layer,update_reference_l2,update_probe_l2,update_cosine,s_K_star_layer,c_K_star_layer,R_opt_layer,layer_residual_with_global_c_star,support_atol,support_coordinate_count,coordinate_count,support_coordinate_coverage,support_energy_coverage,h_update_weighted_mean,h_update_weighted_std,h_update_p05,h_update_p50,h_update_p95,h_moment_coordinate_count,h_moment_weighted_mean,h_moment_weighted_std,h_moment_p50,h_update_minus_moment_weighted_rmse,h_update_minus_moment_eps_weighted_rmse,off_support_candidate_energy_exact,predicted_reference_l2,predicted_probe_l2,s_K_star_predicted_layer,c_K_star_predicted_layer,R_pred_layer,predicted_layer_residual_with_global_c_star,predicted_off_support_candidate_energy_exact
model.dec.16x16_block0.affine,0.006382399952994656,0.006137274426637341,0.9930345104539788,0.9548955488002521,1.032696759547732,0.1132986562617685,0.1179754736074562,0.0,131175,131328,0.9988349780701754,1.0,0.9548955488002521,0.11327472113786102,0.41411773989899,0.9463307776560789,1.6163953488372047,131175,0.9548968162975011,0.11328213653257291,0.9458872356052375,0.0010188345274528964,0.0010188344641602273,1.0634975359706245e-08,0.0063823930721248956,0.006137273040397685,0.9548965757037253,1.0326961099306073,0.113296956656767,0.11797366282592599,0.0
model.dec.16x16_block0.conv0,0.021778035256893983,0.02073264896294373,0.9934758651245754,0.9457871714237589,1.043569128876249,0.1085683041873302,0.1141286041208372,0.0,1178969,1179904,0.9992075626491647,1.0,0.9457871714237589,0.10853204343485645,0.2857142857142857,0.9491525423728814,1.5964912280701755,1178969,0.9457870001448717,0.10857516144784403,0.9491676523725555,0.0021661441458591096,0.002166144140836471,1.797457465266572e-07,0.02177803904653802,0.020732637512451017,0.9457869661493361,1.0435704182791776,0.10856402933521396,0.11412423011978379,0.0
model.dec.16x16_block0.conv1,0.01544955513797798,0.014719674278095486,0.9937833551846749,0.9468342072421514,1.0430604951617797,0.10607162731523,0.11140127509005593,0.0,589495,590080,0.9990086090021691,1.0,0.9468342072421515,0.10602003077316252,0.2962962962962963,0.9493975903614458,1.6,589495,0.946835806273576,0.10606354237726742,0.9494048575280893,0.0023141158364871615,0.0023141158336165636,1.257476968220136e-07,0.015449558434205158,0.01471969310620767,0.9468356941081875,1.0430599098380233,0.106067475522499,0.11139676617654128,0.0
model.dec.16x16_block0.norm0,0.0005572556881603872,0.0005305816317600914,0.9918251808900961,0.9443496658323091,1.0416874437930426,0.12149611354333145,0.12763142124969867,0.0,1023,1024,0.9990234375,1.0,0.9443496658323091,0.12146899104021378,0.26614393125671326,0.9451476793248945,1.7303571428571425,1023,0.9443705854014212,0.1218611989108577,0.9458069646566817,0.003747899299332835,0.0037478992986529494,9.851595903320896e-11,0.0005572532605042004,0.0005305896553350561,0.9443722753642905,1.0416718024327958,0.12146571559817051,0.12759670220429284,0.0
model.dec.16x16_block0.norm1,0.00043443757912246654,0.00042057757300884577,0.992809714813172,0.961135777340342,1.0255274572703603,0.11588432607111425,0.12040281725586631,0.0,512,512,1.0,1.0,0.961135777340342,0.11588432607111425,0.4232142857142857,0.9615384615384616,1.5688095238095237,512,0.961108771122781,0.11577948742926444,0.9633916364881432,0.004082540050413666,0.004082540050873194,0.0,0.00043437092084075733,0.0004205112452185599,0.9611606998590972,1.0255628104008245,0.11564282247291516,0.12015167060752023,0.0
model.dec.16x16_block0.skip,0.00664201783148185,0.006336922527264176,0.993758198896027,0.9481107815443414,1.0416033411881305,0.10643134891886218,0.11158504162500478,0.0,131297,131328,0.9997639498050682,0.9999999999999999,0.9481107815443415,0.10641783411460831,0.27846246580423795,0.9486301369863014,1.6098475729337134,131297,0.9481115705495301,0.10643264245985165,0.9486805492800775,0.0012118682471298884,0.0012118682470319182,6.109500711546404e-09,0.006642016719371124,0.006336927137086601,0.9481116446341076,1.0416024251460232,0.10643131379480839,0.11158487472925939,0.0
model.dec.16x16_block1.affine,0.006378888843359911,0.0061735469792764805,0.9927241513057811,0.9607675154785296,1.0257437150078232,0.1165346684121275,0.12108364150117337,0.0,131176,131328,0.9988425925925926,1.0000000000000002,0.9607675154785296,0.11650126277602878,0.15384615384615385,0.9666710058144581,2.0287889422386702,131176,0.9607690080455532,0.11653140048421023,0.9663217906206528,0.001643293623854613,0.0016432936255704898,1.524953500934102e-08,0.006378882740694273,0.006173549615425703,0.9607691688266128,1.0257426415168265,0.11653215900971743,0.12108105625370619,0.0
model.dec.16x16_block1.conv0,0.021959072807476897,0.02097744589782455,0.9938557461694675,0.9494278437117473,1.040362625486636,0.10573531236234643,0.11069177360833489,0.0,1178894,1179904,0.9991439981557821,1.0,0.9494278437117473,0.10569356141286743,0.3013698630136986,0.9517955476393292,1.603448275862069,1178894,0.949429285049896,0.10572839913149351,0.9517894355232647,0.00199871757035561,0.001998717567749258,2.049191511042044e-07,0.021959053523106002,0.020977447166456425,0.9494290138104765,1.0403619545356904,0.10573290729044144,0.11068913873419797,0.0
model.dec.16x16_block1.conv1,0.014976348494250457,0.014298106225663052,0.9939918563014098,0.9489763912944296,1.04114266641116,0.10449714561141026,0.10947471651972236,0.0,589462,590080,0.9989526843817788,1.0,0.9489763912944296,0.10444976884208636,0.3020833333333333,0.950517738261946,1.59375,589462,0.9489805295022604,0.10449793498274297,0.9505355574563804,0.002413589319686373,0.002413589313799182,1.0689002466761686e-07,0.014976311177440044,0.014298121227824534,0.9489806877916669,1.041140006895661,0.10448901327565327,0.10946575473512563,0.0
model.dec.16x16_block1.norm0,0.0005360494306062326,0.0005210321472891803,0.9918605837565757,0.9640738712878316,1.0204481699060775,0.1237615610918539,0.12858755766563498,0.0,1019,1024,0.9951171875,1.0,0.9640738712878316,0.12338531587129346,0.2755485893416928,0.9629629629629629,1.7098193437384777,1019,0.9640877382860434,0.12338819522426994,0.9619878442761133,0.00261806385059954,0.0026180638510637393,1.2863516109179942e-09,0.0005360647198920699,0.0005210603674703436,0.96409679859403,1.020420111737567,0.12377868306029974,0.12860570493167997,0.0
