layer,update_reference_l2,update_probe_l2,update_cosine,s_K_star_layer,c_K_star_layer,R_opt_layer,layer_residual_with_global_c_star,support_atol,support_coordinate_count,coordinate_count,support_coordinate_coverage,support_energy_coverage,h_update_weighted_mean,h_update_weighted_std,h_update_p05,h_update_p50,h_update_p95,h_moment_coordinate_count,h_moment_weighted_mean,h_moment_weighted_std,h_moment_p50,h_update_minus_moment_weighted_rmse,h_update_minus_moment_eps_weighted_rmse,off_support_candidate_energy_exact,predicted_reference_l2,predicted_probe_l2,s_K_star_predicted_layer,c_K_star_predicted_layer,R_pred_layer,predicted_layer_residual_with_global_c_star,predicted_off_support_candidate_energy_exact
model.dec.16x16_block0.affine,0.08745864992201001,0.0874380954393197,0.9999983875294434,0.9997633684711211,1.0002334618347966,0.0017953893296713992,0.0018068366973865216,0.0,131328,131328,1.0,1.0,0.9997633684711211,0.0017953893296714016,0.9996299950666009,1.0,1.0,131328,1.0000000001363671,4.336331206441591e-08,1.0000000000512652,0.0018109161598630328,2.85746891365865e-05,0.0,0.08745875494127703,0.08743819205829298,0.999763273241869,1.0002335581833741,0.0017950900945046132,0.001806573877978164,0.0
model.dec.16x16_block0.conv0,0.26399499351490624,0.26399065312995074,0.9999999817360395,0.9999835405724462,1.000016423169949,0.00019111964613853532,0.0001919398963039675,0.0,1179895,1179904,0.9999923722607941,0.9999999999999998,0.9999835405724466,0.0001911196461385334,0.9999386615960253,1.0,1.0,1179895,0.9999999991488059,4.3180174026508706e-08,0.9999999989923322,0.00019182662674508923,3.4855871830906e-05,0.0,0.2639965915273281,0.2639923982397857,0.9999840984501165,1.0000158664418723,0.00018804039063115258,0.00018890601765195734,0.0
model.dec.16x16_block0.conv1,0.1866873321095539,0.1866840101395967,0.9999999789242476,0.9999821846269611,1.0000177735381766,0.0002053046622518127,0.00020595764201243165,0.0,590073,590080,0.9999881372017354,1.0000000000000002,0.999982184626961,0.00020530466225181126,0.9999386465427327,1.0,1.0,590073,0.9999999991543926,4.309168919748655e-08,0.9999999989614192,0.00020607566217175166,3.975063238171664e-05,0.0,0.18668944071271462,0.18668623006905716,0.9999827818787046,1.000017177730857,0.0002017047514228296,0.00020240011266003236,0.0
model.dec.16x16_block0.norm0,0.007779098106186567,0.007779096643669521,0.9999999999944846,0.999999811988494,1.0000001880005107,3.3212561293422613e-06,3.40895365579958e-05,0.0,1024,1024,1.0,1.0,0.999999811988494,3.321256129338167e-06,1.0,1.0,1.0,1024,0.9999999994440196,4.405809927285931e-08,0.9999999994108575,3.32567166894598e-06,3.365840947495476e-06,0.0,0.007779375564827834,0.007779373985534014,0.9999997969894631,1.0000002030102209,5.975330315849649e-07,3.3701526355234065e-05,0.0
model.dec.16x16_block0.norm1,0.005500947529260267,0.005500947529260267,1.0,1.0,1.0,0.0,3.411536688546066e-05,0.0,512,512,1.0,1.0,1.0,0.0,1.0,1.0,1.0,512,1.0000000016350314,4.0670018056968774e-08,1.0000000022704112,4.070287086860496e-08,1.4064280850367192e-06,0.0,0.005500844487573235,0.005500843072902306,0.9999997428256344,1.0000002571725184,1.3832289950395844e-06,3.3670489120370035e-05,0.0
model.dec.16x16_block0.skip,0.08809642488947449,0.08809626453880161,0.9999999986320266,0.9999981784597227,1.0000018188076436,5.230618338650336e-05,6.147365876523794e-05,0.0,131326,131328,0.9999847709551657,1.0,0.9999981784597227,5.230618338650332e-05,0.9999990422639348,1.0,1.0,131326,0.9999999990178501,4.300301596817224e-08,0.9999999988459948,5.2337640207875886e-05,6.848065699880641e-06,0.0,0.08809662617786046,0.08809647602852469,0.9999982942855612,1.000001703030482,5.1834859844834316e-05,6.102011637819629e-05,0.0
model.dec.16x16_block1.affine,0.08752917969623676,0.08751015533458785,0.9999985964094863,0.9997812479205308,1.0002159921491436,0.0016750996735288974,0.0016853023003793972,0.0,131328,131328,1.0,1.0,0.9997812479205308,0.001675099673528896,0.999658514738586,1.0,1.0,131328,1.0000000000267972,4.342583541715185e-08,1.0000000001542966,0.001689322729553551,2.6268056252841618e-05,0.0,0.08752930108215295,0.08751027276403656,0.9997812032209166,1.0002160372694462,0.0016749799034681797,0.0016852114803407997,0.0
model.dec.16x16_block1.conv0,0.2639925708209677,0.26398811169470415,0.9999999816559798,0.9999830905511736,1.0000168730461,0.00019153798851108967,0.000192315698834715,0.0,1179890,1179904,0.9999881346279019,1.0000000000000002,0.9999830905511732,0.00019153798851108978,0.9999386503067484,1.0,1.0,1179890,0.9999999990515103,4.311404883855323e-08,0.9999999988882056,0.00019228249950151735,3.5141117783424366e-05,0.0,0.26399413878899536,0.2639898308203689,0.9999836638240232,1.000016300940286,0.00018841663183433833,0.0001892397317309255,0.0
model.dec.16x16_block1.conv1,0.18667884266565224,0.18667510414762212,0.9999999753407326,0.9999799488723629,1.0000200022101697,0.0002220733187811097,0.0002225257456152644,0.0,590075,590080,0.9999915265726681,1.0,0.9999799488723629,0.00022207331878111315,0.9998774059090352,1.0,1.0,590075,0.9999999990242675,4.314473824178848e-08,0.9999999988694858,0.0002229761731560268,4.2698141208995286e-05,0.0,0.18668130745238307,0.18667765936351163,0.999980434386526,1.0000195183685285,0.0002182314669070279,0.00021870902155011684,0.0
model.dec.16x16_block1.norm0,0.007779180664402816,0.007779177417200087,0.9999999999468836,0.9999995825246808,1.0000004173692607,1.0306929225185551e-05,3.523899792349008e-05,0.0,1024,1024,1.0,1.0,0.9999995825246808,1.0306929225183396e-05,1.0,1.0,1.0,1024,0.9999999993347473,4.2469104306625366e-08,0.999999998482937,1.0315598599029577e-05,3.762139010450969e-06,0.0,0.007779335345938705,0.007779331210916619,0.9999994684088611,1.0000005314876463,1.018700543987004e-05,3.4888125376880355e-05,0.0
